com.highstreet-technologies.ops4j.pax.web:pax-web-jetty;com.highstreet-technologies.ops4j.pax.web;pax-web-jetty
com.github.veithen.cosmos:cosmos;com.github.veithen.cosmos;cosmos
com.github.veithen.cosmos:cosmos-testing;com.github.veithen.cosmos;cosmos-testing
com.github.veithen.cosmos:cosmos-osgi-runtime;com.github.veithen.cosmos;cosmos-osgi-runtime
com.github.veithen.cosmos:cosmos-equinox;com.github.veithen.cosmos;cosmos-equinox
com.itsaky.androidide.treesitter:tree-sitter-xml;com.itsaky.androidide.treesitter;tree-sitter-xml
com.itsaky.androidide.treesitter:tree-sitter-python;com.itsaky.androidide.treesitter;tree-sitter-python
com.itsaky.androidide.treesitter:tree-sitter-properties;com.itsaky.androidide.treesitter;tree-sitter-properties
com.itsaky.androidide.treesitter:tree-sitter-log;com.itsaky.androidide.treesitter;tree-sitter-log
com.itsaky.androidide.treesitter:tree-sitter-kotlin;com.itsaky.androidide.treesitter;tree-sitter-kotlin
com.itsaky.androidide.treesitter:tree-sitter-json;com.itsaky.androidide.treesitter;tree-sitter-json
com.itsaky.androidide.treesitter:tree-sitter-java;com.itsaky.androidide.treesitter;tree-sitter-java
com.itsaky.androidide.treesitter:tree-sitter-cpp;com.itsaky.androidide.treesitter;tree-sitter-cpp
com.itsaky.androidide.treesitter:tree-sitter-c;com.itsaky.androidide.treesitter;tree-sitter-c
com.itsaky.androidide.treesitter:tree-sitter-aidl;com.itsaky.androidide.treesitter;tree-sitter-aidl
com.itsaky.androidide.treesitter:annotations;com.itsaky.androidide.treesitter;annotations
com.itsaky.androidide.treesitter:android-tree-sitter;com.itsaky.androidide.treesitter;android-tree-sitter
org.jfxcore:interactivity;org.jfxcore;interactivity
com.promcteam:promccore;com.promcteam;promccore
com.promcteam:prorpgitems;com.promcteam;prorpgitems
com.promcteam:bossshoppro;com.promcteam;bossshoppro
org.webjars.npm:github-com-intlify-vue-i18n-next;org.webjars.npm;github-com-intlify-vue-i18n-next
io.cloudshiftdev.kotlin-cdk-wrapper:kotlin-cdk-wrapper-extensions;io.cloudshiftdev.kotlin-cdk-wrapper;kotlin-cdk-wrapper-extensions
org.webjars.npm:github-com-airbnb-polyglot-js;org.webjars.npm;github-com-airbnb-polyglot-js
io.github.vaa25:poiji2;io.github.vaa25;poiji2
com.github.chaosfirebolt.generator:identifier-generator;com.github.chaosfirebolt.generator;identifier-generator
io.github.hanseter:json-query-engine;io.github.hanseter;json-query-engine
io.github.kirillNay:tg-mini-app;io.github.kirillNay;tg-mini-app
io.github.kirillNay:tg-mini-app-js;io.github.kirillNay;tg-mini-app-js
be.yildiz-games:module-database-postgresql;be.yildiz-games;module-database-postgresql
org.scala-sbt:sbt-dependency-tree-1067698329;org.scala-sbt;sbt-dependency-tree
io.awspring.cloud:spring-cloud-aws-s3-cross-region-client;io.awspring.cloud;spring-cloud-aws-s3-cross-region-client
io.awspring.cloud:spring-cloud-aws-s3-parent;io.awspring.cloud;spring-cloud-aws-s3-parent
es.edn:nomad-client-java;es.edn;nomad-client-java
dev.inmo:kjsuikit;dev.inmo;kjsuikit
dev.inmo:kjsuikit-js;dev.inmo;kjsuikit-js
es.edn:nomad-java-client;es.edn;nomad-java-client
eu.ciechanowiec:gmantra-maven-plugin;eu.ciechanowiec;gmantra-maven-plugin
xyz.erupt:linq;xyz.erupt;linq
io.github.genie-cloud:sql-genie-test;io.github.genie-cloud;sql-genie-test
com.blazemeter:jmeter-parallel;com.blazemeter;jmeter-parallel
com.esanwoo.eview:ERecyclerWife;com.esanwoo.eview;ERecyclerWife
io.github.wgllss:dynamic-plugin;io.github.wgllss;dynamic-plugin
com.github.tototoshi:slick-joda-mapper_3;com.github.tototoshi;slick-joda-mapper_3
com.github.tototoshi:slick-joda-mapper_2.13;com.github.tototoshi;slick-joda-mapper_2.13
com.github.tototoshi:slick-joda-mapper_2.12;com.github.tototoshi;slick-joda-mapper_2.12
org.finos.legend.engine:legend-engine-pure-runtime-execution;org.finos.legend.engine;legend-engine-pure-runtime-execution
org.finos.legend.engine:legend-engine-pure-runtime-extensions;org.finos.legend.engine;legend-engine-pure-runtime-extensions
org.finos.legend.engine:legend-engine-xt-java-runtime-compiler;org.finos.legend.engine;legend-engine-xt-java-runtime-compiler
org.finos.legend.engine:legend-engine-pure-runtime-compiler;org.finos.legend.engine;legend-engine-pure-runtime-compiler
tf.tofu:glass_2.12;tf.tofu;glass_2.12
tf.tofu:glass_2.13;tf.tofu;glass_2.13
tf.tofu:glass-macro_2.12;tf.tofu;glass-macro_2.12
tf.tofu:glass-core_3;tf.tofu;glass-core_3
tf.tofu:glass-core_2.12;tf.tofu;glass-core_2.12
tf.tofu:glass-core_2.13;tf.tofu;glass-core_2.13
tf.tofu:glass-macro_3;tf.tofu;glass-macro_3
tf.tofu:glass-interop_2.12;tf.tofu;glass-interop_2.12
tf.tofu:glass-macro_2.13;tf.tofu;glass-macro_2.13
tf.tofu:glass_3;tf.tofu;glass_3
tf.tofu:glass-interop_2.13;tf.tofu;glass-interop_2.13
tf.tofu:glass-interop_3;tf.tofu;glass-interop_3
org.dyn4j:dyn4j;org.dyn4j;dyn4j
net.adamcin.oakpal:oakpal-caliper.ui.apps;net.adamcin.oakpal;oakpal-caliper.ui.apps
net.adamcin.oakpal:oakpal;net.adamcin.oakpal;oakpal
net.adamcin.oakpal:oakpal-webster;net.adamcin.oakpal;oakpal-webster
net.adamcin.oakpal:oakpal-caliper.ui.apps.author;net.adamcin.oakpal;oakpal-caliper.ui.apps.author
net.adamcin.oakpal:oakpal-caliper.ui.apps.publish;net.adamcin.oakpal;oakpal-caliper.ui.apps.publish
net.adamcin.oakpal:oakpal-caliper.ui.content.subb3;net.adamcin.oakpal;oakpal-caliper.ui.content.subb3
net.adamcin.oakpal:oakpal-caliper.ui.content.subc1;net.adamcin.oakpal;oakpal-caliper.ui.content.subc1
net.adamcin.oakpal:oakpal-caliper.ui.content.suba2;net.adamcin.oakpal;oakpal-caliper.ui.content.suba2
net.adamcin.oakpal:oakpal-testing;net.adamcin.oakpal;oakpal-testing
net.adamcin.oakpal:oakpal-caliper.ui.apps.structure;net.adamcin.oakpal;oakpal-caliper.ui.apps.structure
net.adamcin.oakpal:oakpal-caliper.ui.content;net.adamcin.oakpal;oakpal-caliper.ui.content
net.adamcin.oakpal:oakpal-caliper.all;net.adamcin.oakpal;oakpal-caliper.all
net.adamcin.oakpal:oakpal-api;net.adamcin.oakpal;oakpal-api
net.adamcin.oakpal:oakpal-calipers;net.adamcin.oakpal;oakpal-calipers
net.adamcin.oakpal:oakpal-core;net.adamcin.oakpal;oakpal-core
net.adamcin.oakpal:oakpal-cli;net.adamcin.oakpal;oakpal-cli
net.adamcin.oakpal:oakpal-maven-plugin;net.adamcin.oakpal;oakpal-maven-plugin
com.cedarsoftware:json-io-legacy;com.cedarsoftware;json-io-legacy
io.github.omzz15:task;io.github.omzz15;task
net.kensand:margarita-linuxx64;net.kensand;margarita-linuxx64
net.kensand:margarita;net.kensand;margarita
net.kensand:margarita-jvm;net.kensand;margarita-jvm
net.kensand:margarita-js;net.kensand;margarita-js
net.kensand:margarita-android;net.kensand;margarita-android
org.jmock:jmock-example;org.jmock;jmock-example
org.jmock:jmock-junit4;org.jmock;jmock-junit4
org.jmock:jmock;org.jmock;jmock
org.jmock:jmock-testjar;org.jmock;jmock-testjar
org.jmock:jmock-imposters;org.jmock;jmock-imposters
org.jmock:jmock-junit3;org.jmock;jmock-junit3
org.jmock:jmock-imposters-tests;org.jmock;jmock-imposters-tests
org.jmock:jmock-parent;org.jmock;jmock-parent
org.jmock:jmock-legacy;org.jmock;jmock-legacy
org.jmock:jmock-imposters-testdata;org.jmock;jmock-imposters-testdata
org.jmock:jmock-junit5;org.jmock;jmock-junit5
dk.yalibs:yaundo;dk.yalibs;yaundo
com.xlrit.gears.runtime:gears-runtime-plugin-zip;com.xlrit.gears.runtime;gears-runtime-plugin-zip
io.github.joke:spock-outputcapture;io.github.joke;spock-outputcapture
dev.rolang:dumbo_2.12;dev.rolang;dumbo_2.12
dev.rolang:dumbo_native0.4_2.12;dev.rolang;dumbo_native0.4_2.12
io.github.shimmer-projects:shimmer;io.github.shimmer-projects;shimmer
io.github.shimmer-projects:shimmer-utils;io.github.shimmer-projects;shimmer-utils
io.github.jagodevreede:semver-check;io.github.jagodevreede;semver-check
io.github.jagodevreede:semver-check-core;io.github.jagodevreede;semver-check-core
io.github.jagodevreede:semver-check-maven-plugin;io.github.jagodevreede;semver-check-maven-plugin
io.github.johlin:test;io.github.johlin;test
io.knotx:knotx-stack;io.knotx;knotx-stack
io.knotx:knotx-template-engine-pebble;io.knotx;knotx-template-engine-pebble
io.knotx:knotx-template-engine-handlebars;io.knotx;knotx-template-engine-handlebars
io.knotx:knotx-template-engine-core;io.knotx;knotx-template-engine-core
io.knotx:knotx-template-engine-api;io.knotx;knotx-template-engine-api
io.knotx:knotx-fragments-task-handler-log-json;io.knotx;knotx-fragments-task-handler-log-json
io.knotx:knotx-fragments-task-handler-log-html;io.knotx;knotx-fragments-task-handler-log-html
io.knotx:knotx-fragments-task-handler-log-api;io.knotx;knotx-fragments-task-handler-log-api
io.knotx:knotx-fragments-task-handler;io.knotx;knotx-fragments-task-handler
io.knotx:knotx-fragments-task-factory-default;io.knotx;knotx-fragments-task-factory-default
io.knotx:knotx-fragments-task-factory-api;io.knotx;knotx-fragments-task-factory-api
io.knotx:knotx-fragments-task-engine;io.knotx;knotx-fragments-task-engine
io.knotx:knotx-fragments-task-api;io.knotx;knotx-fragments-task-api
io.knotx:knotx-fragments-supplier-single-fragment;io.knotx;knotx-fragments-supplier-single-fragment
io.knotx:knotx-fragments-supplier-html-splitter;io.knotx;knotx-fragments-supplier-html-splitter
io.knotx:knotx-fragments-supplier-api;io.knotx;knotx-fragments-supplier-api
io.knotx:knotx-fragments-assembler;io.knotx;knotx-fragments-assembler
io.knotx:knotx-fragments-api;io.knotx;knotx-fragments-api
io.knotx:knotx-fragments-action-library;io.knotx;knotx-fragments-action-library
io.knotx:knotx-fragments-action-core;io.knotx;knotx-fragments-action-core
io.knotx:knotx-fragments-action-api;io.knotx;knotx-fragments-action-api
io.knotx:knotx-repository-connector-http;io.knotx;knotx-repository-connector-http
io.knotx:knotx-repository-connector-fs;io.knotx;knotx-repository-connector-fs
io.knotx:knotx-server-http-core;io.knotx;knotx-server-http-core
io.knotx:knotx-server-http-common-placeholders;io.knotx;knotx-server-http-common-placeholders
io.knotx:knotx-server-http-api;io.knotx;knotx-server-http-api
io.knotx:knotx-junit5;io.knotx;knotx-junit5
io.knotx:knotx-launcher;io.knotx;knotx-launcher
io.knotx:knotx-commons;io.knotx;knotx-commons
io.knotx:knotx-dependencies;io.knotx;knotx-dependencies
io.knotx:knotx-gradle-plugins;io.knotx;knotx-gradle-plugins
io.knotx.unit-test:io.knotx.unit-test.gradle.plugin;io.knotx.unit-test;io.knotx.unit-test.gradle.plugin
io.knotx.release-java:io.knotx.release-java.gradle.plugin;io.knotx.release-java;io.knotx.release-java.gradle.plugin
io.knotx.release-base:io.knotx.release-base.gradle.plugin;io.knotx.release-base;io.knotx.release-base.gradle.plugin
io.knotx.maven-publish:io.knotx.maven-publish.gradle.plugin;io.knotx.maven-publish;io.knotx.maven-publish.gradle.plugin
io.knotx.java-library:io.knotx.java-library.gradle.plugin;io.knotx.java-library;io.knotx.java-library.gradle.plugin
io.knotx.jacoco:io.knotx.jacoco.gradle.plugin;io.knotx.jacoco;io.knotx.jacoco.gradle.plugin
io.knotx.distribution:io.knotx.distribution.gradle.plugin;io.knotx.distribution;io.knotx.distribution.gradle.plugin
io.knotx.composite-build-support:io.knotx.composite-build-support.gradle.plugin;io.knotx.composite-build-support;io.knotx.composite-build-support.gradle.plugin
io.knotx.codegen:io.knotx.codegen.gradle.plugin;io.knotx.codegen;io.knotx.codegen.gradle.plugin
io.knotx.codegen-test:io.knotx.codegen-test.gradle.plugin;io.knotx.codegen-test;io.knotx.codegen-test.gradle.plugin
org.rogach:scallop_native0.4_2.13;org.rogach;scallop_native0.4_2.13
org.rogach:scallop_native0.4_2.12;org.rogach;scallop_native0.4_2.12
org.rogach:scallop_sjs1_2.11;org.rogach;scallop_sjs1_2.11
org.rogach:scallop_native0.4_2.11;org.rogach;scallop_native0.4_2.11
com.github.siroshun09.configapi:configapi-bom;com.github.siroshun09.configapi;configapi-bom
com.github.siroshun09.configapi:configapi-test-shared-classes;com.github.siroshun09.configapi;configapi-test-shared-classes
com.github.siroshun09.configapi:configapi-format-yaml;com.github.siroshun09.configapi;configapi-format-yaml
com.github.siroshun09.configapi:configapi-format-gson;com.github.siroshun09.configapi;configapi-format-gson
com.github.siroshun09.configapi:configapi-format-jackson;com.github.siroshun09.configapi;configapi-format-jackson
com.github.siroshun09.configapi:configapi-core;com.github.siroshun09.configapi;configapi-core
com.github.loren-wang:SpringBootBaseFromLorenWang;com.github.loren-wang;SpringBootBaseFromLorenWang
com.oracle.coherence.hibernate:coherence-hibernate-cache-52;com.oracle.coherence.hibernate;coherence-hibernate-cache-52
com.oracle.coherence.hibernate:coherence-hibernate-cache-5;com.oracle.coherence.hibernate;coherence-hibernate-cache-5
com.oracle.coherence.hibernate:coherence-hibernate-cache-4;com.oracle.coherence.hibernate;coherence-hibernate-cache-4
org.webjars.npm:color-name;org.webjars.npm;color-name
org.webjars.npm:color-parse;org.webjars.npm;color-parse
org.webjars.npm:geotiff;org.webjars.npm;geotiff
org.webjars.npm:playcanvas;org.webjars.npm;playcanvas
org.webjars.npm:types__webxr;org.webjars.npm;types__webxr
software.amazon.sns:sns-extended-client;software.amazon.sns;sns-extended-client
org.grails.plugins:neo4j;org.grails.plugins;neo4j
org.grails:grails-datastore-gorm-neo4j;org.grails;grails-datastore-gorm-neo4j
org.grails:gorm-neo4j-spring-boot;org.grails;gorm-neo4j-spring-boot
org.webjars.npm:d3;org.webjars.npm;d3
org.webjars.npm:d3-geo;org.webjars.npm;d3-geo
org.webjars.npm:delaunator;org.webjars.npm;delaunator
org.webjars.npm:d3-scale-chromatic;org.webjars.npm;d3-scale-chromatic
br.com.leverinfo:aspectj-logging;br.com.leverinfo;aspectj-logging
org.webjars.npm:jquery-freeze-table;org.webjars.npm;jquery-freeze-table
com.seomse.commons:commons;com.seomse.commons;commons
com.coveo:feign-error-decoder;com.coveo;feign-error-decoder
io.github.estivensh4:aws-s3;io.github.estivensh4;aws-s3
io.github.estivensh4:aws-s3-jvm;io.github.estivensh4;aws-s3-jvm
io.github.estivensh4:aws-s3-iosx64;io.github.estivensh4;aws-s3-iosx64
io.github.estivensh4:aws-s3-iossimulatorarm64;io.github.estivensh4;aws-s3-iossimulatorarm64
io.github.estivensh4:aws-s3-iosarm64;io.github.estivensh4;aws-s3-iosarm64
io.github.estivensh4:aws-s3-android;io.github.estivensh4;aws-s3-android
io.github.estivensh4:aws-s3-android-debug;io.github.estivensh4;aws-s3-android-debug
io.github.estivensh4:aws-dynamo;io.github.estivensh4;aws-dynamo
io.github.estivensh4:aws-dynamo-jvm;io.github.estivensh4;aws-dynamo-jvm
io.github.estivensh4:aws-dynamo-iosx64;io.github.estivensh4;aws-dynamo-iosx64
io.github.estivensh4:aws-dynamo-iossimulatorarm64;io.github.estivensh4;aws-dynamo-iossimulatorarm64
io.github.estivensh4:aws-dynamo-iosarm64;io.github.estivensh4;aws-dynamo-iosarm64
io.github.estivensh4:aws-dynamo-android;io.github.estivensh4;aws-dynamo-android
io.github.estivensh4:aws-dynamo-android-debug;io.github.estivensh4;aws-dynamo-android-debug
io.github.estivensh4:aws-common;io.github.estivensh4;aws-common
io.github.estivensh4:aws-common-jvm;io.github.estivensh4;aws-common-jvm
io.github.estivensh4:aws-common-iosx64;io.github.estivensh4;aws-common-iosx64
io.github.estivensh4:aws-common-iossimulatorarm64;io.github.estivensh4;aws-common-iossimulatorarm64
io.github.estivensh4:aws-common-iosarm64;io.github.estivensh4;aws-common-iosarm64
io.github.estivensh4:aws-common-android;io.github.estivensh4;aws-common-android
io.github.estivensh4:aws-common-android-debug;io.github.estivensh4;aws-common-android-debug
org.finos.cdm:distribution;org.finos.cdm;distribution
com.google.cloud.spark:spark-2.4-bigquery;com.google.cloud.spark;spark-2.4-bigquery
com.colisweb:db-diff-logic_2.13;com.colisweb;db-diff-logic_2.13
io.github.gaaabliz.kliz:compose-android;io.github.gaaabliz.kliz;compose-android
io.github.gaaabliz.kliz:compose-jvm;io.github.gaaabliz.kliz;compose-jvm
io.github.gaaabliz.kliz:firebase-android;io.github.gaaabliz.kliz;firebase-android
io.github.gaaabliz.kliz:library-android;io.github.gaaabliz.kliz;library-android
io.github.gaaabliz.kliz:agps-android;io.github.gaaabliz.kliz;agps-android
io.github.gaaabliz.kliz:library-jvm;io.github.gaaabliz.kliz;library-jvm
io.github.gaaabliz.kliz:firebase-jvm;io.github.gaaabliz.kliz;firebase-jvm
io.github.gaaabliz.kliz:library;io.github.gaaabliz.kliz;library
io.github.gaaabliz.kliz:firebase;io.github.gaaabliz.kliz;firebase
io.github.gaaabliz.kliz:compose;io.github.gaaabliz.kliz;compose
io.github.gaaabliz.kliz:agps;io.github.gaaabliz.kliz;agps
com.colisweb:logic_2.13;com.colisweb;logic_2.13
org.ec4j.linters:editorconfig-lint-api;org.ec4j.linters;editorconfig-lint-api
org.ec4j.linters:editorconfig-linters;org.ec4j.linters;editorconfig-linters
org.ec4j.linters:editorconfig-linters-parent;org.ec4j.linters;editorconfig-linters-parent
org.ec4j.linters:editorconfig-linters-bom;org.ec4j.linters;editorconfig-linters-bom
io.github.vantoozz:dikt;io.github.vantoozz;dikt
com.youkol.support:jsonrpc4j-spring-boot-starter;com.youkol.support;jsonrpc4j-spring-boot-starter
be.yildiz-games:parent-native;be.yildiz-games;parent-native
io.github.wcarmon:json-utils-jvm;io.github.wcarmon;json-utils-jvm
be.yildiz-games:component-native-physicsfs;be.yildiz-games;component-native-physicsfs
com.huanshankeji:compose-web-material;com.huanshankeji;compose-web-material
com.huanshankeji:compose-web-material-js;com.huanshankeji;compose-web-material-js
com.huanshankeji:compose-web-common;com.huanshankeji;compose-web-common
com.huanshankeji:compose-web-common-js;com.huanshankeji;compose-web-common-js
io.github.hnuuhc:often-utils;io.github.hnuuhc;often-utils
be.yildiz-games:parent-component-native;be.yildiz-games;parent-component-native
io.github.sebivenlo:loggerwrapper;io.github.sebivenlo;loggerwrapper
org.technologybrewery:helm-maven-plugin;org.technologybrewery;helm-maven-plugin
cn.wjybxx.dson:dson-parent;cn.wjybxx.dson;dson-parent
com.ling5821.iot:modbus-protocol;com.ling5821.iot;modbus-protocol
com.ling5821.iot:iec61850-springboot-starter;com.ling5821.iot;iec61850-springboot-starter
com.ling5821.iot:iec104-protocol;com.ling5821.iot;iec104-protocol
com.ling5821.iot:protocol-iec61850-core;com.ling5821.iot;protocol-iec61850-core
com.ling5821.iot:iec61850-protocol;com.ling5821.iot;iec61850-protocol
com.ling5821.iot:protocols-common;com.ling5821.iot;protocols-common
com.ling5821.iot:iiot-protocols;com.ling5821.iot;iiot-protocols
com.ling5821.iot:protocol-iec104-core;com.ling5821.iot;protocol-iec104-core
com.ling5821.iot:protocol-modbus-core;com.ling5821.iot;protocol-modbus-core
com.ling5821.iot:iec104-springboot-starter;com.ling5821.iot;iec104-springboot-starter
com.ling5821.iot:modbus-springboot-starter;com.ling5821.iot;modbus-springboot-starter
org.webjars.npm:boosted;org.webjars.npm;boosted
cool.scx:scx-ext-redirects;cool.scx;scx-ext-redirects
cool.scx:scx-ext-config-manager;cool.scx;scx-ext-config-manager
cool.scx:scx-ext-cms;cool.scx;scx-ext-cms
cool.scx:scx-ext-common;cool.scx;scx-ext-common
cool.scx:scx-ext-static-server;cool.scx;scx-ext-static-server
cool.scx:scx-ext-fss;cool.scx;scx-ext-fss
cool.scx:scx-ext-fix-table;cool.scx;scx-ext-fix-table
cool.scx:scx-ext-crud;cool.scx;scx-ext-crud
cool.scx:scx-ext-auth;cool.scx;scx-ext-auth
cool.scx:scx-ext-ws;cool.scx;scx-ext-ws
cool.scx:scx-ext;cool.scx;scx-ext
cool.scx:scx-data-mysql-x;cool.scx;scx-data-mysql-x
cool.scx:scx-core;cool.scx;scx-core
cool.scx:scx-jdbc-sqlite;cool.scx;scx-jdbc-sqlite
cool.scx:scx-jdbc-mysql;cool.scx;scx-jdbc-mysql
cool.scx:scx-data-jdbc;cool.scx;scx-data-jdbc
cool.scx:scx-logging;cool.scx;scx-logging
cool.scx:scx-jdbc;cool.scx;scx-jdbc
cool.scx:scx-data;cool.scx;scx-data
cool.scx:scx-mvc;cool.scx;scx-mvc
cool.scx:scx-config;cool.scx;scx-config
cool.scx:scx-common;cool.scx;scx-common
cool.scx:scx;cool.scx;scx
dev.bodewig.jcoprocessor:jcoprocessor;dev.bodewig.jcoprocessor;jcoprocessor
com.gu.targeting-client:client-play-json-v30_2.13;com.gu.targeting-client;client-play-json-v30_2.13
com.gu.targeting-client:client-play-json-v28_2.13;com.gu.targeting-client;client-play-json-v28_2.13
io.github.flxj:platdb_3;io.github.flxj;platdb_3
io.acryl:scim-compliance-tests;io.acryl;scim-compliance-tests
io.acryl:scimple;io.acryl;scimple
io.acryl:scim-client;io.acryl;scim-client
io.acryl:scim-test;io.acryl;scim-test
io.acryl:scim-spec-schema;io.acryl;scim-spec-schema
io.acryl:scim-test-coverage;io.acryl;scim-test-coverage
io.acryl:scim-core;io.acryl;scim-core
io.acryl:scim-spec-protocol;io.acryl;scim-spec-protocol
io.acryl:scim-tools;io.acryl;scim-tools
io.acryl:scim-server;io.acryl;scim-server
com.increff.commons:increff-commons-sheet;com.increff.commons;increff-commons-sheet
com.softwaremill.sttp.tapir:tapir-aws-examples_sjs1_2.12;com.softwaremill.sttp.tapir;tapir-aws-examples_sjs1_2.12
com.softwaremill.sttp.tapir:tapir-aws-examples_2.13;com.softwaremill.sttp.tapir;tapir-aws-examples_2.13
com.softwaremill.sttp.tapir:tapir-aws-lambda-zio-tests_2.12;com.softwaremill.sttp.tapir;tapir-aws-lambda-zio-tests_2.12
com.softwaremill.sttp.tapir:tapir-aws-lambda-zio-tests_2.13;com.softwaremill.sttp.tapir;tapir-aws-lambda-zio-tests_2.13
com.softwaremill.sttp.tapir:tapir-aws-lambda-cats-effect-tests_2.13;com.softwaremill.sttp.tapir;tapir-aws-lambda-cats-effect-tests_2.13
com.softwaremill.sttp.tapir:tapir-aws-lambda-cats-effect-tests_2.12;com.softwaremill.sttp.tapir;tapir-aws-lambda-cats-effect-tests_2.12
com.softwaremill.sttp.tapir:tapir-aws-examples_sjs1_2.13;com.softwaremill.sttp.tapir;tapir-aws-examples_sjs1_2.13
com.softwaremill.sttp.tapir:tapir-aws-examples_2.12;com.softwaremill.sttp.tapir;tapir-aws-examples_2.12
io.github.liang-yongheng:weblog-spring-boot-starter;io.github.liang-yongheng;weblog-spring-boot-starter
in.procyk.compose:qr-code-wasm-js;in.procyk.compose;qr-code-wasm-js
in.procyk.compose:qr-code;in.procyk.compose;qr-code
in.procyk.compose:qr-code-iosx64;in.procyk.compose;qr-code-iosx64
in.procyk.compose:qr-code-iossimulatorarm64;in.procyk.compose;qr-code-iossimulatorarm64
in.procyk.compose:qr-code-iosarm64;in.procyk.compose;qr-code-iosarm64
in.procyk.compose:qr-code-desktop;in.procyk.compose;qr-code-desktop
in.procyk.compose:qr-code-android;in.procyk.compose;qr-code-android
io.github.seabow:spark-lucene;io.github.seabow;spark-lucene
org.webjars.npm:imsc;org.webjars.npm;imsc
eu.mihosoft.ext.velocity.legacy:velocity-legacy;eu.mihosoft.ext.velocity.legacy;velocity-legacy
com.github.pjfanning:pekko-serialization-jackson216_2.12;com.github.pjfanning;pekko-serialization-jackson216_2.12
com.github.pjfanning:pekko-serialization-jackson216_3;com.github.pjfanning;pekko-serialization-jackson216_3
com.github.pjfanning:pekko-serialization-jackson216_2.13;com.github.pjfanning;pekko-serialization-jackson216_2.13
io.github.vacxe.danger.shellcheck:plugin;io.github.vacxe.danger.shellcheck;plugin
com.github.houbb:jdbctemplate-test;com.github.houbb;jdbctemplate-test
com.github.houbb:jdbctemplate-core;com.github.houbb;jdbctemplate-core
com.github.houbb:jdbctemplate;com.github.houbb;jdbctemplate
org.hswebframework:hsweb-utils;org.hswebframework;hsweb-utils
org.webjars.bowergithub.vaadin:vaadin-context-menu;org.webjars.bowergithub.vaadin;vaadin-context-menu
org.webjars.npm:github-com-microsoft-monaco-editor;org.webjars.npm;github-com-microsoft-monaco-editor
org.webjars.npm:github-com-mistic100-jQuery-QueryBuilder;org.webjars.npm;github-com-mistic100-jQuery-QueryBuilder
ee.datanor.httpclient.logger:httpclient-logger;ee.datanor.httpclient.logger;httpclient-logger
org.fdroid.fdroid:F-Droid-Zipped;org.fdroid.fdroid;F-Droid-Zipped
org.apache.maven.plugins:maven-assembly-plugin;org.apache.maven.plugins;maven-assembly-plugin
ee.datanor.spring.logger:spring-access-logger;ee.datanor.spring.logger;spring-access-logger
com.zwenkai:wheelview;com.zwenkai;wheelview
io.gitee.zhangbinhub.acp:acp-core-client;io.gitee.zhangbinhub.acp;acp-core-client
com.composum.dashboard:composum-dashboard;com.composum.dashboard;composum-dashboard
com.composum.dashboard:composum-dashboard-aem-osgi-config;com.composum.dashboard;composum-dashboard-aem-osgi-config
com.composum.dashboard:composum-dashboard-sling-core;com.composum.dashboard;composum-dashboard-sling-core
com.composum.dashboard:composum-dashboard-sling-osgi-config;com.composum.dashboard;composum-dashboard-sling-osgi-config
com.composum.dashboard:composum-dashboard-sling;com.composum.dashboard;composum-dashboard-sling
com.composum.dashboard:composum-dashboard-sling-parent;com.composum.dashboard;composum-dashboard-sling-parent
com.composum.dashboard:composum-dashboard-aem;com.composum.dashboard;composum-dashboard-aem
com.composum.dashboard:composum-dashboard-aem-parent;com.composum.dashboard;composum-dashboard-aem-parent
com.github.qqxadyy:pjq-spring-boot-starter;com.github.qqxadyy;pjq-spring-boot-starter
com.github.qqxadyy:pjq-commons-utils;com.github.qqxadyy;pjq-commons-utils
cn.kdyzm:minio-spring-boot-starter;cn.kdyzm;minio-spring-boot-starter
com.github.qqxadyy:pjq-parent;com.github.qqxadyy;pjq-parent
com.liferay:com.liferay.gradle.plugins.xsd.builder;com.liferay;com.liferay.gradle.plugins.xsd.builder
com.liferay:com.liferay.gradle.plugins.wsdl.builder;com.liferay;com.liferay.gradle.plugins.wsdl.builder
com.liferay:com.liferay.gradle.plugins.tlddoc.builder;com.liferay;com.liferay.gradle.plugins.tlddoc.builder
com.liferay:com.liferay.gradle.plugins.app.javadoc.builder;com.liferay;com.liferay.gradle.plugins.app.javadoc.builder
com.liferay:com.liferay.gradle.plugins.app.docker;com.liferay;com.liferay.gradle.plugins.app.docker
com.liferay:com.liferay.gradle.util;com.liferay;com.liferay.gradle.util
com.astrapay.sdk:astrapayui;com.astrapay.sdk;astrapayui
com.astrapay:androidui-sdk;com.astrapay;androidui-sdk
io.github.wj0410:cloud-box-easycrud-mongo;io.github.wj0410;cloud-box-easycrud-mongo
io.github.wj0410:cloud-box-easycrud-mp;io.github.wj0410;cloud-box-easycrud-mp
io.github.wj0410:cloud-box-redis-helper;io.github.wj0410;cloud-box-redis-helper
io.github.wj0410:cloud-box-rest-response-helper;io.github.wj0410;cloud-box-rest-response-helper
io.github.wj0410:cloud-box-tools;io.github.wj0410;cloud-box-tools
io.github.wj0410:cloud-box;io.github.wj0410;cloud-box
com.neko233:skilltree-scheduler;com.neko233;skilltree-scheduler
com.neko233:skilltree-counter;com.neko233;skilltree-counter
com.neko233:skilltree-all;com.neko233;skilltree-all
com.neko233:skilltree-id-generator;com.neko233;skilltree-id-generator
