com.github.gfx.ribbonizer:plugin;com.github.gfx.ribbonizer;plugin
org.apache.unomi:unomi-persistence-elasticsearch-plugins;org.apache.unomi;unomi-persistence-elasticsearch-plugins
io.fabric8:kubernetes-mock;io.fabric8;kubernetes-mock
io.fabric8:openshift-mock;io.fabric8;openshift-mock
com.github.jkutner:tomcat-redis-session;com.github.jkutner;tomcat-redis-session
com.mattgawarecki.play:jammies;com.mattgawarecki.play;jammies
org.webjars.npm:react-bootstrap-switch;org.webjars.npm;react-bootstrap-switch
org.arquillian.pact:arquillian-pact-provider-ftest-incontainer;org.arquillian.pact;arquillian-pact-provider-ftest-incontainer
org.arquillian.pact:arquillian-pact-consumer-ftest-incontainer;org.arquillian.pact;arquillian-pact-consumer-ftest-incontainer
org.pistoiaalliance.helm:helm2-ChemistryToolkit;org.pistoiaalliance.helm;helm2-ChemistryToolkit
org.kevoree.kcl:org.kevoree.kcl.boot;org.kevoree.kcl;org.kevoree.kcl.boot
org.kevoree.kcl:org.kevoree.kcl.boot.mavenplugin;org.kevoree.kcl;org.kevoree.kcl.boot.mavenplugin
org.kevoree.kcl:org.kevoree.kcl.view;org.kevoree.kcl;org.kevoree.kcl.view
org.kevoree.kcl:org.kevoree.kcl.microkernel;org.kevoree.kcl;org.kevoree.kcl.microkernel
org.kevoree.kcl:org.kevoree.kcl;org.kevoree.kcl;org.kevoree.kcl
org.kevoree.kcl:org.kevoree.kcl.root;org.kevoree.kcl;org.kevoree.kcl.root
com.gotoago:utils;com.gotoago;utils
org.jadice.tools:xml-validator-maven-plugin;org.jadice.tools;xml-validator-maven-plugin
com.blazebit:blaze-persistence-integration-hibernate-4;com.blazebit;blaze-persistence-integration-hibernate-4
org.webjars.bower:github-com-ritz078-ng-embed;org.webjars.bower;github-com-ritz078-ng-embed
de.marcoaust.prometheus:spring-boot-prometheus;de.marcoaust.prometheus;spring-boot-prometheus
com.aerospike:apache-kafka-connector;com.aerospike;apache-kafka-connector
org.springframework.data:spring-data-neo4j-cross-store;org.springframework.data;spring-data-neo4j-cross-store
org.springframework.data:spring-data-neo4j-aspects;org.springframework.data;spring-data-neo4j-aspects
org.springframework.data:spring-data-neo4j-rest;org.springframework.data;spring-data-neo4j-rest
org.springframework.data:spring-data-neo4j-tx;org.springframework.data;spring-data-neo4j-tx
io.fabric8.ipaas.platform.packages:fabric8-platform;io.fabric8.ipaas.platform.packages;fabric8-platform
org.webjars.bower:github-com-zeusdeux-isInViewport;org.webjars.bower;github-com-zeusdeux-isInViewport
xin.nic:sdk.registrar;xin.nic;sdk.registrar
im.dadoo:tower-backend;im.dadoo;tower-backend
com.github.trex-paxos:trex-core_2.11;com.github.trex-paxos;trex-core_2.11
com.github.trex-paxos:trex-library_2.11;com.github.trex-paxos;trex-library_2.11
com.github.trex-paxos:trex-demo_2.11;com.github.trex-paxos;trex-demo_2.11
com.avsystem.commons:commons-spring_2.12.0-RC1;com.avsystem.commons;commons-spring_2.12.0-RC1
com.avsystem.commons:commons-mongo_2.12.0-RC1;com.avsystem.commons;commons-mongo_2.12.0-RC1
com.avsystem.commons:commons-analyzer_2.12.0-RC1;com.avsystem.commons;commons-analyzer_2.12.0-RC1
com.avsystem.commons:commons-core_2.12.0-RC1;com.avsystem.commons;commons-core_2.12.0-RC1
com.avsystem.commons:commons-shared_sjs0.6_2.12.0-RC1;com.avsystem.commons;commons-shared_sjs0.6_2.12.0-RC1
com.avsystem.commons:commons-shared_2.12.0-RC1;com.avsystem.commons;commons-shared_2.12.0-RC1
com.avsystem.commons:commons-macros_2.12.0-RC1;com.avsystem.commons;commons-macros_2.12.0-RC1
com.avsystem.commons:commons-annotations_2.12.0-RC1;com.avsystem.commons;commons-annotations_2.12.0-RC1
sh.tak.appbundler:appbundle-maven-plugin;sh.tak.appbundler;appbundle-maven-plugin
cn.leancloud:fastjson-leancloud;cn.leancloud;fastjson-leancloud
cn.leancloud:okhttp-parent;cn.leancloud;okhttp-parent
cn.leancloud:okhttp-leancloud;cn.leancloud;okhttp-leancloud
com.google.census:census-core_native;com.google.census;census-core_native
cn.leancloud:okio-parent;cn.leancloud;okio-parent
cn.leancloud:okio-leancloud;cn.leancloud;okio-leancloud
cn.leancloud:benchmarks;cn.leancloud;benchmarks
org.light4j:payment-util;org.light4j;payment-util
org.typelevel:catalysts_2.12.0-RC1;org.typelevel;catalysts_2.12.0-RC1
org.typelevel:catalysts-checklite_sjs0.6_2.12.0-RC1;org.typelevel;catalysts-checklite_sjs0.6_2.12.0-RC1
org.typelevel:catalysts-scalatest_2.12.0-RC1;org.typelevel;catalysts-scalatest_2.12.0-RC1
org.typelevel:catalysts-checklite_2.12.0-RC1;org.typelevel;catalysts-checklite_2.12.0-RC1
org.typelevel:catalysts-speclite_2.12.0-RC1;org.typelevel;catalysts-speclite_2.12.0-RC1
org.typelevel:catalysts-lawkit_2.12.0-RC1;org.typelevel;catalysts-lawkit_2.12.0-RC1
org.typelevel:catalysts-specbase_2.12.0-RC1;org.typelevel;catalysts-specbase_2.12.0-RC1
org.typelevel:catalysts-specs2_2.12.0-RC1;org.typelevel;catalysts-specs2_2.12.0-RC1
org.typelevel:catalysts-scalatest_sjs0.6_2.12.0-RC1;org.typelevel;catalysts-scalatest_sjs0.6_2.12.0-RC1
org.typelevel:catalysts-speclite_sjs0.6_2.12.0-RC1;org.typelevel;catalysts-speclite_sjs0.6_2.12.0-RC1
org.typelevel:catalysts-testkit_sjs0.6_2.12.0-RC1;org.typelevel;catalysts-testkit_sjs0.6_2.12.0-RC1
org.typelevel:catalysts-testkit_2.12.0-RC1;org.typelevel;catalysts-testkit_2.12.0-RC1
org.typelevel:catalysts-lawkit_sjs0.6_2.12.0-RC1;org.typelevel;catalysts-lawkit_sjs0.6_2.12.0-RC1
org.typelevel:catalysts-specbase_sjs0.6_2.12.0-RC1;org.typelevel;catalysts-specbase_sjs0.6_2.12.0-RC1
org.typelevel:catalysts-macros_2.12.0-RC1;org.typelevel;catalysts-macros_2.12.0-RC1
org.typelevel:catalysts-platform_sjs0.6_2.12.0-RC1;org.typelevel;catalysts-platform_sjs0.6_2.12.0-RC1
org.typelevel:catalysts-platform_2.12.0-RC1;org.typelevel;catalysts-platform_2.12.0-RC1
org.typelevel:catalysts-macros_sjs0.6_2.12.0-RC1;org.typelevel;catalysts-macros_sjs0.6_2.12.0-RC1
org.typelevel:catalysts_sjs0.6_2.12.0-RC1;org.typelevel;catalysts_sjs0.6_2.12.0-RC1
ru.arkoit:finchrich-controller_2.10;ru.arkoit;finchrich-controller_2.10
ru.arkoit:finchrich-controller_2.11;ru.arkoit;finchrich-controller_2.11
com.typesafe.conductr:akka23-conductr-client-lib_2.11;com.typesafe.conductr;akka23-conductr-client-lib_2.11
org.biins:micro-service;org.biins;micro-service
org.webjars.bower:waypoints;org.webjars.bower;waypoints
org.arquillian.universe:arquillian-pact-provider;org.arquillian.universe;arquillian-pact-provider
org.arquillian.universe:arquillian-pact-consumer;org.arquillian.universe;arquillian-pact-consumer
uk.me.candle:pony-maven-plugin;uk.me.candle;pony-maven-plugin
org.webjars.npm:github-com-FezVrasta-popper-js;org.webjars.npm;github-com-FezVrasta-popper-js
org.anc:common;org.anc;common
com.github.iamfools.library:signatureview;com.github.iamfools.library;signatureview
it.sephiroth.android.library.simplelogger:simple-logger;it.sephiroth.android.library.simplelogger;simple-logger
com.github.xaguzman:gamedevlib-libgdx;com.github.xaguzman;gamedevlib-libgdx
com.github.xaguzman:gamedevlib-artemisodb;com.github.xaguzman;gamedevlib-artemisodb
cn.leancloud:android-stub;cn.leancloud;android-stub
com.github.jessyZu:dubbo-zipkin-spring-starter;com.github.jessyZu;dubbo-zipkin-spring-starter
com.github.orionlibs:orionlibs;com.github.orionlibs;orionlibs
com.github.orionlibs.core:orion_core;com.github.orionlibs.core;orion_core
com.recipegrace:wikispaspark_2.11;com.recipegrace;wikispaspark_2.11
com.recipegrace:wikispacore_2.11;com.recipegrace;wikispacore_2.11
com.recipegrace:wikispa_2.11;com.recipegrace;wikispa_2.11
com.indoqa:http-proxy;com.indoqa;http-proxy
com.aliyun:aliyun-java-sdk-sms;com.aliyun;aliyun-java-sdk-sms
de.fhg.fokus.nubomedia:nubomedia-media-client;de.fhg.fokus.nubomedia;nubomedia-media-client
com.github.risedragon:spring-jedisclient;com.github.risedragon;spring-jedisclient
com.github.vicpinm:activeandroidrx;com.github.vicpinm;activeandroidrx
org.soulwing:uuid-maven-plugin;org.soulwing;uuid-maven-plugin
uk.ac.ebi.ena.taxonomy:ena-taxonomy-client;uk.ac.ebi.ena.taxonomy;ena-taxonomy-client
org.wso2.analytics.esb:org.wso2.das4esb.ui.integration.test;org.wso2.analytics.esb;org.wso2.das4esb.ui.integration.test
org.wso2.analytics.esb:das4esb-integration-ui-tests;org.wso2.analytics.esb;das4esb-integration-ui-tests
org.wso2.analytics.esb:org.wso2.das4esb.integration.tests;org.wso2.analytics.esb;org.wso2.das4esb.integration.tests
com.yrashk:etcetera;com.yrashk;etcetera
org.wso2.analytics.esb:ui-pages;org.wso2.analytics.esb;ui-pages
org.wso2.analytics.esb:org.wso2.das4esb.integration.common.clients;org.wso2.analytics.esb;org.wso2.das4esb.integration.common.clients
org.wso2.analytics.esb:org.wso2.das4esb.integration.common.utils;org.wso2.analytics.esb;org.wso2.das4esb.integration.common.utils
org.wso2.analytics.esb:das4esb-integration;org.wso2.analytics.esb;das4esb-integration
org.wso2.analytics.esb:wso2esb-analytics-release-profile-gen;org.wso2.analytics.esb;wso2esb-analytics-release-profile-gen
org.wso2.analytics.esb:org.wso2.das4esb.multitenancy.dashboard.ui.feature;org.wso2.analytics.esb;org.wso2.das4esb.multitenancy.dashboard.ui.feature
org.wso2.analytics.esb:org.wso2.das4esb.multitenancy.style.feature;org.wso2.analytics.esb;org.wso2.das4esb.multitenancy.style.feature
org.wso2.analytics.esb:wso2esb-analytics-multitenancy-features;org.wso2.analytics.esb;wso2esb-analytics-multitenancy-features
org.wso2.analytics.esb:org.wso2.das4esb.styles.feature;org.wso2.analytics.esb;org.wso2.das4esb.styles.feature
org.wso2.analytics.esb:wso2esb-analytics-features;org.wso2.analytics.esb;wso2esb-analytics-features
org.wso2.analytics.esb:wso2esb-analytics-features-parent;org.wso2.analytics.esb;wso2esb-analytics-features-parent
org.wso2.analytics.esb:org.wso2.das4esb.multitenancy.styles;org.wso2.analytics.esb;org.wso2.das4esb.multitenancy.styles
org.wso2.analytics.esb:org.wso2.das4esb.styles;org.wso2.analytics.esb;org.wso2.das4esb.styles
org.wso2.analytics.esb:org.wso2.das4esb.styles.parent;org.wso2.analytics.esb;org.wso2.das4esb.styles.parent
org.wso2.analytics.esb:org.wso2.das4esb.multitenancy.dashboard.ui;org.wso2.analytics.esb;org.wso2.das4esb.multitenancy.dashboard.ui
org.wso2.analytics.esb:org.wso2.analytics.esb.feature;org.wso2.analytics.esb;org.wso2.analytics.esb.feature
org.wso2.analytics.esb:analytics-esb-features;org.wso2.analytics.esb;analytics-esb-features
org.wso2.analytics.esb:org.wso2.analytics.esb;org.wso2.analytics.esb;org.wso2.analytics.esb
org.wso2.analytics.esb:analytics-esb-components;org.wso2.analytics.esb;analytics-esb-components
org.wso2.analytics.esb:wso2esb-analytics-parent;org.wso2.analytics.esb;wso2esb-analytics-parent
org.webjars.npm:github-com-caolan-async;org.webjars.npm;github-com-caolan-async
org.webjars.bower:github-com-caolan-async;org.webjars.bower;github-com-caolan-async
com.nimbusds:infinispan-sql-cache-store;com.nimbusds;infinispan-sql-cache-store
com.thoughtworks.extractor:extractor_sjs0.6_2.12.0-RC1;com.thoughtworks.extractor;extractor_sjs0.6_2.12.0-RC1
com.thoughtworks.extractor:extractor_2.12.0-RC1;com.thoughtworks.extractor;extractor_2.12.0-RC1
org.webjars.bower:toastr;org.webjars.bower;toastr
com.github.captain-miao:rv-utils-databinding;com.github.captain-miao;rv-utils-databinding
com.zendesk:open-replicator;com.zendesk;open-replicator
cn.bestwu:security-oauth2-social;cn.bestwu;security-oauth2-social
com.trueaccord.scalapb:sbt-scalapb-1555225206;com.trueaccord.scalapb;sbt-scalapb
com.mcxiaoke.ijk.media:ijkplayer-x86_64;com.mcxiaoke.ijk.media;ijkplayer-x86_64
com.github.Isshss:dimviews;com.github.Isshss;dimviews
com.mcxiaoke.ijk.media:ijkplayer-x86;com.mcxiaoke.ijk.media;ijkplayer-x86
com.mcxiaoke.ijk.media:ijkplayer-java;com.mcxiaoke.ijk.media;ijkplayer-java
com.mcxiaoke.ijk.media:ijkplayer-armv7a;com.mcxiaoke.ijk.media;ijkplayer-armv7a
com.mcxiaoke.ijk.media:ijkplayer-armv5;com.mcxiaoke.ijk.media;ijkplayer-armv5
com.mcxiaoke.ijk.media:ijkplayer-arm64;com.mcxiaoke.ijk.media;ijkplayer-arm64
com.github.alexarchambault:case-app_sjs0.6_2.12.0-M5;com.github.alexarchambault;case-app_sjs0.6_2.12.0-M5
com.github.alexarchambault:case-app_2.12.0-M5;com.github.alexarchambault;case-app_2.12.0-M5
com.github.alexarchambault:case-app-util_sjs0.6_2.12.0-M5;com.github.alexarchambault;case-app-util_sjs0.6_2.12.0-M5
com.github.alexarchambault:case-app-annotations_sjs0.6_2.12.0-M5;com.github.alexarchambault;case-app-annotations_sjs0.6_2.12.0-M5
com.github.alexarchambault:case-app-util_2.12.0-M5;com.github.alexarchambault;case-app-util_2.12.0-M5
com.github.alexarchambault:case-app-annotations_2.12.0-M5;com.github.alexarchambault;case-app-annotations_2.12.0-M5
com.rouesnel:typedsql-examples_2.11;com.rouesnel;typedsql-examples_2.11
com.rouesnel:typedsql-core_2.11;com.rouesnel;typedsql-core_2.11
com.rouesnel:typedsql-test_2.11;com.rouesnel;typedsql-test_2.11
com.rouesnel:typedsql-macro_2.11;com.rouesnel;typedsql-macro_2.11
com.rouesnel:typedsql-core-macros_2.11;com.rouesnel;typedsql-core-macros_2.11
com.auth0.android:lock-googleplus;com.auth0.android;lock-googleplus
io.malcolmgreaves:smo-fun_2.11;io.malcolmgreaves;smo-fun_2.11
jp.ne.opt:chronoscala_2.12.0-RC1;jp.ne.opt;chronoscala_2.12.0-RC1
io.ino:solrs_2.10;io.ino;solrs_2.10
com.instana:instana-javaagent;com.instana;instana-javaagent
com.fasterxml.jackson.module:jackson-module-scala_2.12.0-RC1;com.fasterxml.jackson.module;jackson-module-scala_2.12.0-RC1
org.webjars.npm:sleep;org.webjars.npm;sleep
com.jayway.android.robotium:robotium-solo;com.jayway.android.robotium;robotium-solo
com.jayway.android.robotium:robotium;com.jayway.android.robotium;robotium
org.webjars.npm:react-list-view;org.webjars.npm;react-list-view
de.wayofquality.blended.samples:blended.samples.reactor;de.wayofquality.blended.samples;blended.samples.reactor
de.wayofquality.blended.samples:blended.samples.spray.helloworld;de.wayofquality.blended.samples;blended.samples.spray.helloworld
de.wayofquality.blended.samples:blended.samples.jms;de.wayofquality.blended.samples;blended.samples.jms
de.wayofquality.blended.samples:blended.samples.camel;de.wayofquality.blended.samples;blended.samples.camel
com.github.nitishhhh3.dmi.customlib:maven-central-demo;com.github.nitishhhh3.dmi.customlib;maven-central-demo
org.opencb.cellbase:cellbase-mongodb;org.opencb.cellbase;cellbase-mongodb
org.opencb.cellbase:cellbase-grpc;org.opencb.cellbase;cellbase-grpc
cloud.orbit:orbit-mongodb;cloud.orbit;orbit-mongodb
com.uvic-cfar.swim:amxm-jaxb;com.uvic-cfar.swim;amxm-jaxb
com.uvic-cfar.swim:iwxxm-jaxb;com.uvic-cfar.swim;iwxxm-jaxb
com.uvic-cfar.swim:wxxm-jaxb;com.uvic-cfar.swim;wxxm-jaxb
com.uvic-cfar.swim:aixm-mxia-jaxb;com.uvic-cfar.swim;aixm-mxia-jaxb
com.uvic-cfar.swim:aixm-meta-jaxb;com.uvic-cfar.swim;aixm-meta-jaxb
com.uvic-cfar.swim:aixm-mid-jaxb;com.uvic-cfar.swim;aixm-mid-jaxb
com.uvic-cfar.swim:aixm-faa-jaxb;com.uvic-cfar.swim;aixm-faa-jaxb
com.uvic-cfar.swim:aixm-amdb-jaxb;com.uvic-cfar.swim;aixm-amdb-jaxb
com.uvic-cfar.swim:fixm-sesar-jaxb;com.uvic-cfar.swim;fixm-sesar-jaxb
com.uvic-cfar.swim:aixm-eur-jaxb;com.uvic-cfar.swim;aixm-eur-jaxb
com.googlecode.jatl:jatl;com.googlecode.jatl;jatl
com.github.paolorotolo:appintro;com.github.paolorotolo;appintro
com.google.closure:closure-maven-plugin;com.google.closure;closure-maven-plugin
com.google.closure:soy-juice;com.google.closure;soy-juice
com.google.closure:doclet;com.google.closure;doclet
com.google.closure:parent;com.google.closure;parent
org.bitbucket.eunjeon:seunjeon_2.10;org.bitbucket.eunjeon;seunjeon_2.10
com.rgi-corp.sqldroid:SQLDroid;com.rgi-corp.sqldroid;SQLDroid
org.cstamas.vertx.sisu:vertx-sisu-remote;org.cstamas.vertx.sisu;vertx-sisu-remote
org.cstamas.vertx.sisu:vertx-sisu-local;org.cstamas.vertx.sisu;vertx-sisu-local
org.cstamas.vertx.sisu:vertx-sisu-example;org.cstamas.vertx.sisu;vertx-sisu-example
org.cstamas.vertx.sisu:parent;org.cstamas.vertx.sisu;parent
org.webjars.bower:bootstrap-touchspin;org.webjars.bower;bootstrap-touchspin
com.yalantis:eqwaves;com.yalantis;eqwaves
cn.bestwu:ik-analyzers;cn.bestwu;ik-analyzers
org.webjars.npm:telldus;org.webjars.npm;telldus
me.chatgame.mobilecg:vcloud_opensdk_nopush;me.chatgame.mobilecg;vcloud_opensdk_nopush
com.github.kysnm:JsonPathCompiler;com.github.kysnm;JsonPathCompiler
org.webjars.npm:tellstick-control;org.webjars.npm;tellstick-control
me.chatgame.mobilecg:vcloud_uisdk_nopush;me.chatgame.mobilecg;vcloud_uisdk_nopush
com.nablarch.integration:nablarch-log4j-adaptor;com.nablarch.integration;nablarch-log4j-adaptor
org.arquillian.extension:arquillian-governor-ignore;org.arquillian.extension;arquillian-governor-ignore
org.arquillian.extension:arquillian-governor-redmine;org.arquillian.extension;arquillian-governor-redmine
org.arquillian.extension:arquillian-governor-github;org.arquillian.extension;arquillian-governor-github
org.arquillian.extension:arquillian-governor-skipper;org.arquillian.extension;arquillian-governor-skipper
org.arquillian.extension:arquillian-governor-jira;org.arquillian.extension;arquillian-governor-jira
org.arquillian.extension:arquillian-governor;org.arquillian.extension;arquillian-governor
org.arquillian.extension:arquillian-governor-api;org.arquillian.extension;arquillian-governor-api
org.arquillian.extension:arquillian-governor-spi;org.arquillian.extension;arquillian-governor-spi
org.arquillian.extension:arquillian-governor-parent;org.arquillian.extension;arquillian-governor-parent
com.github.mg0324:mgfinal;com.github.mg0324;mgfinal
com.nimbusds:infinispan-ldap-cache-store;com.nimbusds;infinispan-ldap-cache-store
org.webjars.npm:bootstrap-3-typeahead;org.webjars.npm;bootstrap-3-typeahead
org.scala-lang.modules:scala-partest_2.12.0-RC1-ceaf419;org.scala-lang.modules;scala-partest_2.12.0-RC1-ceaf419
org.scala-lang.modules:scala-swing_2.12.0-RC1-ceaf419;org.scala-lang.modules;scala-swing_2.12.0-RC1-ceaf419
org.scala-lang.modules:scala-parser-combinators_2.12.0-RC1-ceaf419;org.scala-lang.modules;scala-parser-combinators_2.12.0-RC1-ceaf419
org.scala-lang.modules:scala-xml_2.12.0-RC1-ceaf419;org.scala-lang.modules;scala-xml_2.12.0-RC1-ceaf419
com.iterable:iterableplayutils_2.10;com.iterable;iterableplayutils_2.10
com.biqasoft:microservice-communicator;com.biqasoft;microservice-communicator
de.julielab:jcore-cas2conll-consumer;de.julielab;jcore-cas2conll-consumer
net.di2e.ecdr.app:cdr-app;net.di2e.ecdr.app;cdr-app
net.di2e.ecdr:app;net.di2e.ecdr;app
net.di2e.ecdr.source:cdr-rest-source;net.di2e.ecdr.source;cdr-rest-source
net.di2e.ecdr:source;net.di2e.ecdr;source
net.di2e.ecdr.endpoint:cdr-rest-describe-endpoint;net.di2e.ecdr.endpoint;cdr-rest-describe-endpoint
net.di2e.ecdr.endpoint:cdr-rest-broker-endpoint;net.di2e.ecdr.endpoint;cdr-rest-broker-endpoint
net.di2e.ecdr.endpoint:cdr-rest-search-endpoint;net.di2e.ecdr.endpoint;cdr-rest-search-endpoint
net.di2e.ecdr.endpoint:cdr-endpoint-mappers;net.di2e.ecdr.endpoint;cdr-endpoint-mappers
net.di2e.ecdr:endpoint;net.di2e.ecdr;endpoint
net.di2e.ecdr.federation:cdr-federation-strategies;net.di2e.ecdr.federation;cdr-federation-strategies
net.di2e.ecdr:federation;net.di2e.ecdr;federation
net.di2e.ecdr.transformer:cdr-rss-result-xformer;net.di2e.ecdr.transformer;cdr-rss-result-xformer
net.di2e.ecdr.transformer:cdr-atom-result-xformer;net.di2e.ecdr.transformer;cdr-atom-result-xformer
net.di2e.ecdr.security:cdr-cors-filter;net.di2e.ecdr.security;cdr-cors-filter
net.di2e.ecdr:security;net.di2e.ecdr;security
net.di2e.ecdr.querylanguages:cdr-cql-querylanguage;net.di2e.ecdr.querylanguages;cdr-cql-querylanguage
net.di2e.ecdr.querylanguages:cdr-keyword-querylanguage;net.di2e.ecdr.querylanguages;cdr-keyword-querylanguage
net.di2e.ecdr:querylanguages;net.di2e.ecdr;querylanguages
net.di2e.ecdr.libs:cdr-libs-result-relevance-normalizer;net.di2e.ecdr.libs;cdr-libs-result-relevance-normalizer
net.di2e.ecdr.libs:cdr-rest-search-commons;net.di2e.ecdr.libs;cdr-rest-search-commons
net.di2e.ecdr.transformer:cdr-transformer-mapper;net.di2e.ecdr.transformer;cdr-transformer-mapper
net.di2e.ecdr:transformer;net.di2e.ecdr;transformer
net.di2e.ecdr.libs:cdr-libs-cache;net.di2e.ecdr.libs;cdr-libs-cache
net.di2e.ecdr.libs:cdr-libs-jaxb-describe;net.di2e.ecdr.libs;cdr-libs-jaxb-describe
