com.github.gfx.ribbonizer:plugin;com.github.gfx.ribbonizer;plugin
net.liftmodules:fobo-google-code-prettify-res_2.6_2.11;net.liftmodules;fobo-google-code-prettify-res_2.6_2.11
net.liftmodules:fobo-api_2.6_2.11;net.liftmodules;fobo-api_2.6_2.11
net.liftmodules:fobo-kineticjs-res_2.6_2.11;net.liftmodules;fobo-kineticjs-res_2.6_2.11
net.liftmodules:fobo-twitter-bootstrap-res_2.6_2.11;net.liftmodules;fobo-twitter-bootstrap-res_2.6_2.11
net.liftmodules:fobo-pace-res_2.6_2.11;net.liftmodules;fobo-pace-res_2.6_2.11
net.liftmodules:fobo-angularjs-api_2.6_2.11;net.liftmodules;fobo-angularjs-api_2.6_2.11
net.liftmodules:fobo-highlightjs-api_2.6_2.11;net.liftmodules;fobo-highlightjs-api_2.6_2.11
net.liftmodules:fobo-highlightjs_3.0_2.11;net.liftmodules;fobo-highlightjs_3.0_2.11
net.liftmodules:fobo-angularjs_3.0_2.11;net.liftmodules;fobo-angularjs_3.0_2.11
net.liftmodules:fobo_3.0_2.11;net.liftmodules;fobo_3.0_2.11
net.liftmodules:fobo-google-code-prettify_3.0_2.11;net.liftmodules;fobo-google-code-prettify_3.0_2.11
net.liftmodules:fobo-font-awesome_3.0_2.11;net.liftmodules;fobo-font-awesome_3.0_2.11
net.liftmodules:fobo-jquery_3.0_2.11;net.liftmodules;fobo-jquery_3.0_2.11
net.liftmodules:fobo-twitter-bootstrap_3.0_2.11;net.liftmodules;fobo-twitter-bootstrap_3.0_2.11
net.liftmodules:fobo-kineticjs_3.0_2.11;net.liftmodules;fobo-kineticjs_3.0_2.11
net.liftmodules:fobo-twbs-bootstrap3_3.0_2.11;net.liftmodules;fobo-twbs-bootstrap3_3.0_2.11
net.liftmodules:fobo-pace_3.0_2.11;net.liftmodules;fobo-pace_3.0_2.11
net.liftmodules:fobo-font-awesome-res_3.0_2.11;net.liftmodules;fobo-font-awesome-res_3.0_2.11
net.liftmodules:fobo-twbs-bootstrap3-res_3.0_2.11;net.liftmodules;fobo-twbs-bootstrap3-res_3.0_2.11
net.liftmodules:fobo-pace-res_3.0_2.11;net.liftmodules;fobo-pace-res_3.0_2.11
net.liftmodules:fobo-twitter-bootstrap-api_3.0_2.11;net.liftmodules;fobo-twitter-bootstrap-api_3.0_2.11
net.liftmodules:fobo-angularjs-api_3.0_2.11;net.liftmodules;fobo-angularjs-api_3.0_2.11
net.liftmodules:fobo-twbs-bootstrap3-api_3.0_2.11;net.liftmodules;fobo-twbs-bootstrap3-api_3.0_2.11
net.liftmodules:fobo-angularjs-res_3.0_2.11;net.liftmodules;fobo-angularjs-res_3.0_2.11
com.geirsson:scalafmt-macros_2.11;com.geirsson;scalafmt-macros_2.11
net.liftmodules:fobo-google-code-prettify-res_3.0_2.11;net.liftmodules;fobo-google-code-prettify-res_3.0_2.11
net.liftmodules:fobo-api_3.0_2.11;net.liftmodules;fobo-api_3.0_2.11
net.liftmodules:fobo-jquery-res_3.0_2.11;net.liftmodules;fobo-jquery-res_3.0_2.11
net.liftmodules:fobo-jquery-api_3.0_2.11;net.liftmodules;fobo-jquery-api_3.0_2.11
net.liftmodules:fobo-twitter-bootstrap-res_3.0_2.11;net.liftmodules;fobo-twitter-bootstrap-res_3.0_2.11
net.liftmodules:fobo-kineticjs-res_3.0_2.11;net.liftmodules;fobo-kineticjs-res_3.0_2.11
net.liftmodules:fobo-highlightjs-res_3.0_2.11;net.liftmodules;fobo-highlightjs-res_3.0_2.11
net.liftmodules:fobo-highlightjs-api_3.0_2.11;net.liftmodules;fobo-highlightjs-api_3.0_2.11
org.hawkular.alerts:hawkular-alerts-actions-webhook-global-standalone;org.hawkular.alerts;hawkular-alerts-actions-webhook-global-standalone
org.hawkular.alerts:hawkular-alerts-actions-webhook-global-metrics;org.hawkular.alerts;hawkular-alerts-actions-webhook-global-metrics
org.hawkular.alerts:hawkular-alerts-actions-webhook-global-plugin;org.hawkular.alerts;hawkular-alerts-actions-webhook-global-plugin
org.hawkular.alerts:hawkular-alerts-actions-webhook-global;org.hawkular.alerts;hawkular-alerts-actions-webhook-global
org.hawkular.alerts:hawkular-alerter-metrics;org.hawkular.alerts;hawkular-alerter-metrics
org.clapper:grizzled-slf4j_2.12.0-RC1;org.clapper;grizzled-slf4j_2.12.0-RC1
com.monits:findbugs-plugin;com.monits;findbugs-plugin
net.engio:lab;net.engio;lab
com.buschmais.x2j.nocomment:nocomment-plugin;com.buschmais.x2j.nocomment;nocomment-plugin
com.github.kennedyoliveira:hystrix-vertx-metrics-stream;com.github.kennedyoliveira;hystrix-vertx-metrics-stream
net.engio:pips;net.engio;pips
com.github.afpdev:alpheusafpparser;com.github.afpdev;alpheusafpparser
com.anrisoftware.simplerest:simplerest-owncloud-ocs;com.anrisoftware.simplerest;simplerest-owncloud-ocs
com.anrisoftware.simplerest:simplerest-oanda-rest;com.anrisoftware.simplerest;simplerest-oanda-rest
com.anrisoftware.simplerest:simplerest-core;com.anrisoftware.simplerest;simplerest-core
com.anrisoftware.simplerest:simplerest-parent;com.anrisoftware.simplerest;simplerest-parent
org.webjars.npm:github-com-frapontillo-angular-bootstrap-switch;org.webjars.npm;github-com-frapontillo-angular-bootstrap-switch
com.github.invictum:unified-test-core;com.github.invictum;unified-test-core
org.webjars.bower:ui-grid;org.webjars.bower;ui-grid
org.wildfly.swarm:cdi-ext;org.wildfly.swarm;cdi-ext
org.wildfly.swarm:undertow-js;org.wildfly.swarm;undertow-js
com.gojuno.hexgrid:hexgrid-java;com.gojuno.hexgrid;hexgrid-java
com.gojuno.hexgridgeo:hexgridgeo-java;com.gojuno.hexgridgeo;hexgridgeo-java
com.gojuno.morton:morton-java;com.gojuno.morton;morton-java
io.brooklyn.clocker:kubernetes;io.brooklyn.clocker;kubernetes
io.brooklyn.clocker:swarm;io.brooklyn.clocker;swarm
io.brooklyn.clocker:common;io.brooklyn.clocker;common
io.brooklyn.clocker:clocker-parent;io.brooklyn.clocker;clocker-parent
io.fabric8:fabric8-maven-enricher-debug;io.fabric8;fabric8-maven-enricher-debug
io.fabric8:fabric8-maven-enricher-expose;io.fabric8;fabric8-maven-enricher-expose
info.hupel.fork.com.vast.sbt:sbt-slf4j-1555225206;info.hupel.fork.com.vast.sbt;sbt-slf4j
org.oxerr:spring-security-wechat-core;org.oxerr;spring-security-wechat-core
org.oxerr:spring-security-wechat-samples;org.oxerr;spring-security-wechat-samples
org.oxerr:spring-security-wechat-samples-helloworld;org.oxerr;spring-security-wechat-samples-helloworld
org.oxerr:spring-security-wechat-web;org.oxerr;spring-security-wechat-web
org.oxerr:spring-security-wechat;org.oxerr;spring-security-wechat
org.oxerr:spring-security-wechat-config;org.oxerr;spring-security-wechat-config
com.tascape:reactor-demo;com.tascape;reactor-demo
com.tascape:reactor-demo-ios;com.tascape;reactor-demo-ios
com.tascape:reactor-demo-webservice;com.tascape;reactor-demo-webservice
com.tascape:reactor-demo-android;com.tascape;reactor-demo-android
com.tascape:reactor-demo-webui;com.tascape;reactor-demo-webui
info.hupel:slf4j-impl-helper_2.10;info.hupel;slf4j-impl-helper_2.10
org.agmip.translators.acmo:acmo-apsim;org.agmip.translators.acmo;acmo-apsim
io.github.hengyunabc.xdiamond:xdiamond-server;io.github.hengyunabc.xdiamond;xdiamond-server
io.github.hengyunabc.xdiamond:xdiamond-client;io.github.hengyunabc.xdiamond;xdiamond-client
io.github.hengyunabc.xdiamond:xdiamond-common;io.github.hengyunabc.xdiamond;xdiamond-common
io.github.hengyunabc.xdiamond:xdiamond-rootpom;io.github.hengyunabc.xdiamond;xdiamond-rootpom
com.github.invictum:unified-test-junit;com.github.invictum;unified-test-junit
org.agmip.translators.acmo:acmo-dssat;org.agmip.translators.acmo;acmo-dssat
org.symphonyoss.symphony:symphony-client-examples;org.symphonyoss.symphony;symphony-client-examples
org.webjars.bower:datatables.net-fixedheader-dt;org.webjars.bower;datatables.net-fixedheader-dt
com.martiansoftware:hope-and-doubt;com.martiansoftware;hope-and-doubt
com.github.v-ladynev:fluent-hibernate-core;com.github.v-ladynev;fluent-hibernate-core
org.linguafranca.pwdb:keepassjava2;org.linguafranca.pwdb;keepassjava2
io.github.pityka:intervaltree_sjs0.6_2.11;io.github.pityka;intervaltree_sjs0.6_2.11
io.github.pityka:intervaltree_2.11;io.github.pityka;intervaltree_2.11
io.github.pityka:pariterator_2.11;io.github.pityka;pariterator_2.11
com.github.florianingerl:regex;com.github.florianingerl;regex
com.bartoszlipinski.intdefs:intdefs-v14;com.bartoszlipinski.intdefs;intdefs-v14
com.bartoszlipinski.intdefs:intdefs-v23;com.bartoszlipinski.intdefs;intdefs-v23
com.bartoszlipinski.intdefs:intdefs-v9;com.bartoszlipinski.intdefs;intdefs-v9
io.github.olivierlemasle.maven:plaintext-maven-plugin;io.github.olivierlemasle.maven;plaintext-maven-plugin
io.strati:strati-functional;io.strati;strati-functional
com.github.sakserv:property-parser;com.github.sakserv;property-parser
ch.megard:akka-http-cors_2.12.0-RC1;ch.megard;akka-http-cors_2.12.0-RC1
uk.ac.shef.dcs:sti-main;uk.ac.shef.dcs;sti-main
uk.ac.shef.dcs:sti-kbsearch;uk.ac.shef.dcs;sti-kbsearch
uk.ac.shef.dcs:sti-jar-builder;uk.ac.shef.dcs;sti-jar-builder
uk.ac.shef.dcs:sti-any23;uk.ac.shef.dcs;sti-any23
uk.ac.shef.dcs:sti;uk.ac.shef.dcs;sti
uk.ac.shef.dcs:sti-websearch;uk.ac.shef.dcs;sti-websearch
uk.ac.shef.dcs:sti-common-util;uk.ac.shef.dcs;sti-common-util
org.webjars.bower:boot;org.webjars.bower;boot
org.rnorth.dropwizard:dropwizard-markdown-assets-bundle;org.rnorth.dropwizard;dropwizard-markdown-assets-bundle
com.hynnet:hynnet-tools;com.hynnet;hynnet-tools
com.kennycason:soroban;com.kennycason;soroban
com.rtstatistics:web-mconsole;com.rtstatistics;web-mconsole
org.jresearch:org.jresearch.pom;org.jresearch;org.jresearch.pom
org.campagnelab.ext:jsap;org.campagnelab.ext;jsap
com.mikesamuel:html-autoescaper;com.mikesamuel;html-autoescaper
com.github.zerkseez:jdbc-wrappers;com.github.zerkseez;jdbc-wrappers
org.squeryl:squeryl_2.12.0-RC1;org.squeryl;squeryl_2.12.0-RC1
com.erigir:giggle;com.erigir;giggle
mobi.boilr.libdynticker:libdynticker;mobi.boilr.libdynticker;libdynticker
org.webjars.npm:react-geomicons;org.webjars.npm;react-geomicons
com.github.spockz:sbt-maven-plugin-1555225206;com.github.spockz;sbt-maven-plugin
io.github.mapstream:mapstream;io.github.mapstream;mapstream
de.sciss:audiowidgets_2.11;de.sciss;audiowidgets_2.11
io.fabric8.zipkin:zipkin-collector;io.fabric8.zipkin;zipkin-collector
io.fabric8.zipkin:zipkin-query;io.fabric8.zipkin;zipkin-query
com.github.sps.metrics:metrics-opentsdb;com.github.sps.metrics;metrics-opentsdb
be.yildiz-games:bom-swt;be.yildiz-games;bom-swt
be.yildiz-games:bom-scripting;be.yildiz-games;bom-scripting
be.yildiz-games:bom-netty;be.yildiz-games;bom-netty
be.yildiz-games:bom-connectorj;be.yildiz-games;bom-connectorj
io.github.java-graphics:openvr;io.github.java-graphics;openvr
org.kie.remote:kie-remote;org.kie.remote;kie-remote
org.kie.remote:kie-remote-jaxb;org.kie.remote;kie-remote-jaxb
org.kie.remote:kie-remote-services;org.kie.remote;kie-remote-services
org.kie.remote:kie-remote-rest-api;org.kie.remote;kie-remote-rest-api
org.kie.remote:kie-remote-client;org.kie.remote;kie-remote-client
org.kie.remote:kie-remote-common;org.kie.remote;kie-remote-common
org.kie.remote:kie-remote-jaxb-gen;org.kie.remote;kie-remote-jaxb-gen
org.kie.remote.ws:kie-remote-ws-common;org.kie.remote.ws;kie-remote-ws-common
org.kie.remote.ws:kie-remote-ws-impl;org.kie.remote.ws;kie-remote-ws-impl
org.kie.remote.ws:kie-remote-ws-wsdl;org.kie.remote.ws;kie-remote-ws-wsdl
org.kie.remote.ws:kie-remote-ws;org.kie.remote.ws;kie-remote-ws
org.kie.workbench.forms:kie-wb-common-forms-common-widgets;org.kie.workbench.forms;kie-wb-common-forms-common-widgets
org.drools:drools-simulator;org.drools;drools-simulator
org.jbpm:jbpm-form-modeler-form-provider;org.jbpm;jbpm-form-modeler-form-provider
org.jbpm:jbpm-console-ng-human-tasks-admin;org.jbpm;jbpm-console-ng-human-tasks-admin
org.jbpm:jbpm-console-ng-process-runtime-admin;org.jbpm;jbpm-console-ng-process-runtime-admin
org.jbpm:jbpm-console-ng-human-tasks-admin-api;org.jbpm;jbpm-console-ng-human-tasks-admin-api
org.jbpm:jbpm-console-ng-process-runtime-admin-api;org.jbpm;jbpm-console-ng-process-runtime-admin-api
org.jbpm:jbpm-console-ng-process-runtime-admin-backend;org.jbpm;jbpm-console-ng-process-runtime-admin-backend
org.jbpm:jbpm-console-ng-process-runtime-admin-client;org.jbpm;jbpm-console-ng-process-runtime-admin-client
org.jbpm:jbpm-console-ng-human-tasks-admin-backend;org.jbpm;jbpm-console-ng-human-tasks-admin-backend
org.jbpm:jbpm-console-ng-human-tasks-admin-client;org.jbpm;jbpm-console-ng-human-tasks-admin-client
org.optaplanner:optaplanner-wb-es-docs;org.optaplanner;optaplanner-wb-es-docs
com.github.karasiq:webm-tv_2.11;com.github.karasiq;webm-tv_2.11
org.wvlet:wvlet-log_2.12.0-RC1;org.wvlet;wvlet-log_2.12.0-RC1
org.wvlet:wvlet-log_2.12.0-M5;org.wvlet;wvlet-log_2.12.0-M5
org.oblivion-cache:mercury-java-client;org.oblivion-cache;mercury-java-client
io.malcolmgreaves:s-util-std_2.11;io.malcolmgreaves;s-util-std_2.11
io.malcolmgreaves:s-util-fp_2.11;io.malcolmgreaves;s-util-fp_2.11
io.verizon.ark:example_2.10;io.verizon.ark;example_2.10
io.verizon.ark:core_2.10;io.verizon.ark;core_2.10
br.com.objectos:metainf;br.com.objectos;metainf
br.com.objectos:metainf-annotations;br.com.objectos;metainf-annotations
br.com.objectos:metainf-compiler;br.com.objectos;metainf-compiler
org.jomc:jomc-modlet;org.jomc;jomc-modlet
org.webjars.bower:github-com-hansottowirtz-simplemde-angular;org.webjars.bower;github-com-hansottowirtz-simplemde-angular
com.typesafe.akka:akka-cluster-sharding_2.12.0-RC1;com.typesafe.akka;akka-cluster-sharding_2.12.0-RC1
com.typesafe.akka:akka-cluster-metrics_2.12.0-RC1;com.typesafe.akka;akka-cluster-metrics_2.12.0-RC1
com.typesafe.akka:akka-distributed-data-experimental_2.12.0-RC1;com.typesafe.akka;akka-distributed-data-experimental_2.12.0-RC1
com.typesafe.akka:akka-cluster-tools_2.12.0-RC1;com.typesafe.akka;akka-cluster-tools_2.12.0-RC1
com.typesafe.akka:akka-contrib_2.12.0-RC1;com.typesafe.akka;akka-contrib_2.12.0-RC1
com.typesafe.akka:akka-cluster_2.12.0-RC1;com.typesafe.akka;akka-cluster_2.12.0-RC1
com.typesafe.akka:akka-http-xml-experimental_2.12.0-RC1;com.typesafe.akka;akka-http-xml-experimental_2.12.0-RC1
com.typesafe.akka:akka-http-testkit_2.12.0-RC1;com.typesafe.akka;akka-http-testkit_2.12.0-RC1
com.typesafe.akka:akka-http-jackson-experimental_2.12.0-RC1;com.typesafe.akka;akka-http-jackson-experimental_2.12.0-RC1
com.typesafe.akka:akka-http-spray-json-experimental_2.12.0-RC1;com.typesafe.akka;akka-http-spray-json-experimental_2.12.0-RC1
com.typesafe.akka:akka-multi-node-testkit_2.12.0-RC1;com.typesafe.akka;akka-multi-node-testkit_2.12.0-RC1
com.typesafe.akka:akka-http-experimental_2.12.0-RC1;com.typesafe.akka;akka-http-experimental_2.12.0-RC1
com.typesafe.akka:akka-persistence-query-experimental_2.12.0-RC1;com.typesafe.akka;akka-persistence-query-experimental_2.12.0-RC1
com.typesafe.akka:akka-http-core_2.12.0-RC1;com.typesafe.akka;akka-http-core_2.12.0-RC1
com.typesafe.akka:akka-persistence-tck_2.12.0-RC1;com.typesafe.akka;akka-persistence-tck_2.12.0-RC1
com.typesafe.akka:akka-camel_2.12.0-RC1;com.typesafe.akka;akka-camel_2.12.0-RC1
com.typesafe.akka:akka-stream-testkit_2.12.0-RC1;com.typesafe.akka;akka-stream-testkit_2.12.0-RC1
com.typesafe.akka:akka-kernel_2.12.0-RC1;com.typesafe.akka;akka-kernel_2.12.0-RC1
com.typesafe.akka:akka-typed-experimental_2.12.0-RC1;com.typesafe.akka;akka-typed-experimental_2.12.0-RC1
com.typesafe.akka:akka-slf4j_2.12.0-RC1;com.typesafe.akka;akka-slf4j_2.12.0-RC1
com.typesafe.akka:akka-persistence_2.12.0-RC1;com.typesafe.akka;akka-persistence_2.12.0-RC1
com.typesafe.akka:akka-osgi_2.12.0-RC1;com.typesafe.akka;akka-osgi_2.12.0-RC1
com.typesafe.akka:akka-stream_2.12.0-RC1;com.typesafe.akka;akka-stream_2.12.0-RC1
com.typesafe.akka:akka-testkit_2.12.0-RC1;com.typesafe.akka;akka-testkit_2.12.0-RC1
com.typesafe.akka:akka-protobuf_2.12.0-RC1;com.typesafe.akka;akka-protobuf_2.12.0-RC1
com.typesafe.akka:akka-parsing_2.12.0-RC1;com.typesafe.akka;akka-parsing_2.12.0-RC1
com.typesafe.akka:akka-actor_2.12.0-RC1;com.typesafe.akka;akka-actor_2.12.0-RC1
org.webjars.npm:github-com-indrimuska-angular-counter;org.webjars.npm;github-com-indrimuska-angular-counter
org.webjars.bower:github-com-indrimuska-angular-counter;org.webjars.bower;github-com-indrimuska-angular-counter
de.dentrassi.iot:de.dentrassi.iot.w1.camel.kura;de.dentrassi.iot;de.dentrassi.iot.w1.camel.kura
de.dentrassi.iot:de.dentrassi.iot.w1.camel;de.dentrassi.iot;de.dentrassi.iot.w1.camel
de.dentrassi.iot:de.dentrassi.iot.w1;de.dentrassi.iot;de.dentrassi.iot.w1
de.dentrassi.iot:de.dentrassi.iot.opentsdb.collector.camel;de.dentrassi.iot;de.dentrassi.iot.opentsdb.collector.camel
de.dentrassi.iot:de.dentrassi.iot.opentsdb.collector.http;de.dentrassi.iot;de.dentrassi.iot.opentsdb.collector.http
de.dentrassi.iot:de.dentrassi.iot.opentsdb.collector;de.dentrassi.iot;de.dentrassi.iot.opentsdb.collector
de.dentrassi.iot:de.dentrassi.iot.neoscada.camel;de.dentrassi.iot;de.dentrassi.iot.neoscada.camel
de.dentrassi.iot:de.dentrassi.iot;de.dentrassi.iot;de.dentrassi.iot
pl.mietkins:ivory-config_2.11;pl.mietkins;ivory-config_2.11
org.springframework.cloud:spring-cloud-starter-dataflow-server-kubernetes;org.springframework.cloud;spring-cloud-starter-dataflow-server-kubernetes
com.github.shumy:rts-core;com.github.shumy;rts-core
com.github.shumy:rts-ws-client;com.github.shumy;rts-ws-client
com.github.shumy:rts-vertx-server;com.github.shumy;rts-vertx-server
com.github.shumy:rts-service-utils;com.github.shumy;rts-service-utils
com.github.shumy:rts-plugin-service;com.github.shumy;rts-plugin-service
com.github.shumy:rts-plugin;com.github.shumy;rts-plugin
com.github.shumy:rts-plugin-config;com.github.shumy;rts-plugin-config
com.github.shumy:rts-data;com.github.shumy;rts-data
com.github.shumy:rts-pipeline;com.github.shumy;rts-pipeline
com.github.shumy:rts-async;com.github.shumy;rts-async
me.niccolomattei.api:telegram;me.niccolomattei.api;telegram
com.stripe:brushfire-scalding_2.10;com.stripe;brushfire-scalding_2.10
com.stripe:brushfire-training_2.10;com.stripe;brushfire-training_2.10
com.stripe:brushfire-tree_2.10;com.stripe;brushfire-tree_2.10
com.stripe:brushfire-serialization_2.10;com.stripe;brushfire-serialization_2.10
in.mayurshah:excel_parser;in.mayurshah;excel_parser
org.kevoree.mwg.plugins:mavenplugin;org.kevoree.mwg.plugins;mavenplugin
com.google.security:fences-maven-enforcer-rule;com.google.security;fences-maven-enforcer-rule
com.google.security:fences-common;com.google.security;fences-common
com.google.security:fences;com.google.security;fences
net.sf.esfinge:querybuilder-jdbc;net.sf.esfinge;querybuilder-jdbc
net.sf.esfinge:querybuilder-core;net.sf.esfinge;querybuilder-core
io.spray:spray-testkit_2.11;io.spray;spray-testkit_2.11
io.spray:spray-routing_2.11;io.spray;spray-routing_2.11
io.spray:spray-client_2.11;io.spray;spray-client_2.11
io.spray:spray-can_2.11;io.spray;spray-can_2.11
io.spray:spray-routing-shapeless23_2.11;io.spray;spray-routing-shapeless23_2.11
io.spray:spray-http_2.11;io.spray;spray-http_2.11
io.spray:spray-httpx_2.11;io.spray;spray-httpx_2.11
io.spray:spray-io_2.11;io.spray;spray-io_2.11
io.spray:spray-caching_2.11;io.spray;spray-caching_2.11
io.spray:spray-servlet_2.11;io.spray;spray-servlet_2.11
io.spray:spray-util_2.11;io.spray;spray-util_2.11
ae.teletronics.nlp:entityextraction;ae.teletronics.nlp;entityextraction
com.github.lchli:AndroidApkFlavorMaker;com.github.lchli;AndroidApkFlavorMaker
org.zalando.nakadi.client:nakadi-klients-play-json_2.11;org.zalando.nakadi.client;nakadi-klients-play-json_2.11
de.dentrassi.kura.amqp:de.dentrassi.kura.apache.qpid.jms.client;de.dentrassi.kura.amqp;de.dentrassi.kura.apache.qpid.jms.client
org.wallerlab:yoink;org.wallerlab;yoink
be.olsson:i18n-subdivisions;be.olsson;i18n-subdivisions
org.webjars.bower:angular-visjs;org.webjars.bower;angular-visjs
com.viae-it.maven:sonar-maven-plugin;com.viae-it.maven;sonar-maven-plugin
com.github.cbismuth:fdupes-java;com.github.cbismuth;fdupes-java
com.typesafe.akka:akka-http-core-experimental_2.11;com.typesafe.akka;akka-http-core-experimental_2.11
com.typesafe.akka:akka-stream-testkit-experimental_2.11;com.typesafe.akka;akka-stream-testkit-experimental_2.11
com.typesafe.akka:akka-stream-tests-experimental_2.11;com.typesafe.akka;akka-stream-tests-experimental_2.11
com.typesafe.akka:akka-stream-tck-experimental_2.11;com.typesafe.akka;akka-stream-tck-experimental_2.11
com.typesafe.akka:akka-parsing-experimental_2.11;com.typesafe.akka;akka-parsing-experimental_2.11
com.typesafe.akka:akka-stream-experimental_2.11;com.typesafe.akka;akka-stream-experimental_2.11
com.typesafe.akka:akka-http-xml-experimental_2.10;com.typesafe.akka;akka-http-xml-experimental_2.10
com.typesafe.akka:akka-http-jackson-experimental_2.10;com.typesafe.akka;akka-http-jackson-experimental_2.10
com.typesafe.akka:akka-http-testkit-experimental_2.10;com.typesafe.akka;akka-http-testkit-experimental_2.10
com.typesafe.akka:akka-http-spray-json-experimental_2.10;com.typesafe.akka;akka-http-spray-json-experimental_2.10
com.typesafe.akka:akka-http-experimental_2.10;com.typesafe.akka;akka-http-experimental_2.10
com.typesafe.akka:akka-http-core-experimental_2.10;com.typesafe.akka;akka-http-core-experimental_2.10
com.typesafe.akka:akka-stream-testkit-experimental_2.10;com.typesafe.akka;akka-stream-testkit-experimental_2.10
com.typesafe.akka:akka-stream-tests-experimental_2.10;com.typesafe.akka;akka-stream-tests-experimental_2.10
com.typesafe.akka:akka-stream-tck-experimental_2.10;com.typesafe.akka;akka-stream-tck-experimental_2.10
com.typesafe.akka:akka-stream-experimental_2.10;com.typesafe.akka;akka-stream-experimental_2.10
com.typesafe.akka:akka-parsing-experimental_2.10;com.typesafe.akka;akka-parsing-experimental_2.10
org.webjars.bower:github-com-fkammer-ng-eternicode-datepicker;org.webjars.bower;github-com-fkammer-ng-eternicode-datepicker
com.bwsw:sj-stub-regular-streaming_2.11;com.bwsw;sj-stub-regular-streaming_2.11
com.bwsw:sj-regular-streaming-engine_2.11;com.bwsw;sj-regular-streaming-engine_2.11
com.bwsw:sj-stub-input-streaming_2.11;com.bwsw;sj-stub-input-streaming_2.11
com.bwsw:sj-windowed-streaming-engine_2.11;com.bwsw;sj-windowed-streaming-engine_2.11
com.bwsw:sj-performance-metrics-output-es_2.11;com.bwsw;sj-performance-metrics-output-es_2.11
com.bwsw:sj-output-streaming-engine_2.11;com.bwsw;sj-output-streaming-engine_2.11
com.bwsw:sj-stub-output_2.11;com.bwsw;sj-stub-output_2.11
com.bwsw:sj-sflow-process_2.11;com.bwsw;sj-sflow-process_2.11
com.bwsw:sj-common_2.11;com.bwsw;sj-common_2.11
com.bwsw:sj-sflow-output_2.11;com.bwsw;sj-sflow-output_2.11
com.bwsw:sj-input-streaming-engine_2.11;com.bwsw;sj-input-streaming-engine_2.11
com.bwsw:sj-transaction-generator_2.11;com.bwsw;sj-transaction-generator_2.11
com.bwsw:sj-engine-core_2.11;com.bwsw;sj-engine-core_2.11
com.bwsw:sj-crud-rest_2.11;com.bwsw;sj-crud-rest_2.11
com.bwsw:sj-mesos-framework_2.11;com.bwsw;sj-mesos-framework_2.11
com.github.pires:obd-java-api;com.github.pires;obd-java-api
org.webjars.bower:jqurey;org.webjars.bower;jqurey
org.wso2.carbon.extension.analytics.receiver:org.wso2.carbon.extension.analytics.receiver.feature;org.wso2.carbon.extension.analytics.receiver;org.wso2.carbon.extension.analytics.receiver.feature
org.wso2.carbon.extension.analytics.receiver:org.wso2.carbon.extension.analytics.receiver.rabbitmq;org.wso2.carbon.extension.analytics.receiver;org.wso2.carbon.extension.analytics.receiver.rabbitmq
org.wso2.carbon.extension.analytics.receiver:org.wso2.carbon.extension.analytics.receiver;org.wso2.carbon.extension.analytics.receiver;org.wso2.carbon.extension.analytics.receiver
org.webjars.bower:github-com-vuejs-vue;org.webjars.bower;github-com-vuejs-vue
org.wso2.carbon.extension.analytics:org.wso2.carbon.extension.analytics.publisher.file.server.feature;org.wso2.carbon.extension.analytics;org.wso2.carbon.extension.analytics.publisher.file.server.feature
org.wso2.carbon.extension.analytics:org.wso2.carbon.extension.analytics.publisher.file;org.wso2.carbon.extension.analytics;org.wso2.carbon.extension.analytics.publisher.file
org.wso2.carbon.extension.analytics:analytics-publisher-file;org.wso2.carbon.extension.analytics;analytics-publisher-file
com.ecfront:ez-parent;com.ecfront;ez-parent
ch.rasc:forcastio;ch.rasc;forcastio
org.jekh.appenders:redis-appender-jboss;org.jekh.appenders;redis-appender-jboss
org.jekh.appenders:redis-appender;org.jekh.appenders;redis-appender
org.jekh.appenders:redis-appender-log4j;org.jekh.appenders;redis-appender-log4j
org.jekh.appenders:redis-appender-core;org.jekh.appenders;redis-appender-core
org.jekh.appenders:redis-appender-jul;org.jekh.appenders;redis-appender-jul
org.jekh.appenders:redis-appender-logback;org.jekh.appenders;redis-appender-logback
com.github.easyjsonapi:easyJsonApi;com.github.easyjsonapi;easyJsonApi
com.github.rshift:vercmp;com.github.rshift;vercmp
ru.sadv1r.vk:vk-parser;ru.sadv1r.vk;vk-parser
org.jboss.errai:cordova-maven-plugin;org.jboss.errai;cordova-maven-plugin
br.com.objectos:io;br.com.objectos;io
br.com.objectos:io-fs;br.com.objectos;io-fs
br.com.objectos:io-api;br.com.objectos;io-api
br.com.objectos:io-cl;br.com.objectos;io-cl
br.com.objectos:io-net;br.com.objectos;io-net
com.solidfire.code.gson:gson;com.solidfire.code.gson;gson
com.solidfire.code.gson:gson-parent;com.solidfire.code.gson;gson-parent
ch.awae:mcddpui;ch.awae;mcddpui
ch.awae:forcedInit;ch.awae;forcedInit
io.fabric8.apps:fabric8-console;io.fabric8.apps;fabric8-console
io.fabric8.apps:console-kubernetes;io.fabric8.apps;console-kubernetes
io.fabric8.apps:console;io.fabric8.apps;console
com.zhouzhipeng:java-toolkit;com.zhouzhipeng;java-toolkit
com.brinkus.labs:neo4j-health-check-plugin;com.brinkus.labs;neo4j-health-check-plugin
io.jstack:sendcloud4j;io.jstack;sendcloud4j
org.webjars:social-share-kit;org.webjars;social-share-kit
org.apache.unomi:unomi-persistence-elasticsearch-plugins-security;org.apache.unomi;unomi-persistence-elasticsearch-plugins-security
