org.neo4j:parent-central;org.neo4j;parent-central
com.sonyericsson.hudson.plugins.gerrit:build-config;com.sonyericsson.hudson.plugins.gerrit;build-config
org.sonatype.nexus.plugins:nexus-crowd-plugin;org.sonatype.nexus.plugins;nexus-crowd-plugin
com.google.code.typica:typica;com.google.code.typica;typica
org.jvnet.hudson.plugins:violations;org.jvnet.hudson.plugins;violations
org.sonatype.plugins:munge-maven-plugin;org.sonatype.plugins;munge-maven-plugin
org.codehaus.mojo:tomcat-maven-plugin;org.codehaus.mojo;tomcat-maven-plugin
com.enigmastation:ci-bayes;com.enigmastation;ci-bayes
com.vii.brillien:slf4Brillien;com.vii.brillien;slf4Brillien
com.vii.brillien:core;com.vii.brillien;core
com.vii.brillien:streamline;com.vii.brillien;streamline
org.fusesource.maven.doxia:doxia-linkcheck;org.fusesource.maven.doxia;doxia-linkcheck
org.fusesource.maven.doxia:doxia-converter;org.fusesource.maven.doxia;doxia-converter
org.fusesource.maven.doxia:doxia-tools;org.fusesource.maven.doxia;doxia-tools
org.jvnet.hudson.plugins:maven-dependency-update-trigger;org.jvnet.hudson.plugins;maven-dependency-update-trigger
net.databinder:unfiltered-web-toolkit_2.8.1.RC2;net.databinder;unfiltered-web-toolkit_2.8.1.RC2
net.databinder:unfiltered-jetty-ajp_2.8.1.RC2;net.databinder;unfiltered-jetty-ajp_2.8.1.RC2
net.databinder:unfiltered-spec_2.8.1.RC2;net.databinder;unfiltered-spec_2.8.1.RC2
net.databinder:unfiltered-uploads_2.8.1.RC2;net.databinder;unfiltered-uploads_2.8.1.RC2
net.databinder:unfiltered-json_2.8.1.RC2;net.databinder;unfiltered-json_2.8.1.RC2
net.databinder:unfiltered-netty_2.8.1.RC2;net.databinder;unfiltered-netty_2.8.1.RC2
net.databinder:unfiltered-jetty_2.8.1.RC2;net.databinder;unfiltered-jetty_2.8.1.RC2
net.databinder:unfiltered-filter_2.8.1.RC2;net.databinder;unfiltered-filter_2.8.1.RC2
net.databinder:unfiltered_2.8.1.RC2;net.databinder;unfiltered_2.8.1.RC2
net.databinder:unfiltered-web-toolkit_2.8.1.RC1;net.databinder;unfiltered-web-toolkit_2.8.1.RC1
net.databinder:unfiltered-uploads_2.8.1.RC1;net.databinder;unfiltered-uploads_2.8.1.RC1
net.databinder:unfiltered-json_2.8.1.RC1;net.databinder;unfiltered-json_2.8.1.RC1
net.databinder:unfiltered-jetty-ajp_2.8.1.RC1;net.databinder;unfiltered-jetty-ajp_2.8.1.RC1
net.databinder:unfiltered-spec_2.8.1.RC1;net.databinder;unfiltered-spec_2.8.1.RC1
net.databinder:unfiltered-jetty_2.8.1.RC1;net.databinder;unfiltered-jetty_2.8.1.RC1
net.databinder:unfiltered-filter_2.8.1.RC1;net.databinder;unfiltered-filter_2.8.1.RC1
net.databinder:unfiltered-netty_2.8.1.RC1;net.databinder;unfiltered-netty_2.8.1.RC1
net.databinder:unfiltered_2.8.1.RC1;net.databinder;unfiltered_2.8.1.RC1
fr.exanpe:tapestry-tldgen;fr.exanpe;tapestry-tldgen
org.cloudhoist:enlive;org.cloudhoist;enlive
org.codehaus.jtstand:jtstand-desktop;org.codehaus.jtstand;jtstand-desktop
org.codehaus.jtstand:jtstand-svnkit;org.codehaus.jtstand;jtstand-svnkit
org.codehaus.jtstand:jtstand-svn-core;org.codehaus.jtstand;jtstand-svn-core
org.codehaus.jtstand:jtstand-ssh2;org.codehaus.jtstand;jtstand-ssh2
org.codehaus.jtstand:jtstand-sequence;org.codehaus.jtstand;jtstand-sequence
org.codelabor:codelabor-system-xecure;org.codelabor;codelabor-system-xecure
com.googlecode.surfaceplotter:surfaceplotter;com.googlecode.surfaceplotter;surfaceplotter
ca.grimoire.maven:maven-taglib;ca.grimoire.maven;maven-taglib
ca.grimoire.maven:maven-utils;ca.grimoire.maven;maven-utils
ca.grimoire.maven:maven-utils-parent;ca.grimoire.maven;maven-utils-parent
org.codehaus.mojo.archetypes:nbm-osgi-archetype;org.codehaus.mojo.archetypes;nbm-osgi-archetype
org.codehaus.mojo.archetypes:pom-root;org.codehaus.mojo.archetypes;pom-root
com.sun.xml.ws:wstx-services;com.sun.xml.ws;wstx-services
com.sun.xml.ws:webservices;com.sun.xml.ws;webservices
com.sun.xml.ws:webservices-gfv3;com.sun.xml.ws;webservices-gfv3
javax.xml:webservices-api-src;javax.xml;webservices-api-src
javaee:javaee-api;javaee;javaee-api
com.github.stephenc.java-iso-tools:jiic;com.github.stephenc.java-iso-tools;jiic
com.github.stephenc.java-iso-tools:loopy-vfs;com.github.stephenc.java-iso-tools;loopy-vfs
com.github.stephenc.java-iso-tools:loopy-core;com.github.stephenc.java-iso-tools;loopy-core
com.github.stephenc.java-iso-tools:loopy;com.github.stephenc.java-iso-tools;loopy
org.ow2.jonas.osgi:joram;org.ow2.jonas.osgi;joram
org.ow2.easybeans.osgi:easybeans-core-for-jonas-eclipselink;org.ow2.easybeans.osgi;easybeans-core-for-jonas-eclipselink
org.ow2.easybeans.osgi:easybeans-core-for-jonas-hibernate;org.ow2.easybeans.osgi;easybeans-core-for-jonas-hibernate
org.ow2.easybeans.osgi:easybeans-core-for-jonas;org.ow2.easybeans.osgi;easybeans-core-for-jonas
org.ow2.easybeans.osgi:easybeans-core;org.ow2.easybeans.osgi;easybeans-core
org.ow2.easybeans:example-server;org.ow2.easybeans;example-server
org.ow2.easybeans:example-assemblies;org.ow2.easybeans;example-assemblies
org.ow2.easybeans:example-client;org.ow2.easybeans;example-client
org.ow2.easybeans:example-webapp;org.ow2.easybeans;example-webapp
org.ow2.easybeans:example-webapplib;org.ow2.easybeans;example-webapplib
org.ow2.easybeans:example-beans;org.ow2.easybeans;example-beans
org.ow2.easybeans:example-api;org.ow2.easybeans;example-api
org.ow2.easybeans:example-modules;org.ow2.easybeans;example-modules
org.ow2.easybeans:easybeans-example-maven;org.ow2.easybeans;easybeans-example-maven
org.ow2.easybeans:easybeans-ant-tasks;org.ow2.easybeans;easybeans-ant-tasks
org.ow2.easybeans:easybeans-jca-workmanager;org.ow2.easybeans;easybeans-jca-workmanager
org.ow2.easybeans:easybeans-deployable;org.ow2.easybeans;easybeans-deployable
com.weiglewilczek.slf4s:slf4s_2.8.1.RC2;com.weiglewilczek.slf4s;slf4s_2.8.1.RC2
org.ow2.jasmine.monitoring:jasmine-monitoring-integration-tests-modules-timerchecker;org.ow2.jasmine.monitoring;jasmine-monitoring-integration-tests-modules-timerchecker
org.ow2.jasmine.monitoring:jasmine-monitoring-integration-tests-modules-events;org.ow2.jasmine.monitoring;jasmine-monitoring-integration-tests-modules-events
org.ow2.jasmine.monitoring:jasmine-monitoring-integration-tests-modules-dbchecker;org.ow2.jasmine.monitoring;jasmine-monitoring-integration-tests-modules-dbchecker
org.ow2.jasmine.monitoring:jasmine-monitoring-installer-izpack-online;org.ow2.jasmine.monitoring;jasmine-monitoring-installer-izpack-online
org.ow2.jasmine.monitoring:jasmine-monitoring-installer-izpack-embedded;org.ow2.jasmine.monitoring;jasmine-monitoring-installer-izpack-embedded
org.ow2.jasmine.monitoring:jasmine-eos-purgetimer-server;org.ow2.jasmine.monitoring;jasmine-eos-purgetimer-server
org.ow2.jasmine.monitoring:jasmine-eos-purgetimer-client;org.ow2.jasmine.monitoring;jasmine-eos-purgetimer-client
org.ow2.jasmine.monitoring:jasmine-eos-purgetimer;org.ow2.jasmine.monitoring;jasmine-eos-purgetimer
org.ow2.jasmine.monitoring:jasmine-eos-mbeancmdManager-server;org.ow2.jasmine.monitoring;jasmine-eos-mbeancmdManager-server
org.ow2.jasmine.monitoring:jasmine-eos-mbeancmdManager-client;org.ow2.jasmine.monitoring;jasmine-eos-mbeancmdManager-client
org.ow2.jasmine.monitoring:jasmine-eos-mbeancmdManager;org.ow2.jasmine.monitoring;jasmine-eos-mbeancmdManager
com.weiglewilczek.scala-lang-osgi:scala-lang-osgi-parent_2.8.1.RC2;com.weiglewilczek.scala-lang-osgi;scala-lang-osgi-parent_2.8.1.RC2
org.api-typeable-pojos:atp-spi;org.api-typeable-pojos;atp-spi
org.api-typeable-pojos:atp-api;org.api-typeable-pojos;atp-api
org.api-typeable-pojos:api-typeable-pojos;org.api-typeable-pojos;api-typeable-pojos
domify:domify;domify;domify
fr.exanpe:exanpe-parent;fr.exanpe;exanpe-parent
org.codehaus.guessencoding:guessencoding;org.codehaus.guessencoding;guessencoding
net.sf.tie:tie-ext;net.sf.tie;tie-ext
net.sf.tie:tie-core;net.sf.tie;tie-core
net.sf.tie:tie-parent;net.sf.tie;tie-parent
org.ow2.bundles:ow2-bundles-externals-cxf-2.2;org.ow2.bundles;ow2-bundles-externals-cxf-2.2
com.sidewayscoding:scalate-core_2.7.7;com.sidewayscoding;scalate-core_2.7.7
com.sidewayscoding:scalate-core;com.sidewayscoding;scalate-core
hudson.queueSorter:PrioritySorter;hudson.queueSorter;PrioritySorter
org.codelabor:codelabor-system-file-struts1;org.codelabor;codelabor-system-file-struts1
org.codelabor:codelabor-system-file-servlet;org.codelabor;codelabor-system-file-servlet
org.jtestr:jtestr;org.jtestr;jtestr
org.apache.uima:parent-pom-eclipse-plugins-ibm-notice;org.apache.uima;parent-pom-eclipse-plugins-ibm-notice
org.apache.uima:parent-pom-single-project;org.apache.uima;parent-pom-single-project
org.apache.uima:parent-pom-ibm-notice;org.apache.uima;parent-pom-ibm-notice
org.apache.uima:parent-pom-eclipse-plugins;org.apache.uima;parent-pom-eclipse-plugins
org.apache.uima:parent-pom-annotator;org.apache.uima;parent-pom-annotator
org.apache.uima:parent-pom-distr;org.apache.uima;parent-pom-distr
org.apache.uima:parent-pom-docbook;org.apache.uima;parent-pom-docbook
org.apache.uima:parent-pom-top;org.apache.uima;parent-pom-top
se.vgregion.webbisar:webbisar-tools-data-generator;se.vgregion.webbisar;webbisar-tools-data-generator
se.vgregion.webbisar:webbisar-tools;se.vgregion.webbisar;webbisar-tools
se.vgregion.webbisar:webbisar-core-bc-app;se.vgregion.webbisar;webbisar-core-bc-app
se.vgregion.webbisar:webbisar-core-bc-module-portlet;se.vgregion.webbisar;webbisar-core-bc-module-portlet
se.vgregion.webbisar:webbisar-core-bc-module-web;se.vgregion.webbisar;webbisar-core-bc-module-web
se.vgregion.webbisar:webbisar-core-bc-composite-webcomp;se.vgregion.webbisar;webbisar-core-bc-composite-webcomp
se.vgregion.webbisar:webbisar-core-bc-composite-svc;se.vgregion.webbisar;webbisar-core-bc-composite-svc
se.vgregion.webbisar:webbisar-core-bc-composite-types;se.vgregion.webbisar;webbisar-core-bc-composite-types
se.vgregion.webbisar:webbisar-core-bc;se.vgregion.webbisar;webbisar-core-bc
se.vgregion.webbisar:webbisar-system;se.vgregion.webbisar;webbisar-system
org.scala-tools.testing:specs_2.8.1.RC2;org.scala-tools.testing;specs_2.8.1.RC2
pe.com.sss:sss-parent;pe.com.sss;sss-parent
org.dspace.discovery:discovery-xmlui-webapp;org.dspace.discovery;discovery-xmlui-webapp
org.dspace.discovery:discovery-solr-webapp;org.dspace.discovery;discovery-solr-webapp
org.dspace.discovery:discovery-demo-webapp;org.dspace.discovery;discovery-demo-webapp
org.dspace.discovery:discovery-xmlui-block;org.dspace.discovery;discovery-xmlui-block
org.dspace.discovery:discovery-solr-provider;org.dspace.discovery;discovery-solr-provider
org.dspace.discovery:discovery-modules;org.dspace.discovery;discovery-modules
org.atmosphere.samples:atmosphere-simple-jersey;org.atmosphere.samples;atmosphere-simple-jersey
org.jvnet.hudson.plugins:slave-squatter;org.jvnet.hudson.plugins;slave-squatter
se.vgregion.my-usd-issues:my-usd-issues-core-module-portlet;se.vgregion.my-usd-issues;my-usd-issues-core-module-portlet
se.vgregion.my-usd-issues:my-usd-issues-core;se.vgregion.my-usd-issues;my-usd-issues-core
se.vgregion.my-usd-issues:my-usd-issues-system;se.vgregion.my-usd-issues;my-usd-issues-system
se.vgregion.tasklist:tasklist-core-bc-module-portlet;se.vgregion.tasklist;tasklist-core-bc-module-portlet
se.vgregion.tasklist:tasklist-core-bc-composite-svc;se.vgregion.tasklist;tasklist-core-bc-composite-svc
se.vgregion.tasklist:tasklist-core-bc-composite-types;se.vgregion.tasklist;tasklist-core-bc-composite-types
se.vgregion.tasklist:tasklist-core-bc;se.vgregion.tasklist;tasklist-core-bc
se.vgregion.tasklist:tasklist-system;se.vgregion.tasklist;tasklist-system
ca.grimoire.jsp:jsp-filters;ca.grimoire.jsp;jsp-filters
net.smartam.leeloo:oauth2-demo;net.smartam.leeloo;oauth2-demo
net.smartam.leeloo:oauth2-integration-tests;net.smartam.leeloo;oauth2-integration-tests
net.smartam.leeloo:oauth2-dynamicreg-server;net.smartam.leeloo;oauth2-dynamicreg-server
net.smartam.leeloo:oauth2-dynamicreg-client;net.smartam.leeloo;oauth2-dynamicreg-client
net.smartam.leeloo:oauth2-dynamicreg-common;net.smartam.leeloo;oauth2-dynamicreg-common
net.smartam.leeloo:oauth2-rs-filter;net.smartam.leeloo;oauth2-rs-filter
net.smartam.leeloo:oauth2-resourceserver;net.smartam.leeloo;oauth2-resourceserver
net.smartam.leeloo:oauth2-httpclient4;net.smartam.leeloo;oauth2-httpclient4
net.smartam.leeloo:oauth2-client;net.smartam.leeloo;oauth2-client
net.smartam.leeloo:oauth2-authzserver;net.smartam.leeloo;oauth2-authzserver
net.smartam.leeloo:oauth2-common;net.smartam.leeloo;oauth2-common
net.smartam.leeloo:oauth2-parent;net.smartam.leeloo;oauth2-parent
se.vgregion.commons-util:commons-util-core-bc-composite-types-jpa;se.vgregion.commons-util;commons-util-core-bc-composite-types-jpa
se.vgregion.rss-client:rss-client-bc-core-composite-types;se.vgregion.rss-client;rss-client-bc-core-composite-types
org.clapper:scalasti_2.8.1.RC1;org.clapper;scalasti_2.8.1.RC1
org.clapper:classutil_2.8.1.RC1;org.clapper;classutil_2.8.1.RC1
org.clapper:grizzled-scala_2.8.1.RC1;org.clapper;grizzled-scala_2.8.1.RC1
org.clapper:grizzled-slf4j_2.8.1.RC1;org.clapper;grizzled-slf4j_2.8.1.RC1
org.sonatype.runtime.recipes:jetty;org.sonatype.runtime.recipes;jetty
org.sonatype.runtime.recipes:jetty-base;org.sonatype.runtime.recipes;jetty-base
org.sonatype.runtime.recipes:recipes-aggregator;org.sonatype.runtime.recipes;recipes-aggregator
org.sonatype.runtime.recipes.advices:advice-jetty;org.sonatype.runtime.recipes.advices;advice-jetty
org.sonatype.runtime.recipes.advices:advice-generic;org.sonatype.runtime.recipes.advices;advice-generic
org.sonatype.runtime.recipes.advices:advices-aggregator;org.sonatype.runtime.recipes.advices;advices-aggregator
org.sonatype.runtime.recipes.itars:itars-aggregator;org.sonatype.runtime.recipes.itars;itars-aggregator
org.sonatype.runtime.recipes.bars:bar-jsw;org.sonatype.runtime.recipes.bars;bar-jsw
org.sonatype.runtime.recipes:aggregator;org.sonatype.runtime.recipes;aggregator
org.sonatype.runtime.recipes.bars:bars-aggregator;org.sonatype.runtime.recipes.bars;bars-aggregator
org.codehaus.sonar-ide.eclipse:target-platform;org.codehaus.sonar-ide.eclipse;target-platform
org.codehaus.sonar-ide.eclipse:org.sonar.ide.eclipse.tests;org.codehaus.sonar-ide.eclipse;org.sonar.ide.eclipse.tests
org.codehaus.sonar-ide.eclipse:org.sonar.ide.eclipse.tests.common;org.codehaus.sonar-ide.eclipse;org.sonar.ide.eclipse.tests.common
org.codehaus.sonar-ide.eclipse:org.sonar.ide.eclipse.site;org.codehaus.sonar-ide.eclipse;org.sonar.ide.eclipse.site
org.codehaus.sonar-ide.eclipse:org.sonar.ide.eclipse.m2eclipse.feature;org.codehaus.sonar-ide.eclipse;org.sonar.ide.eclipse.m2eclipse.feature
org.codehaus.sonar-ide.eclipse:org.sonar.ide.eclipse.m2eclipse;org.codehaus.sonar-ide.eclipse;org.sonar.ide.eclipse.m2eclipse
org.codehaus.sonar-ide.eclipse:org.sonar.ide.eclipse.feature;org.codehaus.sonar-ide.eclipse;org.sonar.ide.eclipse.feature
org.codehaus.sonar-ide.eclipse:org.sonar.ide.eclipse.help;org.codehaus.sonar-ide.eclipse;org.sonar.ide.eclipse.help
org.codehaus.sonar-ide.eclipse:org.sonar.ide.eclipse;org.codehaus.sonar-ide.eclipse;org.sonar.ide.eclipse
org.codehaus.sonar-ide.eclipse:org.sonar.ide.eclipse.sonar_embedder;org.codehaus.sonar-ide.eclipse;org.sonar.ide.eclipse.sonar_embedder
org.codehaus.sonar-ide.eclipse:eclipse-parent;org.codehaus.sonar-ide.eclipse;eclipse-parent
org.sonatype.tycho:tycho-tpr-packed;org.sonatype.tycho;tycho-tpr-packed
org.sonatype.tycho:tycho-extensions;org.sonatype.tycho;tycho-extensions
org.codehaus.sonar-ide:sonar-ide-swing-ui;org.codehaus.sonar-ide;sonar-ide-swing-ui
org.codehaus.sonar-ide:sonar-ide-commons;org.codehaus.sonar-ide;sonar-ide-commons
org.codehaus.sonar-ide:sonar-ide-testing-harness;org.codehaus.sonar-ide;sonar-ide-testing-harness
org.codehaus.sonar-ide:sonar-ide-shared-components;org.codehaus.sonar-ide;sonar-ide-shared-components
org.mybatis:mybatis-docbook;org.mybatis;mybatis-docbook
com.jayway.android.robotium:robotium-core;com.jayway.android.robotium;robotium-core
org.jasig:resource-aggregator-util;org.jasig;resource-aggregator-util
org.jasig:resource-aggregator-plugin;org.jasig;resource-aggregator-plugin
org.jasig:resource-aggregator-core;org.jasig;resource-aggregator-core
org.jasig:resource-aggregator-api;org.jasig;resource-aggregator-api
org.jasig:resource-aggregator-parent;org.jasig;resource-aggregator-parent
org.sonatype.tycho:tycho-enforcer-rules;org.sonatype.tycho;tycho-enforcer-rules
org.sonatype.tycho:org.sonatype.tycho.p2.publisher;org.sonatype.tycho;org.sonatype.tycho.p2.publisher
org.sonatype.tycho:tycho-bootstrap-maven-plugin;org.sonatype.tycho;tycho-bootstrap-maven-plugin
org.escenic.rest:http-esi-testbed;org.escenic.rest;http-esi-testbed
org.sonatype.flexmojos:flexmojos-generator-maven-plugin;org.sonatype.flexmojos;flexmojos-generator-maven-plugin
com.googlecode.fmpp-maven-plugin:fmpp-maven-plugin;com.googlecode.fmpp-maven-plugin;fmpp-maven-plugin
org.gaixie:gaixie;org.gaixie;gaixie
org.hisrc.juneloop:juneloop-core;org.hisrc.juneloop;juneloop-core
org.hisrc.juneloop:juneloop-schema-jnlp-v_6_0;org.hisrc.juneloop;juneloop-schema-jnlp-v_6_0
org.hisrc.juneloop:juneloop-schema-jnlp-v_1_5;org.hisrc.juneloop;juneloop-schema-jnlp-v_1_5
com.mycila.com.google.inject:guice;com.mycila.com.google.inject;guice
com.mycila.com.google.inject.extensions:guice-jndi;com.mycila.com.google.inject.extensions;guice-jndi
com.mycila.com.google.inject.extensions:guice-jmx;com.mycila.com.google.inject.extensions;guice-jmx
com.mycila.com.google.inject.extensions:guice-servlet;com.mycila.com.google.inject.extensions;guice-servlet
com.mycila.com.google.inject.extensions:guice-throwing-providers;com.mycila.com.google.inject.extensions;guice-throwing-providers
com.mycila.com.google.inject.extensions:guice-persist;com.mycila.com.google.inject.extensions;guice-persist
com.mycila.com.google.inject.extensions:guice-assisted-inject;com.mycila.com.google.inject.extensions;guice-assisted-inject
com.mycila.com.google.inject.extensions:guice-multibindings;com.mycila.com.google.inject.extensions;guice-multibindings
org.hisrc.juneloop:juneloop-schemas-jnlp;org.hisrc.juneloop;juneloop-schemas-jnlp
org.hisrc.juneloop:juneloop-project;org.hisrc.juneloop;juneloop-project
de.devsurf.injection.guice.integrations:de.devsurf.injection.guice.integrations.rocoto;de.devsurf.injection.guice.integrations;de.devsurf.injection.guice.integrations.rocoto
de.devsurf.injection.guice:de.devsurf.injection.guice.configuration;de.devsurf.injection.guice;de.devsurf.injection.guice.configuration
de.devsurf.injection.guice.scanner:de.devsurf.injection.guice.scanner.core;de.devsurf.injection.guice.scanner;de.devsurf.injection.guice.scanner.core
de.devsurf.injection.guice.scanner:automatic-binding;de.devsurf.injection.guice.scanner;automatic-binding
de.devsurf.injection.guice:de.devsurf.injection.guice.commons;de.devsurf.injection.guice;de.devsurf.injection.guice.commons
org.jvnet.hudson.plugins:unity-asset-server;org.jvnet.hudson.plugins;unity-asset-server
com.dteoh:treasuremap;com.dteoh;treasuremap
com.googlecode:google-api-translate-java;com.googlecode;google-api-translate-java
org.jvnet.hudson.plugins:heavy-job;org.jvnet.hudson.plugins;heavy-job
org.mpierce:jfixture-hibernate;org.mpierce;jfixture-hibernate
org.mpierce:jfixture-core;org.mpierce;jfixture-core
org.mpierce:jfixture-parent;org.mpierce;jfixture-parent
com.weiglewilczek.scala-lang-osgi:scala-lang-osgi-parent_2.8.1.RC1;com.weiglewilczek.scala-lang-osgi;scala-lang-osgi-parent_2.8.1.RC1
com.weiglewilczek.slf4s:slf4s_2.8.1.RC1;com.weiglewilczek.slf4s;slf4s_2.8.1.RC1
com.googlecode.fmpp-dataloaders:fmpp-dataloaders;com.googlecode.fmpp-dataloaders;fmpp-dataloaders
com.tiobe.jacobe:maven-jacobe-plugin;com.tiobe.jacobe;maven-jacobe-plugin
org.bsc.framework:beanmanager-jpa;org.bsc.framework;beanmanager-jpa
org.bsc.framework:beanmanager-core;org.bsc.framework;beanmanager-core
org.bsc.framework:beanmanager;org.bsc.framework;beanmanager
org.sonatype.maven.plugin:cobertura4it-maven-plugin;org.sonatype.maven.plugin;cobertura4it-maven-plugin
org.gaixie.jibu.itest:core-itest-suite;org.gaixie.jibu.itest;core-itest-suite
org.apache.poi:poi-contrib;org.apache.poi;poi-contrib
commons-digester:commons-digester;commons-digester;commons-digester
de.huxhorn.sulky:de.huxhorn.sulky.master;de.huxhorn.sulky;de.huxhorn.sulky.master
de.huxhorn.sulky:de.huxhorn.sulky.parent;de.huxhorn.sulky;de.huxhorn.sulky.parent
com.mycila:parent-pom;com.mycila;parent-pom
org.codehaus:savana;org.codehaus;savana
org.jvnet.hudson.plugins:analysis-test;org.jvnet.hudson.plugins;analysis-test
net.sourceforge.stripes:examples;net.sourceforge.stripes;examples
net.sourceforge.stripes:tests;net.sourceforge.stripes;tests
org.openl.rules:openl-simple-project;org.openl.rules;openl-simple-project
org.jvnet.hudson.plugins:WebSVN2;org.jvnet.hudson.plugins;WebSVN2
org.eclipse.ant:org.eclipse.ant.core;org.eclipse.ant;org.eclipse.ant.core
org.eclipse.uml2:org.eclipse.uml2.uml.resources;org.eclipse.uml2;org.eclipse.uml2.uml.resources
org.eclipse.uml2:org.eclipse.uml2.uml;org.eclipse.uml2;org.eclipse.uml2.uml
org.eclipse.uml2:org.eclipse.uml2.common;org.eclipse.uml2;org.eclipse.uml2.common
org.eclipse.core:org.eclipse.core.variables;org.eclipse.core;org.eclipse.core.variables
org.eclipse.osgi:org.eclipse.osgi.util;org.eclipse.osgi;org.eclipse.osgi.util
org.eclipse.core:org.eclipse.core.contenttype;org.eclipse.core;org.eclipse.core.contenttype
org.eclipse.core:org.eclipse.core.runtime.compatibility.auth;org.eclipse.core;org.eclipse.core.runtime.compatibility.auth
org.eclipse.equinox:org.eclipse.equinox.common;org.eclipse.equinox;org.eclipse.equinox.common
org.eclipse.osgi:org.eclipse.osgi.services;org.eclipse.osgi;org.eclipse.osgi.services
org.jboss.jbossas.osgi:jboss-as-osgi-distribution;org.jboss.jbossas.osgi;jboss-as-osgi-distribution
org.jboss.jbossas.osgi:jboss-as-osgi-integration;org.jboss.jbossas.osgi;jboss-as-osgi-integration
org.jboss.jbossas.osgi:jboss-as-osgi-pom;org.jboss.jbossas.osgi;jboss-as-osgi-pom
org.apache.ws.commons.schema:XmlSchema;org.apache.ws.commons.schema;XmlSchema
org.swinglabs:swingx-project;org.swinglabs;swingx-project
org.swinglabs:swingx-beaninfo;org.swinglabs;swingx-beaninfo
org.swinglabs:swingx-core;org.swinglabs;swingx-core
org.jvnet.hudson.plugins:xshell;org.jvnet.hudson.plugins;xshell
org.scala-tools.testing:specs_2.8.1.RC1;org.scala-tools.testing;specs_2.8.1.RC1
net.rumati.sql:sqlblocks;net.rumati.sql;sqlblocks
hudson.plugins.filesystem_scm:filesystem_scm;hudson.plugins.filesystem_scm;filesystem_scm
org.scala-tools:sbt-proguard-plugin;org.scala-tools;sbt-proguard-plugin
org.scala-tools.sbt:sbt-proguard-plugin;org.scala-tools.sbt;sbt-proguard-plugin
org.jvnet.hudson.plugins:role-strategy;org.jvnet.hudson.plugins;role-strategy
com.googlecode:kiama_2.8.0;com.googlecode;kiama_2.8.0
org.xlightweb:xlightweb;org.xlightweb;xlightweb
org.jvnet.hudson.plugins:vss;org.jvnet.hudson.plugins;vss
org.codehaus.cuanto:cuanto-api;org.codehaus.cuanto;cuanto-api
org.fuwjin:jon-sample;org.fuwjin;jon-sample
org.fuwjin:pogo;org.fuwjin;pogo
org.fuwjin:postage;org.fuwjin;postage
com.google.code.jgntp:jgntp;com.google.code.jgntp;jgntp
org.soitoolkit.commons.poms:soitoolkit-superpom;org.soitoolkit.commons.poms;soitoolkit-superpom
org.jvnet.hudson.plugins.m2release:m2release;org.jvnet.hudson.plugins.m2release;m2release
com.twitter:standard-project;com.twitter;standard-project
net.sf.jgap:jgap;net.sf.jgap;jgap
net.sf.jcgrid:jcgrid;net.sf.jcgrid;jcgrid
it.tidalwave.dummy:dummy;it.tidalwave.dummy;dummy
org.jvnet.hudson.plugins:harvest;org.jvnet.hudson.plugins;harvest
org.picketlink:picketlink-consolidated-pom;org.picketlink;picketlink-consolidated-pom
org.picketlink:picketlink-build-idm;org.picketlink;picketlink-build-idm
org.picketlink:picketlink-build-openid;org.picketlink;picketlink-build-openid
org.picketlink:picketlink-build-jbas;org.picketlink;picketlink-build-jbas
org.picketlink:picketlink-build-tomcat;org.picketlink;picketlink-build-tomcat
org.picketlink:picketlink-build-parent;org.picketlink;picketlink-build-parent
org.picketlink:seam-sp;org.picketlink;seam-sp
org.picketlink:picketlink-seam;org.picketlink;picketlink-seam
org.picketlink:openid-consumer;org.picketlink;openid-consumer
org.picketlink:openid-provider;org.picketlink;openid-provider
com.hack23.cia:build-modules;com.hack23.cia;build-modules
org.sourceprojects.lycia:lycia-osgi-consumer-test;org.sourceprojects.lycia;lycia-osgi-consumer-test
net.java.dev.msv.datatype.xsd:xsdlib;net.java.dev.msv.datatype.xsd;xsdlib
org.jboss.arquillian.framework:arquillian-framework-jsfunit;org.jboss.arquillian.framework;arquillian-framework-jsfunit
org.jboss.arquillian.container:arquillian-glassfish-embedded-3;org.jboss.arquillian.container;arquillian-glassfish-embedded-3
org.jboss.arquillian.container:arquillian-glassfish-remote-3;org.jboss.arquillian.container;arquillian-glassfish-remote-3
org.jboss.arquillian.container:arquillian-jsr88-remote-1.2;org.jboss.arquillian.container;arquillian-jsr88-remote-1.2
org.jboss.arquillian.protocol:arquillian-protocol-local;org.jboss.arquillian.protocol;arquillian-protocol-local
org.jboss.arquillian.protocol:arquillian-protocol-servlet-2.5;org.jboss.arquillian.protocol;arquillian-protocol-servlet-2.5
com.googlecode.maven-migration-plugin:maven-migration-plugin;com.googlecode.maven-migration-plugin;maven-migration-plugin
org.jvnet.hudson.plugins:twitter;org.jvnet.hudson.plugins;twitter
org.ops4j.pax:master;org.ops4j.pax;master
org.jvnet.hudson.plugins:cppcheck;org.jvnet.hudson.plugins;cppcheck
org.hibernate:hibernate-jmx;org.hibernate;hibernate-jmx
org.hibernate:hibernate-annotations;org.hibernate;hibernate-annotations
edu.vt.middleware.maven.plugins:maven-crypt-plugin;edu.vt.middleware.maven.plugins;maven-crypt-plugin
hudson.plugins:blame-upstream-commiters;hudson.plugins;blame-upstream-commiters
org.jboss.arquillian.protocol:arquillian-osgi-bundle;org.jboss.arquillian.protocol;arquillian-osgi-bundle
