org.neo4j:parent-central;org.neo4j;parent-central
org.apache.npanday.plugins:maven-test-plugin;org.apache.npanday.plugins;maven-test-plugin
org.apache.npanday.plugins:maven-vsinstaller-plugin;org.apache.npanday.plugins;maven-vsinstaller-plugin
org.apache.npanday.plugins:maven-webapp-plugin;org.apache.npanday.plugins;maven-webapp-plugin
org.apache.npanday.plugins:maven-wsdl-plugin;org.apache.npanday.plugins;maven-wsdl-plugin
org.apache.npanday.plugins:maven-xsd-plugin;org.apache.npanday.plugins;maven-xsd-plugin
org.apache.npanday.plugins:maven-xsp-plugin;org.apache.npanday.plugins;maven-xsp-plugin
org.apache.npanday.plugins:npanday.plugins;org.apache.npanday.plugins;npanday.plugins
org.apache.npanday.plugins:partcover-maven-plugin;org.apache.npanday.plugins;partcover-maven-plugin
org.apache.npanday.plugins:wix-maven-plugin;org.apache.npanday.plugins;wix-maven-plugin
org.apache.npanday.visualstudio:NPanday.ImporterProjectParent;org.apache.npanday.visualstudio;NPanday.ImporterProjectParent
org.apache.npanday.visualstudio:NPanday.ProjectImporterConsole;org.apache.npanday.visualstudio;NPanday.ProjectImporterConsole
org.apache.npanday.visualstudio:NPanday.ProjectImporterEngine;org.apache.npanday.visualstudio;NPanday.ProjectImporterEngine
org.apache.npanday.visualstudio:NPanday.VisualStudio;org.apache.npanday.visualstudio;NPanday.VisualStudio
org.apache.npanday.visualstudio:NPanday.VisualStudio.Addin;org.apache.npanday.visualstudio;NPanday.VisualStudio.Addin
org.apache.npanday.visualstudio:NPanday.VisualStudio.ProjectWizard;org.apache.npanday.visualstudio;NPanday.VisualStudio.ProjectWizard
org.ajoberstar:gradle-plugins;org.ajoberstar;gradle-plugins
org.nuiton.jaxx:jaxx-tutorial-validation;org.nuiton.jaxx;jaxx-tutorial-validation
org.nuiton.jaxx:jaxx-tutorial-config;org.nuiton.jaxx;jaxx-tutorial-config
org.nuiton.jaxx:jaxx-tutorial-databinding;org.nuiton.jaxx;jaxx-tutorial-databinding
org.nuiton.jaxx:jaxx-tutorial-css;org.nuiton.jaxx;jaxx-tutorial-css
org.nuiton.jaxx:jaxx-tutorial-helloworld2;org.nuiton.jaxx;jaxx-tutorial-helloworld2
org.nuiton.jaxx:jaxx-tutorial-helloworld;org.nuiton.jaxx;jaxx-tutorial-helloworld
org.nuiton.jaxx:jaxx-tutorial;org.nuiton.jaxx;jaxx-tutorial
org.nuiton.jaxx:maven-jaxx-plugin;org.nuiton.jaxx;maven-jaxx-plugin
net.ju-n.maven.doxia:doxia-module-markdown;net.ju-n.maven.doxia;doxia-module-markdown
org.xume.easybuilders:easybuilders;org.xume.easybuilders;easybuilders
org.codehaus.larex:larex-root;org.codehaus.larex;larex-root
org.scala-tools.testing:specs_2.8.1;org.scala-tools.testing;specs_2.8.1
net.debasishg:redisclient_2.9.0;net.debasishg;redisclient_2.9.0
org.jboss.shrinkwrap.container:shrinkwrap-container-mobicents-13;org.jboss.shrinkwrap.container;shrinkwrap-container-mobicents-13
org.jboss.shrinkwrap.container:shrinkwrap-extension-jetty-70;org.jboss.shrinkwrap.container;shrinkwrap-extension-jetty-70
org.jboss.shrinkwrap.container:shrinkwrap-container-jetty-60;org.jboss.shrinkwrap.container;shrinkwrap-container-jetty-60
org.jboss.shrinkwrap.container:shrinkwrap-container-tomcat-60;org.jboss.shrinkwrap.container;shrinkwrap-container-tomcat-60
org.jboss.shrinkwrap.container:shrinkwrap-container-glassfish-31;org.jboss.shrinkwrap.container;shrinkwrap-container-glassfish-31
ro.josekibold:css-parser;ro.josekibold;css-parser
com.datastax.wikitext:wikitext-core-ant;com.datastax.wikitext;wikitext-core-ant
de.mytoys.maven.plugins:debug-maven-plugin;de.mytoys.maven.plugins;debug-maven-plugin
org.scalaquery:scalaquery_2.8.0;org.scalaquery;scalaquery_2.8.0
com.weiglewilczek.slf4s:slf4s_2.9.0;com.weiglewilczek.slf4s;slf4s_2.9.0
com.weiglewilczek.scala-lang-osgi:scala-lang-osgi-parent_2.9.0;com.weiglewilczek.scala-lang-osgi;scala-lang-osgi-parent_2.9.0
org.mortbay.jetty.testwars:test-jetty-webapp;org.mortbay.jetty.testwars;test-jetty-webapp
org.owasp.esapi.contrib:esapi-spring-encryptedproperties;org.owasp.esapi.contrib;esapi-spring-encryptedproperties
org.owasp.esapi.contrib:esapi-contrib-parent;org.owasp.esapi.contrib;esapi-contrib-parent
org.scalaxb:scalaxb_2.9.0;org.scalaxb;scalaxb_2.9.0
org.scalaxb:scalaxb_2.8.0;org.scalaxb;scalaxb_2.8.0
org.scala-tools.testing:specs_2.9.0;org.scala-tools.testing;specs_2.9.0
org.specs2:scalaz-core_2.9.0;org.specs2;scalaz-core_2.9.0
com.sun.faces.test:i_jsf_xxxx_htmlunit-archetype;com.sun.faces.test;i_jsf_xxxx_htmlunit-archetype
org.jboss.arquillian.testenricher:arquillian-testenricher-jmx;org.jboss.arquillian.testenricher;arquillian-testenricher-jmx
org.jboss.arquillian.testenricher:arquillian-testenricher-msc;org.jboss.arquillian.testenricher;arquillian-testenricher-msc
org.hornetq.rest:hornetq-rest-all;org.hornetq.rest;hornetq-rest-all
org.scalatest:scalatest_2.8.0;org.scalatest;scalatest_2.8.0
org.scala-tools:installer-plugin;org.scala-tools;installer-plugin
org.scala-tools.sbt:installer-plugin;org.scala-tools.sbt;installer-plugin
org.dockingframes:docking-frames-demo-app;org.dockingframes;docking-frames-demo-app
org.dockingframes:docking-frames-demo-size-and-color;org.dockingframes;docking-frames-demo-size-and-color
org.dockingframes:docking-frames-demo-paint;org.dockingframes;docking-frames-demo-paint
org.dockingframes:docking-frames-demo-notes;org.dockingframes;docking-frames-demo-notes
org.dockingframes:docking-frames-demo-layouts;org.dockingframes;docking-frames-demo-layouts
org.dockingframes:docking-frames-demo-help;org.dockingframes;docking-frames-demo-help
org.dockingframes:docking-frames-demo-chess;org.dockingframes;docking-frames-demo-chess
org.dockingframes:docking-frames-demo-app-ice;org.dockingframes;docking-frames-demo-app-ice
org.scalaz:scalaz-example_2.9.0;org.scalaz;scalaz-example_2.9.0
org.scalaz:scalaz-test-suite_2.9.0;org.scalaz;scalaz-test-suite_2.9.0
org.scalaz:scalaz-http_2.9.0;org.scalaz;scalaz-http_2.9.0
org.scalaz:scalaz-geo-scalacheck_2.9.0;org.scalaz;scalaz-geo-scalacheck_2.9.0
org.scalaz:scalaz-scalacheck-binding_2.9.0;org.scalaz;scalaz-scalacheck-binding_2.9.0
org.scalaz:scalaz-geo_2.9.0;org.scalaz;scalaz-geo_2.9.0
org.scalaz:scalaz-core_2.9.0;org.scalaz;scalaz-core_2.9.0
org.apache.felix:org.apache.felix.ipojo.handler.eventadmin;org.apache.felix;org.apache.felix.ipojo.handler.eventadmin
org.ow2.jonas.assemblies:configuration;org.ow2.jonas.assemblies;configuration
org.ow2.jonas.assemblies:binaries;org.ow2.jonas.assemblies;binaries
se.spagettikod:gwt-optimist;se.spagettikod;gwt-optimist
com.mysema.stat:stat;com.mysema.stat;stat
org.webbitserver:webbit-easyremote;org.webbitserver;webbit-easyremote
org.nuiton:maven-helper-plugin;org.nuiton;maven-helper-plugin
com.cedarsoft.couchdb:parent;com.cedarsoft.couchdb;parent
org.glassfish.extras:glassfish-embedded-web;org.glassfish.extras;glassfish-embedded-web
org.glassfish.extras:glassfish-embedded-nucleus;org.glassfish.extras;glassfish-embedded-nucleus
org.glassfish.extras:glassfish-embedded-all;org.glassfish.extras;glassfish-embedded-all
org.glassfish.registration:servicetag-registry;org.glassfish.registration;servicetag-registry
org.glassfish.packager:glassfish-ant-tasks;org.glassfish.packager;glassfish-ant-tasks
org.glassfish:ant-tasks;org.glassfish;ant-tasks
org.glassfish.packager:glassfish-osgi-feature-pack;org.glassfish.packager;glassfish-osgi-feature-pack
org.glassfish.packager:glassfish-osgi-incorporation;org.glassfish.packager;glassfish-osgi-incorporation
org.glassfish.packager:glassfish-full-profile;org.glassfish.packager;glassfish-full-profile
org.glassfish.packager:glassfish-web-profile;org.glassfish.packager;glassfish-web-profile
org.glassfish.packager:glassfish-full-incorporation;org.glassfish.packager;glassfish-full-incorporation
org.glassfish.packager:glassfish-web-incorporation;org.glassfish.packager;glassfish-web-incorporation
org.glassfish.packager:glassfish-virtualization;org.glassfish.packager;glassfish-virtualization
org.glassfish.virtualization:libvirt-files;org.glassfish.virtualization;libvirt-files
org.glassfish.virtualization:libvirt;org.glassfish.virtualization;libvirt
org.glassfish.virtualization:virt-core;org.glassfish.virtualization;virt-core
org.glassfish.virtualization:virtualization;org.glassfish.virtualization;virtualization
org.glassfish.packager:glassfish-common;org.glassfish.packager;glassfish-common
org.glassfish.packager:mq;org.glassfish.packager;mq
org.glassfish.packager:javadb;org.glassfish.packager;javadb
org.glassfish.packager:glassfish-appclient;org.glassfish.packager;glassfish-appclient
org.glassfish.appclient.server:appclient-server-core;org.glassfish.appclient.server;appclient-server-core
org.glassfish.appclient.server:appclient-connector;org.glassfish.appclient.server;appclient-connector
org.glassfish.appclient:server;org.glassfish.appclient;server
org.glassfish.appclient:appclient-scripts;org.glassfish.appclient;appclient-scripts
org.glassfish.appclient:gf-client;org.glassfish.appclient;gf-client
org.glassfish.appclient:gf-client-module;org.glassfish.appclient;gf-client-module
org.glassfish.security:appclient.security;org.glassfish.security;appclient.security
org.glassfish.appclient:acc-config;org.glassfish.appclient;acc-config
org.glassfish.appclient:client;org.glassfish.appclient;client
org.glassfish:appclient;org.glassfish;appclient
org.glassfish.packager:glassfish-verifier;org.glassfish.packager;glassfish-verifier
org.glassfish:verifier-scripts;org.glassfish;verifier-scripts
org.glassfish:verifier-jdk-extension-bundle;org.glassfish;verifier-jdk-extension-bundle
org.glassfish:verifier;org.glassfish;verifier
org.glassfish.packager:legal-fragment;org.glassfish.packager;legal-fragment
org.glassfish.extras:glassfish-embedded-shell-jar;org.glassfish.extras;glassfish-embedded-shell-jar
org.glassfish.extras:glassfish-embedded-static-shell-frag;org.glassfish.extras;glassfish-embedded-static-shell-frag
org.glassfish.extras:glassfish-embedded-static-shell;org.glassfish.extras;glassfish-embedded-static-shell
org.glassfish.packager:metro;org.glassfish.packager;metro
org.glassfish.webservices:metro-fragments;org.glassfish.webservices;metro-fragments
org.glassfish.webservices:webservices-scripts;org.glassfish.webservices;webservices-scripts
org.glassfish.security:webservices.security;org.glassfish.security;webservices.security
org.glassfish.webservices:soap-tcp;org.glassfish.webservices;soap-tcp
org.glassfish.webservices:webservices-connector;org.glassfish.webservices;webservices-connector
org.glassfish.webservices:metro-glue;org.glassfish.webservices;metro-glue
org.glassfish.webservices:jsr109-impl;org.glassfish.webservices;jsr109-impl
org.glassfish.webservices:webservices;org.glassfish.webservices;webservices
org.glassfish.packager:jersey;org.glassfish.packager;jersey
org.glassfish.packager:glassfish-jcdi;org.glassfish.packager;glassfish-jcdi
org.glassfish.packager:glassfish-cmp;org.glassfish.packager;glassfish-cmp
org.glassfish.packager:glassfish-ejb;org.glassfish.packager;glassfish-ejb
org.glassfish.packager:glassfish-jms;org.glassfish.packager;glassfish-jms
org.glassfish.packager:glassfish-jts;org.glassfish.packager;glassfish-jts
org.glassfish.packager:glassfish-common-full;org.glassfish.packager;glassfish-common-full
org.glassfish.packager:glassfish-ejb-lite;org.glassfish.packager;glassfish-ejb-lite
org.glassfish.packager:glassfish-gui;org.glassfish.packager;glassfish-gui
org.glassfish.packager:glassfish-jdbc;org.glassfish.packager;glassfish-jdbc
org.glassfish.packager:glassfish-osgi-gui;org.glassfish.packager;glassfish-osgi-gui
org.glassfish.packager:glassfish-osgi-http;org.glassfish.packager;glassfish-osgi-http
org.glassfish.packager:glassfish-web;org.glassfish.packager;glassfish-web
org.glassfish.packager:glassfish-jsf;org.glassfish.packager;glassfish-jsf
org.glassfish.packager:glassfish-jta;org.glassfish.packager;glassfish-jta
org.glassfish.packager:glassfish-corba;org.glassfish.packager;glassfish-corba
org.glassfish.packager:glassfish-jpa;org.glassfish.packager;glassfish-jpa
org.glassfish.packager:glassfish-jca;org.glassfish.packager;glassfish-jca
org.glassfish.packager:glassfish-management;org.glassfish.packager;glassfish-management
org.glassfish.packager:glassfish-registration;org.glassfish.packager;glassfish-registration
org.glassfish.packager:glassfish-upgrade;org.glassfish.packager;glassfish-upgrade
org.glassfish.packager:glassfish-javahelp;org.glassfish.packager;glassfish-javahelp
org.glassfish.packager:glassfish-ha;org.glassfish.packager;glassfish-ha
org.glassfish.packager:glassfish-cluster;org.glassfish.packager;glassfish-cluster
org.glassfish.packager:shoal;org.glassfish.packager;shoal
org.glassfish.packager:glassfish-common-tmp;org.glassfish.packager;glassfish-common-tmp
org.glassfish.packager:glassfish-corba-base;org.glassfish.packager;glassfish-corba-base
org.glassfish.packager:glassfish-grizzly-full;org.glassfish.packager;glassfish-grizzly-full
org.glassfish.packager:glassfish-nucleus;org.glassfish.packager;glassfish-nucleus
org.glassfish.packager:glassfish-grizzly;org.glassfish.packager;glassfish-grizzly
org.glassfish.packager:glassfish-hk2;org.glassfish.packager;glassfish-hk2
org.glassfish.packager:felix;org.glassfish.packager;felix
org.glassfish.common:btrace-jars;org.glassfish.common;btrace-jars
org.glassfish.flashlight:flashlight-extra-jdk-packages;org.glassfish.flashlight;flashlight-extra-jdk-packages
org.glassfish.packager:nucleus-base;org.glassfish.packager;nucleus-base
org.glassfish.packager:packages;org.glassfish.packager;packages
org.glassfish.osgi-platforms:equinox;org.glassfish.osgi-platforms;equinox
org.glassfish.admingui:glassfish-osgi-console-plugin;org.glassfish.admingui;glassfish-osgi-console-plugin
org.glassfish.osgi-platforms:felix-webconsole-extension;org.glassfish.osgi-platforms;felix-webconsole-extension
org.glassfish.external:jaxr-ra;org.glassfish.external;jaxr-ra
org.glassfish.external:jmsra;org.glassfish.external;jmsra
org.glassfish.orb:orb-enabler;org.glassfish.orb;orb-enabler
org.glassfish.security:ejb.security;org.glassfish.security;ejb.security
org.glassfish.orb:orb-iiop;org.glassfish.orb;orb-iiop
org.glassfish.extras:glassfish-embedded-shell-frag;org.glassfish.extras;glassfish-embedded-shell-frag
org.glassfish.extras:glassfish-embedded-shell;org.glassfish.extras;glassfish-embedded-shell
org.glassfish.admingui:console-common-full-plugin;org.glassfish.admingui;console-common-full-plugin
org.glassfish.admingui:console-corba-plugin;org.glassfish.admingui;console-corba-plugin
org.glassfish.admingui:console-ejb-lite-plugin;org.glassfish.admingui;console-ejb-lite-plugin
org.glassfish.admingui:console-ejb-plugin;org.glassfish.admingui;console-ejb-plugin
org.glassfish.admingui:console-jms-plugin;org.glassfish.admingui;console-jms-plugin
org.glassfish.admingui:console-jca-plugin;org.glassfish.admingui;console-jca-plugin
org.glassfish.admingui:console-jts-plugin;org.glassfish.admingui;console-jts-plugin
org.glassfish.admingui:console-community-branding-plugin;org.glassfish.admingui;console-community-branding-plugin
org.glassfish.admingui:console-cluster-plugin;org.glassfish.admingui;console-cluster-plugin
org.glassfish.extras:appserv-rt-frag;org.glassfish.extras;appserv-rt-frag
org.glassfish.extras:appserv-rt;org.glassfish.extras;appserv-rt
org.glassfish.extras:appserv-rt-pom;org.glassfish.extras;appserv-rt-pom
org.glassfish.extras:javaee-frag;org.glassfish.extras;javaee-frag
org.glassfish.extras:javaee;org.glassfish.extras;javaee
org.glassfish.extras:javaee-pom;org.glassfish.extras;javaee-pom
org.glassfish.upgrade:upgrade-scripts;org.glassfish.upgrade;upgrade-scripts
org.glassfish.upgrade:upgrade-tool;org.glassfish.upgrade;upgrade-tool
org.glassfish.upgrade:upgrade;org.glassfish.upgrade;upgrade
org.glassfish.extras:osgi-container;org.glassfish.extras;osgi-container
org.glassfish.extras:grizzly-container;org.glassfish.extras;grizzly-container
org.glassfish.persistence.cmp:cmp-all;org.glassfish.persistence.cmp;cmp-all
org.glassfish.persistence.cmp:cmp-scripts;org.glassfish.persistence.cmp;cmp-scripts
org.glassfish.persistence.cmp:cmp-support-ejb;org.glassfish.persistence.cmp;cmp-support-ejb
org.glassfish.persistence.cmp:cmp-support-sqlstore;org.glassfish.persistence.cmp;cmp-support-sqlstore
org.glassfish.external:antlr-repackaged;org.glassfish.external;antlr-repackaged
org.glassfish.persistence.cmp:cmp-internal-api;org.glassfish.persistence.cmp;cmp-internal-api
org.glassfish.persistence.cmp:cmp-enhancer;org.glassfish.persistence.cmp;cmp-enhancer
org.glassfish.persistence.cmp:cmp-ejb-mapping;org.glassfish.persistence.cmp;cmp-ejb-mapping
org.glassfish.persistence.cmp:cmp-generator-database;org.glassfish.persistence.cmp;cmp-generator-database
org.glassfish.persistence.cmp:cmp-model;org.glassfish.persistence.cmp;cmp-model
org.glassfish.external:dbschema-repackaged;org.glassfish.external;dbschema-repackaged
org.glassfish.persistence.cmp:cmp-utility;org.glassfish.persistence.cmp;cmp-utility
org.glassfish.persistence.cmp:cmp;org.glassfish.persistence.cmp;cmp
org.glassfish.persistence:glassfish-oracle-jdbc-driver-packages;org.glassfish.persistence;glassfish-oracle-jdbc-driver-packages
org.glassfish.jdbc:templates;org.glassfish.jdbc;templates
org.glassfish.jms:jms-admin;org.glassfish.jms;jms-admin
org.glassfish.jms:jms-core;org.glassfish.jms;jms-core
org.glassfish.jms:jms;org.glassfish.jms;jms
org.glassfish.loadbalancer:load-balancer-admin;org.glassfish.loadbalancer;load-balancer-admin
org.glassfish.loadbalancer:load-balancer;org.glassfish.loadbalancer;load-balancer
org.glassfish.external:schema2beans-repackaged;org.glassfish.external;schema2beans-repackaged
org.glassfish.connectors:connectors-admin;org.glassfish.connectors;connectors-admin
org.glassfish.connectors:connectors-inbound-runtime;org.glassfish.connectors;connectors-inbound-runtime
org.glassfish.connectors:descriptors;org.glassfish.connectors;descriptors
org.glassfish.persistence:persistence-common;org.glassfish.persistence;persistence-common
org.glassfish.web:weld-integration-test-fragment;org.glassfish.web;weld-integration-test-fragment
org.glassfish.web:weld-integration-fragment;org.glassfish.web;weld-integration-fragment
org.glassfish.web:weld-integration;org.glassfish.web;weld-integration
org.glassfish.web:web-ha;org.glassfish.web;web-ha
org.glassfish.web:web-embed-impl;org.glassfish.web;web-embed-impl
org.glassfish.web:jspcaching-connector;org.glassfish.web;jspcaching-connector
org.glassfish.web:web-embed-api;org.glassfish.web;web-embed-api
org.glassfish.web:web-embed;org.glassfish.web;web-embed
org.glassfish.core:glassfish-extra-jre-packages;org.glassfish.core;glassfish-extra-jre-packages
org.glassfish.core:api-exporter-fragment;org.glassfish.core;api-exporter-fragment
org.glassfish.core:javaee-kernel;org.glassfish.core;javaee-kernel
org.glassfish.admin:rest-service;org.glassfish.admin;rest-service
org.glassfish.admin:backup;org.glassfish.admin;backup
org.glassfish.deployment:sun-as-jsr88-dm-frag;org.glassfish.deployment;sun-as-jsr88-dm-frag
org.glassfish.deployment:sun-as-jsr88-dm;org.glassfish.deployment;sun-as-jsr88-dm
org.glassfish.deployment:jsr-88;org.glassfish.deployment;jsr-88
