com.github.f1xmAn:jschedule-ds;com.github.f1xmAn;jschedule-ds
com.github.signed.inmemory.jndi:jndi-server;com.github.signed.inmemory.jndi;jndi-server
com.github.signed.inmemory.jms:jms-server;com.github.signed.inmemory.jms;jms-server
com.github.signed.inmemory.jms:jms-over-jndi-server-junit;com.github.signed.inmemory.jms;jms-over-jndi-server-junit
com.github.signed.inmemory.ftp:ftp-server-junit;com.github.signed.inmemory.ftp;ftp-server-junit
com.github.signed.inmemory.ftp:ftp-server;com.github.signed.inmemory.ftp;ftp-server
uk.co.wansdykehouse:jsonschema-maven-plugin;uk.co.wansdykehouse;jsonschema-maven-plugin
ai.h2o:h2o-classic;ai.h2o;h2o-classic
uk.co.wansdykehouse:jsonschema;uk.co.wansdykehouse;jsonschema
ai.h2o:h2o-classic-parent;ai.h2o;h2o-classic-parent
fr.xebia.extras:examples;fr.xebia.extras;examples
com.github.kevinwl02.plasmaui:library;com.github.kevinwl02.plasmaui;library
fr.wseduc:eventbus-wrapper;fr.wseduc;eventbus-wrapper
io.sphere.sdk.jvm:root_2.10;io.sphere.sdk.jvm;root_2.10
net.maritimecloud:mc-root-pom;net.maritimecloud;mc-root-pom
io.sphere.sdk.jvm:products;io.sphere.sdk.jvm;products
io.sphere.sdk.jvm:customers;io.sphere.sdk.jvm;customers
io.sphere.sdk.jvm:inventory;io.sphere.sdk.jvm;inventory
io.sphere.sdk.jvm:integration-test-lib;io.sphere.sdk.jvm;integration-test-lib
me.moocar:logback-gelf;me.moocar;logback-gelf
de.greenrobot:parent-pom-with-checks;de.greenrobot;parent-pom-with-checks
de.greenrobot:checkstyle-rules;de.greenrobot;checkstyle-rules
de.greenrobot:parent-pom;de.greenrobot;parent-pom
net.sf.jdds:jdds;net.sf.jdds;jdds
com.alexvasilkov:android-sign-release;com.alexvasilkov;android-sign-release
org.azolla.open:org.azolla.open.todo;org.azolla.open;org.azolla.open.todo
org.azolla.open:org.azolla.open;org.azolla.open;org.azolla.open
com.nitorcreations:junit-runners;com.nitorcreations;junit-runners
org.scalikejdbc:scalikejdbc-interpolation-core_2.11;org.scalikejdbc;scalikejdbc-interpolation-core_2.11
org.scalikejdbc:scalikejdbc-interpolation-core_2.10;org.scalikejdbc;scalikejdbc-interpolation-core_2.10
com.nitorcreations:core-utils;com.nitorcreations;core-utils
ch.tutti.android.applover:library;ch.tutti.android.applover;library
com.ketalo.play.plugins:emberjs-1555225206;com.ketalo.play.plugins;emberjs
com.github.ddevore:akka-persistence-mongo-casbah_2.11;com.github.ddevore;akka-persistence-mongo-casbah_2.11
com.github.ddevore:akka-persistence-mongo-common_2.11;com.github.ddevore;akka-persistence-mongo-common_2.11
us.fatehi:schemacrawler-generic;us.fatehi;schemacrawler-generic
com.nativelibs4java:scalaxy-loops_2.10;com.nativelibs4java;scalaxy-loops_2.10
com.nativelibs4java:scalaxy-loops_2.11;com.nativelibs4java;scalaxy-loops_2.11
com.nativelibs4java:scalaxy-streams_2.11;com.nativelibs4java;scalaxy-streams_2.11
com.kncept.sp:split-proc;com.kncept.sp;split-proc
com.github.ywelsch:gradle-play2-plugin;com.github.ywelsch;gradle-play2-plugin
org.eclipse.jetty.osgi:jetty-osgi-npn;org.eclipse.jetty.osgi;jetty-osgi-npn
org.eclipse.jetty:jetty-jsp;org.eclipse.jetty;jetty-jsp
org.eclipse.jetty.spdy:spdy-npn-tests;org.eclipse.jetty.spdy;spdy-npn-tests
org.eclipse.jetty.spdy:spdy-alpn-tests;org.eclipse.jetty.spdy;spdy-alpn-tests
org.eclipse.jetty.spdy:spdy-example-webapp;org.eclipse.jetty.spdy;spdy-example-webapp
org.eclipse.jetty.spdy:spdy-http-client-transport;org.eclipse.jetty.spdy;spdy-http-client-transport
org.eclipse.jetty.spdy:spdy-http-server;org.eclipse.jetty.spdy;spdy-http-server
org.eclipse.jetty.spdy:spdy-http-common;org.eclipse.jetty.spdy;spdy-http-common
org.eclipse.jetty.spdy:spdy-server;org.eclipse.jetty.spdy;spdy-server
org.eclipse.jetty:jetty-npn-server;org.eclipse.jetty;jetty-npn-server
org.eclipse.jetty.spdy:spdy-client;org.eclipse.jetty.spdy;spdy-client
org.eclipse.jetty:jetty-npn-client;org.eclipse.jetty;jetty-npn-client
org.eclipse.jetty:jetty-npn-parent;org.eclipse.jetty;jetty-npn-parent
org.eclipse.jetty.spdy:spdy-core;org.eclipse.jetty.spdy;spdy-core
org.eclipse.jetty.spdy:spdy-parent;org.eclipse.jetty.spdy;spdy-parent
com.github.beinn:lisp4j;com.github.beinn;lisp4j
com.github.cstroe:swagger-ant-task;com.github.cstroe;swagger-ant-task
org.opennms.newts:karaf;org.opennms.newts;karaf
edu.uiuc.ncsa.myproxy:oa4mp-server-oauth2-admin;edu.uiuc.ncsa.myproxy;oa4mp-server-oauth2-admin
com.timgroup:sbt-utc-1555225206;com.timgroup;sbt-utc
com.gu:facia-api-client_2.11;com.gu;facia-api-client_2.11
com.gu:facia-api-client_2.10;com.gu;facia-api-client_2.10
uaihebert.com:uaiCriteria;uaihebert.com;uaiCriteria
de.raysha.lib.net:secure-client-server;de.raysha.lib.net;secure-client-server
com.gu:flexible-content-block-to-text_2.11;com.gu;flexible-content-block-to-text_2.11
com.gu:flexible-content-block-to-text_2.10;com.gu;flexible-content-block-to-text_2.10
im.mange:shoreditch_2.10;im.mange;shoreditch_2.10
com.belerweb:weixin-mp-sdk;com.belerweb;weixin-mp-sdk
org.jboss.aerogear:aerogear-simplepush-server-wildfly;org.jboss.aerogear;aerogear-simplepush-server-wildfly
org.jboss.aerogear:aerogear-simplepush-server-vertx;org.jboss.aerogear;aerogear-simplepush-server-vertx
org.jboss.aerogear:aerogear-simplepush-server-netty;org.jboss.aerogear;aerogear-simplepush-server-netty
org.jboss.aerogear:aerogear-netty-codec-sockjs;org.jboss.aerogear;aerogear-netty-codec-sockjs
org.jboss.aerogear:aerogear-simplepush-server-core;org.jboss.aerogear;aerogear-simplepush-server-core
org.jboss.aerogear:aerogear-simplepush-datastore-couchdb;org.jboss.aerogear;aerogear-simplepush-datastore-couchdb
org.jboss.aerogear:aerogear-simplepush-datastore-redis;org.jboss.aerogear;aerogear-simplepush-datastore-redis
org.jboss.aerogear:aerogear-simplepush-datastore-jpa;org.jboss.aerogear;aerogear-simplepush-datastore-jpa
org.jboss.aerogear:aerogear-simplepush-datastore-in-memory;org.jboss.aerogear;aerogear-simplepush-datastore-in-memory
org.jboss.aerogear:simplepush-datastores-parent;org.jboss.aerogear;simplepush-datastores-parent
org.jboss.aerogear:aerogear-simplepush-server-api;org.jboss.aerogear;aerogear-simplepush-server-api
org.jboss.aerogear:aerogear-simplepush-protocol;org.jboss.aerogear;aerogear-simplepush-protocol
org.jboss.aerogear:aerogear-simplepush-common;org.jboss.aerogear;aerogear-simplepush-common
org.jboss.aerogear:simplepush-server-parent;org.jboss.aerogear;simplepush-server-parent
org.semweb4j:parent;org.semweb4j;parent
org.sction:proxool;org.sction;proxool
org.sction:phprpc;org.sction;phprpc
com.lucidchart:nark-plugin_2.10;com.lucidchart;nark-plugin_2.10
com.github.rahulsom:genealogy;com.github.rahulsom;genealogy
com.github.talenguyen:PrettySharedPreferences;com.github.talenguyen;PrettySharedPreferences
de.sciss:fscapejobs_2.10;de.sciss;fscapejobs_2.10
de.sciss:fscapejobs_2.11;de.sciss;fscapejobs_2.11
com.nthdimenzion:dbc;com.nthdimenzion;dbc
com.sandinh:php-unserializer_2.11;com.sandinh;php-unserializer_2.11
io.futuristic:futuristic-http;io.futuristic;futuristic-http
io.futuristic:futuristic-http-ning;io.futuristic;futuristic-http-ning
io.futuristic:futuristic-http-gson;io.futuristic;futuristic-http-gson
io.futuristic:futuristic;io.futuristic;futuristic
io.futuristic:futuristic-core;io.futuristic;futuristic-core
ch.ledcom:ledcom-parent-pom;ch.ledcom;ledcom-parent-pom
com.pongr:jetray_2.9.0-1;com.pongr;jetray_2.9.0-1
de.yourinspiration:spring-jwt;de.yourinspiration;spring-jwt
com.lucidchart:nark-pagerduty-plugin_2.10;com.lucidchart;nark-pagerduty-plugin_2.10
net.the4thdimension:audio-wife;net.the4thdimension;audio-wife
fr.apyx:ts2scala-macros_2.11.0-SNAPSHOT;fr.apyx;ts2scala-macros_2.11.0-SNAPSHOT
com.feth:play-easymail_2.10;com.feth;play-easymail_2.10
org.webjars:jQuery-Hover-Delay;org.webjars;jQuery-Hover-Delay
com.daveayan:ark;com.daveayan;ark
com.daveayan:mirage;com.daveayan;mirage
org.webjars:angular-filter;org.webjars;angular-filter
org.beangle.tomcat:beangle-tomcat-loader;org.beangle.tomcat;beangle-tomcat-loader
org.beangle.tomcat:beangle-tomcat-jdbc;org.beangle.tomcat;beangle-tomcat-jdbc
com.liveperson:akka-actor-x;com.liveperson;akka-actor-x
com.staticbloc.twv:layouts;com.staticbloc.twv;layouts
com.staticbloc.twv:core;com.staticbloc.twv;core
org.sction.core:Sction-core;org.sction.core;Sction-core
net.thucydides:thucydides-jbehave;net.thucydides;thucydides-jbehave
org.jfairy:jfairy;org.jfairy;jfairy
com.github.resource4j:resource4j-example-server;com.github.resource4j;resource4j-example-server
com.github.resource4j:resource4j-examples;com.github.resource4j;resource4j-examples
com.theisenp.harbor:harbor;com.theisenp.harbor;harbor
io.legs:legs_2.11;io.legs;legs_2.11
org.nosceon.titanite:titanite-example-chat;org.nosceon.titanite;titanite-example-chat
org.nosceon.titanite:titanite-example-tweetmap;org.nosceon.titanite;titanite-example-tweetmap
org.nosceon.titanite:titanite-example-helloworld;org.nosceon.titanite;titanite-example-helloworld
org.nosceon.titanite:titanite-auth;org.nosceon.titanite;titanite-auth
org.nosceon.titanite:titanite-view-freemarker;org.nosceon.titanite;titanite-view-freemarker
org.nosceon.titanite:titanite-view-mustache;org.nosceon.titanite;titanite-view-mustache
org.nosceon.titanite:titanite-xml-jaxb;org.nosceon.titanite;titanite-xml-jaxb
org.nosceon.titanite:titanite-json-gson;org.nosceon.titanite;titanite-json-gson
org.nosceon.titanite:titanite-json-jackson;org.nosceon.titanite;titanite-json-jackson
org.nosceon.titanite:titanite-scope-session;org.nosceon.titanite;titanite-scope-session
org.nosceon.titanite:titanite-scope-flash;org.nosceon.titanite;titanite-scope-flash
org.nosceon.titanite:titanite;org.nosceon.titanite;titanite
org.nosceon.titanite:titanite-parent;org.nosceon.titanite;titanite-parent
com.tomgibara.keycode:keycode;com.tomgibara.keycode;keycode
org.hudsonci.plugins:email-ext;org.hudsonci.plugins;email-ext
org.webjars:yui;org.webjars;yui
net.wessendorf.websocket:simple-client;net.wessendorf.websocket;simple-client
com.github.WojtekKowaluk:costello;com.github.WojtekKowaluk;costello
com.github.WojtekKowaluk:abbot;com.github.WojtekKowaluk;abbot
org.camunda.bpm.extension:camunda-bpm-jbehave-examples;org.camunda.bpm.extension;camunda-bpm-jbehave-examples
org.camunda.bpm.extension:camunda-bpm-jbehave;org.camunda.bpm.extension;camunda-bpm-jbehave
org.camunda.bpm.extension:camunda-bpm-jbehave-parent;org.camunda.bpm.extension;camunda-bpm-jbehave-parent
com.qifun:haxe-scala-library_2.11;com.qifun;haxe-scala-library_2.11
org.apache.aries.jpa:org.apache.aries.jpa.blueprint.aries;org.apache.aries.jpa;org.apache.aries.jpa.blueprint.aries
com.qifun:haxe-scala-library_2.10;com.qifun;haxe-scala-library_2.10
org.apache.aries.jpa:org.apache.aries.jpa.container.context;org.apache.aries.jpa;org.apache.aries.jpa.container.context
com.github.quickhull3d:quickhull3d;com.github.quickhull3d;quickhull3d
com.anton46:IceNet;com.anton46;IceNet
com.scaleset:cloudformation-builder;com.scaleset;cloudformation-builder
com.github.rycaon:webapp-parent;com.github.rycaon;webapp-parent
co.cask.tigon:tigon-unit-test;co.cask.tigon;tigon-unit-test
co.cask.tigon:tigon-distribution;co.cask.tigon;tigon-distribution
co.cask.tigon:tigon;co.cask.tigon;tigon
co.cask.tigon:tigon-yarn;co.cask.tigon;tigon-yarn
co.cask.tigon:tigon-api;co.cask.tigon;tigon-api
co.cask.tigon:tigon-app-archetype;co.cask.tigon;tigon-app-archetype
co.cask.tigon:tigon-hbase-compat-0.96;co.cask.tigon;tigon-hbase-compat-0.96
co.cask.tigon:tigon-flow;co.cask.tigon;tigon-flow
co.cask.tigon:tigon-hbase-compat-0.94;co.cask.tigon;tigon-hbase-compat-0.94
co.cask.tigon:tigon-common;co.cask.tigon;tigon-common
co.cask.tigon:tigon-sql;co.cask.tigon;tigon-sql
co.cask.tigon:tigon-archetypes;co.cask.tigon;tigon-archetypes
co.cask.tigon:tigon-queue;co.cask.tigon;tigon-queue
co.cask.tigon:tigon-client;co.cask.tigon;tigon-client
org.shredzone.jshred:jshred-web;org.shredzone.jshred;jshred-web
org.shredzone.jshred:jshred-util;org.shredzone.jshred;jshred-util
org.shredzone.jshred:jshred-swing;org.shredzone.jshred;jshred-swing
org.shredzone.jshred:jshred;org.shredzone.jshred;jshred
org.rhq.metrics:dummy-ui;org.rhq.metrics;dummy-ui
com.englishtown:vertx-mod-when;com.englishtown;vertx-mod-when
org.spark-project.hive.shims:hive-shims-common-secure;org.spark-project.hive.shims;hive-shims-common-secure
org.spark-project.hive.shims:hive-shims-0.20;org.spark-project.hive.shims;hive-shims-0.20
io.rny.dropwizard.modules:dropwizard-cmis;io.rny.dropwizard.modules;dropwizard-cmis
com.tek271:funj;com.tek271;funj
org.jboss.ws:jbossws-jboss720-tests-integration;org.jboss.ws;jbossws-jboss720-tests-integration
org.jboss.ws:jbossws-jboss720-server-integration;org.jboss.ws;jbossws-jboss720-server-integration
org.jboss.ws:jbossws-jboss720-parent;org.jboss.ws;jbossws-jboss720-parent
org.lucasr.twowayview:twowayview;org.lucasr.twowayview;twowayview
org.semweb4j:dist;org.semweb4j;dist
org.semweb4j:rdfreactor.dist;org.semweb4j;rdfreactor.dist
org.semweb4j:rdfreactor-maven-plugin;org.semweb4j;rdfreactor-maven-plugin
org.semweb4j:rdfreactor.generator;org.semweb4j;rdfreactor.generator
org.semweb4j:rdfreactor.runtime;org.semweb4j;rdfreactor.runtime
org.semweb4j:rdf2go.dist;org.semweb4j;rdf2go.dist
org.semweb4j:rdf2go.impl.sesame;org.semweb4j;rdf2go.impl.sesame
org.semweb4j:rdf2go.impl.jena;org.semweb4j;rdf2go.impl.jena
org.semweb4j:rdf2go.api;org.semweb4j;rdf2go.api
org.semweb4j:bom;org.semweb4j;bom
com.github.oxo42:stateless4j;com.github.oxo42;stateless4j
net.sourceforge.serp:serp;net.sourceforge.serp;serp
ch.racic.selenium.helper:SeleniumDownloadHelper;ch.racic.selenium.helper;SeleniumDownloadHelper
com.kryshchuk.imcollector:imcollector-auth-mongodb;com.kryshchuk.imcollector;imcollector-auth-mongodb
com.kryshchuk.imcollector:imcollector-auth;com.kryshchuk.imcollector;imcollector-auth
com.kryshchuk.imcollector:imcollector-domain;com.kryshchuk.imcollector;imcollector-domain
com.github.slezier:SimpleFunctionalTest;com.github.slezier;SimpleFunctionalTest
org.kevoree.library.java:org.kevoree.library.java.hazelcast;org.kevoree.library.java;org.kevoree.library.java.hazelcast
io.github.morgaroth:metrics-statsd_2.11;io.github.morgaroth;metrics-statsd_2.11
io.github.morgaroth:metrics-statsd_2.10;io.github.morgaroth;metrics-statsd_2.10
com.kryshchuk.imcollector:imcollector-dao;com.kryshchuk.imcollector;imcollector-dao
io.github.morgaroth:metrics-statsd-support_2.11;io.github.morgaroth;metrics-statsd-support_2.11
io.github.morgaroth:metrics-statsd-support_2.10;io.github.morgaroth;metrics-statsd-support_2.10
com.octo.reactive.audit:reactive-audit-lib;com.octo.reactive.audit;reactive-audit-lib
com.octo.reactive.audit:reactive-audit-agent;com.octo.reactive.audit;reactive-audit-agent
com.astamuse:asta4d-sample;com.astamuse;asta4d-sample
com.github.lichuanzhi7909:banner;com.github.lichuanzhi7909;banner
org.webjars:angularjs-toaster;org.webjars;angularjs-toaster
com.github.nicholasastuart:mule-mmc-rest-plugin;com.github.nicholasastuart;mule-mmc-rest-plugin
me.geso:mech;me.geso;mech
com.github.wokier.notify-test-progress:notify-test-progress;com.github.wokier.notify-test-progress;notify-test-progress
net.timothyhahn:crane_2.10;net.timothyhahn;crane_2.10
com.proofpoint.platform:rack-server-base;com.proofpoint.platform;rack-server-base
com.proofpoint.platform:rack-packaging;com.proofpoint.platform;rack-packaging
com.proofpoint.platform:rack-launcher;com.proofpoint.platform;rack-launcher
com.proofpoint.platform:rack;com.proofpoint.platform;rack
com.proofpoint.platform:platform-rack;com.proofpoint.platform;platform-rack
com.cardiomood.android:android-widgets;com.cardiomood.android;android-widgets
com.tundem.aboutlibraries:library;com.tundem.aboutlibraries;library
com.liferay.maven.plugins:liferay-maven-plugin;com.liferay.maven.plugins;liferay-maven-plugin
com.liferay.maven:plugins;com.liferay.maven;plugins
com.liferay.maven.archetypes:liferay-web-archetype;com.liferay.maven.archetypes;liferay-web-archetype
com.liferay.maven.archetypes:liferay-theme-archetype;com.liferay.maven.archetypes;liferay-theme-archetype
com.liferay.maven.archetypes:liferay-servicebuilder-archetype;com.liferay.maven.archetypes;liferay-servicebuilder-archetype
com.liferay.maven.archetypes:liferay-portlet-richfaces-archetype;com.liferay.maven.archetypes;liferay-portlet-richfaces-archetype
com.liferay.maven.archetypes:liferay-portlet-primefaces-archetype;com.liferay.maven.archetypes;liferay-portlet-primefaces-archetype
com.liferay.maven.archetypes:liferay-portlet-liferay-faces-alloy-archetype;com.liferay.maven.archetypes;liferay-portlet-liferay-faces-alloy-archetype
com.liferay.maven.archetypes:liferay-portlet-jsf-archetype;com.liferay.maven.archetypes;liferay-portlet-jsf-archetype
com.liferay.maven.archetypes:liferay-portlet-icefaces-archetype;com.liferay.maven.archetypes;liferay-portlet-icefaces-archetype
com.liferay.maven.archetypes:liferay-portlet-archetype;com.liferay.maven.archetypes;liferay-portlet-archetype
com.liferay.maven.archetypes:liferay-layouttpl-archetype;com.liferay.maven.archetypes;liferay-layouttpl-archetype
com.liferay.maven.archetypes:liferay-hook-archetype;com.liferay.maven.archetypes;liferay-hook-archetype
com.liferay.maven.archetypes:liferay-ext-archetype;com.liferay.maven.archetypes;liferay-ext-archetype
com.liferay.maven:liferay-archetypes;com.liferay.maven;liferay-archetypes
com.liferay.maven:maven-support;com.liferay.maven;maven-support
com.whizzosoftware:wzwave;com.whizzosoftware;wzwave
io.ifar.skid-road:skid-road-jersey;io.ifar.skid-road;skid-road-jersey
com.foursquare:all_2.9.2;com.foursquare;all_2.9.2
com.foursquare:all_2.9.1;com.foursquare;all_2.9.1
com.almworks.sqlite4java:sqlite4java-win32-x86;com.almworks.sqlite4java;sqlite4java-win32-x86
com.almworks.sqlite4java:sqlite4java-win32-x64;com.almworks.sqlite4java;sqlite4java-win32-x64
com.almworks.sqlite4java:libsqlite4java-osx;com.almworks.sqlite4java;libsqlite4java-osx
com.almworks.sqlite4java:libsqlite4java-linux-i386;com.almworks.sqlite4java;libsqlite4java-linux-i386
com.almworks.sqlite4java:libsqlite4java-linux-amd64;com.almworks.sqlite4java;libsqlite4java-linux-amd64
com.almworks.sqlite4java:sqlite4java;com.almworks.sqlite4java;sqlite4java
fr.irit.smac.thirdparty.edu.gmu.cs:mason;fr.irit.smac.thirdparty.edu.gmu.cs;mason
fr.irit.smac.lib.contrib:mason-xtend-contrib;fr.irit.smac.lib.contrib;mason-xtend-contrib
fr.irit.smac.lib.contrib:xtend-contrib;fr.irit.smac.lib.contrib;xtend-contrib
fr.irit.smac.lib.contrib:functionaljava-xtend-contrib;fr.irit.smac.lib.contrib;functionaljava-xtend-contrib
fr.irit.smac.thirdparty.net.sf.rlforj:rlforj;fr.irit.smac.thirdparty.net.sf.rlforj;rlforj
org.camunda.spin:camunda-spin-all;org.camunda.spin;camunda-spin-all
org.camunda.spin:camunda-spin-parent;org.camunda.spin;camunda-spin-parent
com.github.fge:json-schema-validator;com.github.fge;json-schema-validator
com.kryshchuk.imcollector:imcollector-mongodb;com.kryshchuk.imcollector;imcollector-mongodb
com.3sidedcube.storm:content;com.3sidedcube.storm;content
com.github.fge:json-schema-core;com.github.fge;json-schema-core
com.kryshchuk.mirror.com.feth:play-easymail_2.11;com.kryshchuk.mirror.com.feth;play-easymail_2.11
com.kryshchuk.mirror.com.feth:play-authenticate_2.11;com.kryshchuk.mirror.com.feth;play-authenticate_2.11
