com.github.f1xmAn:jschedule-ds;com.github.f1xmAn;jschedule-ds
com.github.mumoshu:play2-memcached_2.11;com.github.mumoshu;play2-memcached_2.11
org.scala-refactoring:org.scala-refactoring.library_2.9.3;org.scala-refactoring;org.scala-refactoring.library_2.9.3
org.outsideMyBox:testUtils;org.outsideMyBox;testUtils
com.m3958.vertxio:vertxcombo;com.m3958.vertxio;vertxcombo
com.github.pradeeppappu:apdf-lib;com.github.pradeeppappu;apdf-lib
eu.aylett.versioncheck:versioncheck-maven-plugin;eu.aylett.versioncheck;versioncheck-maven-plugin
lt.velykis.maven.skins:reflow-maven-skin;lt.velykis.maven.skins;reflow-maven-skin
lt.velykis.maven.skins:reflow-velocity-tools;lt.velykis.maven.skins;reflow-velocity-tools
lt.velykis.maven.skins:reflow-parent;lt.velykis.maven.skins;reflow-parent
org.smart4j:smart-root;org.smart4j;smart-root
com.io7m.jlog:io7m-jlog-documentation;com.io7m.jlog;io7m-jlog-documentation
com.io7m.jlog:io7m-jlog-core;com.io7m.jlog;io7m-jlog-core
com.io7m.jlog:io7m-jlog;com.io7m.jlog;io7m-jlog
org.smart4j:smart-plugin-security;org.smart4j;smart-plugin-security
org.jabsaw:jabsaw-maven-plugin;org.jabsaw;jabsaw-maven-plugin
org.jabsaw:jabsaw-cli;org.jabsaw;jabsaw-cli
org.jabsaw:jabsaw;org.jabsaw;jabsaw
org.jabsaw:jabsaw-util;org.jabsaw;jabsaw-util
org.jabsaw:jabsaw-impl;org.jabsaw;jabsaw-impl
org.jabsaw:jabsaw-api;org.jabsaw;jabsaw-api
com.github.skhatri:gradle-sqlrelease-plugin;com.github.skhatri;gradle-sqlrelease-plugin
com.github.mkolisnyk:muto;com.github.mkolisnyk;muto
org.jarmoni:jarmoni-codestyle;org.jarmoni;jarmoni-codestyle
com.tobedevoured.command:command-spring;com.tobedevoured.command;command-spring
com.tobedevoured.command:command-core;com.tobedevoured.command;command-core
org.webjars:jquery.fileDownload;org.webjars;jquery.fileDownload
org.webjars:yadda;org.webjars;yadda
de.taimos:totp;de.taimos;totp
org.trypticon.gum:gum;org.trypticon.gum;gum
me.lorenc.dreadlogs:dreadlogs;me.lorenc.dreadlogs;dreadlogs
com.github.frtu.simple:simple-indexer;com.github.frtu.simple;simple-indexer
com.github.frtu.simple:simple-infra;com.github.frtu.simple;simple-infra
com.github.frtu.simple:simple-scan;com.github.frtu.simple;simple-scan
org.trypticon.haqua:haqua;org.trypticon.haqua;haqua
com.originate:play2-websocket_2.10;com.originate;play2-websocket_2.10
org.webjars:mime;org.webjars;mime
com.blacklocus.queue-slayer:qs-worker-elasticsearch;com.blacklocus.queue-slayer;qs-worker-elasticsearch
com.blacklocus.queue-slayer:qs-worker-core;com.blacklocus.queue-slayer;qs-worker-core
com.blacklocus.queue-slayer:qs-worker-aws;com.blacklocus.queue-slayer;qs-worker-aws
com.blacklocus.queue-slayer:qs-realm-server;com.blacklocus.queue-slayer;qs-realm-server
com.blacklocus:jres-util;com.blacklocus;jres-util
com.blacklocus:jres-test;com.blacklocus;jres-test
com.blacklocus:jres-core;com.blacklocus;jres-core
com.blacklocus:jres-api;com.blacklocus;jres-api
de.saly:javamail-mock2-fullmock;de.saly;javamail-mock2-fullmock
de.saly:javamail-mock2-halfmock;de.saly;javamail-mock2-halfmock
org.fusesource.hawtbuf:hawtbuf-protoc;org.fusesource.hawtbuf;hawtbuf-protoc
org.fusesource.hawtbuf:hawtbuf-proto;org.fusesource.hawtbuf;hawtbuf-proto
org.fusesource.hawtbuf:hawtbuf;org.fusesource.hawtbuf;hawtbuf
org.fusesource.hawtbuf:hawtbuf-project;org.fusesource.hawtbuf;hawtbuf-project
org.eigengo:sbt-mdrw-1555225206;org.eigengo;sbt-mdrw
com.hanhuy:android-common_2.9.2;com.hanhuy;android-common_2.9.2
net.sourceforge.fiftyone-java:51Degrees.mobi.detection.webapp;net.sourceforge.fiftyone-java;51Degrees.mobi.detection.webapp
net.sourceforge.fiftyone-java:51Degrees.mobi.detection.core;net.sourceforge.fiftyone-java;51Degrees.mobi.detection.core
li.rudin.mavenjs:jquery;li.rudin.mavenjs;jquery
li.rudin.mavenjs:requirejs;li.rudin.mavenjs;requirejs
li.rudin.mavenjs:ramda;li.rudin.mavenjs;ramda
net.sf.timecharts:time-charts;net.sf.timecharts;time-charts
io.apigee.build-tools.enterprise4g:apigee-edge-maven-archtypes;io.apigee.build-tools.enterprise4g;apigee-edge-maven-archtypes
org.everit.osgi.dev:org.everit.osgi.dev.richconsole;org.everit.osgi.dev;org.everit.osgi.dev.richconsole
com.sopinet:android-nethelper;com.sopinet;android-nethelper
io.sphere:json-validator-1555225206;io.sphere;json-validator
io.sphere:git-publisher-1555225206;io.sphere;git-publisher
io.sphere:sbt-modules-1555225206;io.sphere;sbt-modules
com.github.mumoshu:play2-memcached_2.10;com.github.mumoshu;play2-memcached_2.10
org.jdal:jdal-web;org.jdal;jdal-web
org.jdal:jdal-vaadin;org.jdal;jdal-vaadin
org.jdal:jdal-aspects;org.jdal;jdal-aspects
org.jdal:jdal-swing;org.jdal;jdal-swing
org.jdal:jdal-core;org.jdal;jdal-core
org.jdal:jdal-aop;org.jdal;jdal-aop
org.jdal:jdal;org.jdal;jdal
com.m3958.apps:anonymousupload;com.m3958.apps;anonymousupload
com.github.ethul:redis-algebra-interpreter_2.10;com.github.ethul;redis-algebra-interpreter_2.10
org.ensime:ensime-sbt-cmd-1555225206;org.ensime;ensime-sbt-cmd
io.vertx:mod-rxvertx;io.vertx;mod-rxvertx
org.raidenjpa:raidenjpa-core;org.raidenjpa;raidenjpa-core
org.raidenjpa:raidenjpa;org.raidenjpa;raidenjpa
com.lexicalscope.hamcrest:matchers-additional;com.lexicalscope.hamcrest;matchers-additional
pl.touk.sputnik:sputnik;pl.touk.sputnik;sputnik
com.btaz.util:data-util;com.btaz.util;data-util
com.soulwarelabs.jparley:jparley-api;com.soulwarelabs.jparley;jparley-api
com.soulwarelabs.jparley:jparley-core;com.soulwarelabs.jparley;jparley-core
org.boofcv:v4l4j;org.boofcv;v4l4j
edu.jhu.agiga:agiga;edu.jhu.agiga;agiga
com.github.frankiesardo:icepick-processor;com.github.frankiesardo;icepick-processor
com.github.frankiesardo:icepick;com.github.frankiesardo;icepick
com.xiaomi.infra:chronos;com.xiaomi.infra;chronos
org.webjars:neod3;org.webjars;neod3
org.webjars:chartjs;org.webjars;chartjs
com.ferega.props:propsloader-scalaapi_2.10;com.ferega.props;propsloader-scalaapi_2.10
me.biubiubiu.justifytext:library;me.biubiubiu.justifytext;library
jfree:jfreechart-swt;jfree;jfreechart-swt
net.unit8.sastruts:sastruts-advanced-routes;net.unit8.sastruts;sastruts-advanced-routes
com.boyunjian.flashdb:flashdb-client;com.boyunjian.flashdb;flashdb-client
org.antlr:antlr4-annotations;org.antlr;antlr4-annotations
org.squeryl:squeryl_2.9.3;org.squeryl;squeryl_2.9.3
com.nfsdb:nfsdb-stream;com.nfsdb;nfsdb-stream
com.nfsdb:nfsdb-guice;com.nfsdb;nfsdb-guice
com.flyobjectspace:flyscala_2.10;com.flyobjectspace;flyscala_2.10
com.flyobjectspace:flyjava;com.flyobjectspace;flyjava
com.heinrichreimersoftware.shapetouchlistener:library;com.heinrichreimersoftware.shapetouchlistener;library
net.evendanan.anysoftkeyboard:api;net.evendanan.anysoftkeyboard;api
net.biville.florent:maven-embedded-neo4j-archetype;net.biville.florent;maven-embedded-neo4j-archetype
de.bripkens:static-i18n-testing;de.bripkens;static-i18n-testing
de.bripkens:static-i18n-builder;de.bripkens;static-i18n-builder
de.bripkens:static-i18n;de.bripkens;static-i18n
com.safaribooks:jenkins-helper-java;com.safaribooks;jenkins-helper-java
org.cruxframework:crux-core;org.cruxframework;crux-core
io.kazuki:kazuki-impl;io.kazuki;kazuki-impl
io.kazuki:kazuki-api;io.kazuki;kazuki-api
io.kazuki:kazuki-parent;io.kazuki;kazuki-parent
org.jboss.jsr299.tck:jsr299-tck-reference-guide;org.jboss.jsr299.tck;jsr299-tck-reference-guide
org.jboss.jsr299.tck:jsr299-tck-impl;org.jboss.jsr299.tck;jsr299-tck-impl
org.jboss.jsr299.tck:jsr299-tck-api;org.jboss.jsr299.tck;jsr299-tck-api
org.jboss.jsr299.tck:jsr299-tck-parent;org.jboss.jsr299.tck;jsr299-tck-parent
org.keycloak:keycloak-export-import-impl;org.keycloak;keycloak-export-import-impl
org.keycloak:keycloak-picketlink-realm;org.keycloak;keycloak-picketlink-realm
org.keycloak:keycloak-authentication-picketlink;org.keycloak;keycloak-authentication-picketlink
org.keycloak:keycloak-authentication-model;org.keycloak;keycloak-authentication-model
org.keycloak:keycloak-authentication-api;org.keycloak;keycloak-authentication-api
org.keycloak:keycloak-authentication-parent;org.keycloak;keycloak-authentication-parent
org.orbisgis:ogc-custom;org.orbisgis;ogc-custom
net.bramp.db-patterns:db-patterns;net.bramp.db-patterns;db-patterns
org.parallelj:parallelj-tracknrestart;org.parallelj;parallelj-tracknrestart
org.apache.openejb:javaee-api;org.apache.openejb;javaee-api
dk.navicon:vldocking;dk.navicon;vldocking
nz.ac.auckland.jobs:periodic-jobs;nz.ac.auckland.jobs;periodic-jobs
com.oakfusion:spring-cookie-session;com.oakfusion;spring-cookie-session
com.soulwarelabs.jparley:jparley-utility;com.soulwarelabs.jparley;jparley-utility
net.bramp.jackson:jackson-datatype-commons-lang3;net.bramp.jackson;jackson-datatype-commons-lang3
com.sangupta:bloomfilter;com.sangupta;bloomfilter
net.trajano:easy-cassandra;net.trajano;easy-cassandra
de.tudarmstadt.ukp.dkpro.lab:dkpro-lab-uima-engine-cpe;de.tudarmstadt.ukp.dkpro.lab;dkpro-lab-uima-engine-cpe
de.tudarmstadt.ukp.dkpro.lab:dkpro-lab-support-slf4j;de.tudarmstadt.ukp.dkpro.lab;dkpro-lab-support-slf4j
de.tudarmstadt.ukp.dkpro.lab:dkpro-lab-ml-example;de.tudarmstadt.ukp.dkpro.lab;dkpro-lab-ml-example
de.tudarmstadt.ukp.dkpro.lab:dkpro-lab-uima-engine-simple;de.tudarmstadt.ukp.dkpro.lab;dkpro-lab-uima-engine-simple
de.tudarmstadt.ukp.dkpro.lab:dkpro-lab-uima;de.tudarmstadt.ukp.dkpro.lab;dkpro-lab-uima
de.tudarmstadt.ukp.dkpro.lab:dkpro-lab-groovy;de.tudarmstadt.ukp.dkpro.lab;dkpro-lab-groovy
de.tudarmstadt.ukp.dkpro.lab:dkpro-lab-core;de.tudarmstadt.ukp.dkpro.lab;dkpro-lab-core
de.tudarmstadt.ukp.dkpro.lab:dkpro-lab;de.tudarmstadt.ukp.dkpro.lab;dkpro-lab
com.github.zgmnkv:zwave4j;com.github.zgmnkv;zwave4j
com.github.gfx.util.encrypt:encrypt-utils;com.github.gfx.util.encrypt;encrypt-utils
org.bdgenomics.adam:adam-format;org.bdgenomics.adam;adam-format
com.googlecode.flickrj-android:flickrj-android;com.googlecode.flickrj-android;flickrj-android
org.fabrician.maven-plugins:distribution-plugin;org.fabrician.maven-plugins;distribution-plugin
li.rudin.mv:mv-login;li.rudin.mv;mv-login
li.rudin.mv:mv-charting;li.rudin.mv;mv-charting
li.rudin.mv:mv-calendar;li.rudin.mv;mv-calendar
li.rudin.mv:mv-datetimeinput;li.rudin.mv;mv-datetimeinput
li.rudin.mv:mv-core;li.rudin.mv;mv-core
li.rudin.mv:mv;li.rudin.mv;mv
com.nurkiewicz.lazyseq:lazyseq;com.nurkiewicz.lazyseq;lazyseq
it.subito:frost-library;it.subito;frost-library
fr.braindead:npm-resolver;fr.braindead;npm-resolver
fr.braindead:npm-java;fr.braindead;npm-java
com.avast:jar-loader;com.avast;jar-loader
com.tadamski.glassfish:mongo-realm-module;com.tadamski.glassfish;mongo-realm-module
com.tadamski.glassfish:mongo-realm-api;com.tadamski.glassfish;mongo-realm-api
com.tadamski.glassfish:mongo-realm;com.tadamski.glassfish;mongo-realm
me.sneer:sneer-api;me.sneer;sneer-api
org.nbn-resolving:common;org.nbn-resolving;common
com.github.jarlakxen:play-extensions_2.10;com.github.jarlakxen;play-extensions_2.10
org.armadillojava:armadillojava;org.armadillojava;armadillojava
de.sciss:pointillism-rhythm_2.10;de.sciss;pointillism-rhythm_2.10
de.sciss:pointillism-views_2.10;de.sciss;pointillism-views_2.10
de.sciss:pointillism-core_2.10;de.sciss;pointillism-core_2.10
de.sciss:pointillism-chart_2.10;de.sciss;pointillism-chart_2.10
de.sciss:pointillism_2.10;de.sciss;pointillism_2.10
de.sciss:pointillism-views_2.11;de.sciss;pointillism-views_2.11
de.sciss:pointillism-rhythm_2.11;de.sciss;pointillism-rhythm_2.11
de.sciss:pointillism-chart_2.11;de.sciss;pointillism-chart_2.11
de.sciss:pointillism-core_2.11;de.sciss;pointillism-core_2.11
de.sciss:pointillism_2.11;de.sciss;pointillism_2.11
net.netheos:pcs-api-android;net.netheos;pcs-api-android
kr.co.kdsoft.droidlib:network;kr.co.kdsoft.droidlib;network
net.callumtaylor:gridlistview;net.callumtaylor;gridlistview
org.codehaus.sonar-plugins:sonar-ant-task;org.codehaus.sonar-plugins;sonar-ant-task
de.micromata.jak:JavaAPIforKml;de.micromata.jak;JavaAPIforKml
com.wu-man:twolevellrucache;com.wu-man;twolevellrucache
com.nesscomputing:ness-oss-parent;com.nesscomputing;ness-oss-parent
com.google.uzaygezen:uzaygezen-core;com.google.uzaygezen;uzaygezen-core
com.github.kmizu:jsonda-json4s_2.9.2;com.github.kmizu;jsonda-json4s_2.9.2
com.github.kmizu:jsonda-core_2.9.2;com.github.kmizu;jsonda-core_2.9.2
com.github.kmizu:jsonda-core_2.9.1;com.github.kmizu;jsonda-core_2.9.1
com.github.kmizu:jsonda-json4s_2.9.1;com.github.kmizu;jsonda-json4s_2.9.1
com.github.kmizu:jsonda-json4s_2.10;com.github.kmizu;jsonda-json4s_2.10
com.github.kmizu:jsonda-core_2.10;com.github.kmizu;jsonda-core_2.10
com.google.uzaygezen:uzaygezen;com.google.uzaygezen;uzaygezen
com.myerp.api:myerp-java-api-client;com.myerp.api;myerp-java-api-client
com.github.sylvainlaurent.jdbcperflogger:jdbc-perf-logger-java8-tests;com.github.sylvainlaurent.jdbcperflogger;jdbc-perf-logger-java8-tests
fr.dudie:onebusaway-api;fr.dudie;onebusaway-api
fr.dudie:rennes-data-api;fr.dudie;rennes-data-api
com.msiops.jaxrs:jaxrs-trailing-slash;com.msiops.jaxrs;jaxrs-trailing-slash
net.ju-n.compile-command-annotations:compile-command-annotations;net.ju-n.compile-command-annotations;compile-command-annotations
net.nikore.etcd:scala-etcd;net.nikore.etcd;scala-etcd
org.hectorclient:hector-object-mapper;org.hectorclient;hector-object-mapper
org.hectorclient:hector-core;org.hectorclient;hector-core
org.hectorclient:hector-test;org.hectorclient;hector-test
org.hectorclient:hector;org.hectorclient;hector
net.kuujo:vertigo-util;net.kuujo;vertigo-util
net.kuujo:vertigo-deployer;net.kuujo;vertigo-deployer
net.kuujo:vertigo-cluster;net.kuujo;vertigo-cluster
net.kuujo:vertigo;net.kuujo;vertigo
net.kuujo:vertigo-parent;net.kuujo;vertigo-parent
com.rackspace.cloud.api:olink-maven-plugin;com.rackspace.cloud.api;olink-maven-plugin
org.wildfly.archetypes:wildfly-subsystem;org.wildfly.archetypes;wildfly-subsystem
com.phloc:phloc-event-scopes;com.phloc;phloc-event-scopes
org.scala-refactoring:org.scala-refactoring.library_2.9.2;org.scala-refactoring;org.scala-refactoring.library_2.9.2
com.gu:pa-client_2.10;com.gu;pa-client_2.10
org.julienrf:play-jsonp-filter_2.11;org.julienrf;play-jsonp-filter_2.11
org.julienrf:play-jsonp-filter_2.10;org.julienrf;play-jsonp-filter_2.10
org.codehaus.sonar-plugins.xml:sslr-xml-toolkit;org.codehaus.sonar-plugins.xml;sslr-xml-toolkit
org.codehaus.sonar-plugins.xml:sonar-xml-plugin;org.codehaus.sonar-plugins.xml;sonar-xml-plugin
org.codehaus.sonar-plugins.xml:xml-squid;org.codehaus.sonar-plugins.xml;xml-squid
org.codehaus.sonar-plugins.xml:xml;org.codehaus.sonar-plugins.xml;xml
net.koofr:sdk-java;net.koofr;sdk-java
org.connid.bundles:org.connid.bundles.openam;org.connid.bundles;org.connid.bundles.openam
org.codehaus.sonar-plugins:sonar-motion-chart-plugin;org.codehaus.sonar-plugins;sonar-motion-chart-plugin
com.mobigosoft:graphlib;com.mobigosoft;graphlib
ch.racic.testing:TestFrameworkHelper;ch.racic.testing;TestFrameworkHelper
com.github.sporcina.mule.modules:dynamodb-connector;com.github.sporcina.mule.modules;dynamodb-connector
com.uphyca.gradle:gradle-android-apt-plugin;com.uphyca.gradle;gradle-android-apt-plugin
io.useless:useless_2.10;io.useless;useless_2.10
eu.rekisoft.android:editmail;eu.rekisoft.android;editmail
kr.pe.kwonnam.freemarker:freemarker-template-inheritance;kr.pe.kwonnam.freemarker;freemarker-template-inheritance
org.webjars:EventEmitter;org.webjars;EventEmitter
net.sf.m-m-m:mmm-persistence-impl-hibernate;net.sf.m-m-m;mmm-persistence-impl-hibernate
net.sf.m-m-m:mmm-persistence-impl-jpa;net.sf.m-m-m;mmm-persistence-impl-jpa
net.sf.m-m-m:mmm-persistence-api;net.sf.m-m-m;mmm-persistence-api
net.sf.m-m-m:mmm-transaction-impl-spring;net.sf.m-m-m;mmm-transaction-impl-spring
net.sf.m-m-m:mmm-transaction-api;net.sf.m-m-m;mmm-transaction-api
kr.pe.kwonnam.jsp:jsp-template-inheritance;kr.pe.kwonnam.jsp;jsp-template-inheritance
com.oracle.kv:kvclient_3.0.5;com.oracle.kv;kvclient_3.0.5
org.jinq:demosrc;org.jinq;demosrc
org.jinq:demogen;org.jinq;demogen
com.github.gfx.util.encrpt:encrypt-utils;com.github.gfx.util.encrpt;encrypt-utils
co.tomlee.gradle.plugins:gradle-protoc-plugin;co.tomlee.gradle.plugins;gradle-protoc-plugin
com.wordnik:swagger-java-cxf-sample_2.10;com.wordnik;swagger-java-cxf-sample_2.10
com.wordnik:swagger-scala-sample-file-upload-app_2.10;com.wordnik;swagger-scala-sample-file-upload-app_2.10
com.wordnik:swagger-java-subresource-sample_2.10;com.wordnik;swagger-java-subresource-sample_2.10
com.wordnik:swagger-scala-servlet_2.10;com.wordnik;swagger-scala-servlet_2.10
com.wordnik:swagger-scala-sample_2.10;com.wordnik;swagger-scala-sample_2.10
com.wordnik:swagger-java-dropwizard-sample-app_2.10;com.wordnik;swagger-java-dropwizard-sample-app_2.10
com.wordnik:swagger-java-sample-app_2.10;com.wordnik;swagger-java-sample-app_2.10
com.wordnik:swagger-java-resteasy-sample_2.10;com.wordnik;swagger-java-resteasy-sample_2.10
org.kevoree:org.kevoree.maven.resolver;org.kevoree;org.kevoree.maven.resolver
com.github.rahulsom:geocoder;com.github.rahulsom;geocoder
org.webjars:angular-growl;org.webjars;angular-growl
org.webjars:libphonenumber;org.webjars;libphonenumber
com.tojc.ormlite.android:ormlite-content-provider-sample;com.tojc.ormlite.android;ormlite-content-provider-sample
com.tojc.ormlite.android:ormlite-content-provider-library-test;com.tojc.ormlite.android;ormlite-content-provider-library-test
com.tojc.ormlite.android:ormlite-content-provider-library;com.tojc.ormlite.android;ormlite-content-provider-library
com.tojc.ormlite.android:ormlite-content-provider-compiler-sample;com.tojc.ormlite.android;ormlite-content-provider-compiler-sample
com.tojc.ormlite.android:ormlite-content-provider-compiler;com.tojc.ormlite.android;ormlite-content-provider-compiler
com.github.wuic:wuic-thymeleaf;com.github.wuic;wuic-thymeleaf
com.github.wuic:wuic-modules;com.github.wuic;wuic-modules
com.github.wuic:wuic-ssh;com.github.wuic;wuic-ssh
com.github.wuic:wuic-google-storage;com.github.wuic;wuic-google-storage
com.github.wuic:wuic-ftp;com.github.wuic;wuic-ftp
org.webjars:susy;org.webjars;susy
com.github.wuic:wuic-aws-s3;com.github.wuic;wuic-aws-s3
org.bitbucket.kienerj:moleculedatabaseframework;org.bitbucket.kienerj;moleculedatabaseframework
com.onetimesecret:onetime-java-rest;com.onetimesecret;onetime-java-rest
com.onetimesecret:onetime-java-spi;com.onetimesecret;onetime-java-spi
com.onetimesecret:onetime-java-parent;com.onetimesecret;onetime-java-parent
com.github.ksoichiro:richbuttons-samples-demos;com.github.ksoichiro;richbuttons-samples-demos
com.github.ksoichiro:richbuttons-samples;com.github.ksoichiro;richbuttons-samples
com.github.ksoichiro:richbuttons;com.github.ksoichiro;richbuttons
com.github.ksoichiro:richbuttons-parent;com.github.ksoichiro;richbuttons-parent
com.celexus:redis-bigtable;com.celexus;redis-bigtable
com.github.joschi:dropwizard-flyway;com.github.joschi;dropwizard-flyway
com.chenlb.mmseg4j:mmseg4j-for-solr32;com.chenlb.mmseg4j;mmseg4j-for-solr32
com.chenlb.mmseg4j:mmseg4j-for-solr40;com.chenlb.mmseg4j;mmseg4j-for-solr40
com.chenlb.mmseg4j:mmseg4j-for-solr;com.chenlb.mmseg4j;mmseg4j-for-solr
com.basho.riak.protobuf:riak-pb;com.basho.riak.protobuf;riak-pb
com.facebook.hive:hive-dwrf-fb-shims;com.facebook.hive;hive-dwrf-fb-shims
com.mobidevelop.spl:split-pane-layout;com.mobidevelop.spl;split-pane-layout
com.englishtown:vertx-mod-metrics;com.englishtown;vertx-mod-metrics
org.codehaus.sonar-plugins:sonar-fb-contrib-plugin;org.codehaus.sonar-plugins;sonar-fb-contrib-plugin
io.cloudsoft.jclouds:jclouds;io.cloudsoft.jclouds;jclouds
io.cloudsoft.jclouds:jclouds-all;io.cloudsoft.jclouds;jclouds-all
io.cloudsoft.jclouds:jclouds-allloadbalancer;io.cloudsoft.jclouds;jclouds-allloadbalancer
io.cloudsoft.jclouds.labs.management:management-blobstore;io.cloudsoft.jclouds.labs.management;management-blobstore
io.cloudsoft.jclouds:jclouds-allblobstore;io.cloudsoft.jclouds;jclouds-allblobstore
io.cloudsoft.jclouds:jclouds-allcompute;io.cloudsoft.jclouds;jclouds-allcompute
io.cloudsoft.jclouds.labs.management:management-compute;io.cloudsoft.jclouds.labs.management;management-compute
io.cloudsoft.jclouds:jclouds-drivers-project;io.cloudsoft.jclouds;jclouds-drivers-project
io.cloudsoft.jclouds.driver:jclouds-okhttp;io.cloudsoft.jclouds.driver;jclouds-okhttp
io.cloudsoft.jclouds.labs.management:management-core;io.cloudsoft.jclouds.labs.management;management-core
io.cloudsoft.jclouds.driver:jclouds-gae;io.cloudsoft.jclouds.driver;jclouds-gae
io.cloudsoft.jclouds.labs:jclouds-management;io.cloudsoft.jclouds.labs;jclouds-management
io.cloudsoft.jclouds:jclouds-skeletons-project;io.cloudsoft.jclouds;jclouds-skeletons-project
io.cloudsoft.jclouds.labs.representations:representations-codec;io.cloudsoft.jclouds.labs.representations;representations-codec
io.cloudsoft.jclouds.api:servermanager;io.cloudsoft.jclouds.api;servermanager
io.cloudsoft.jclouds.labs.representations:representations-core;io.cloudsoft.jclouds.labs.representations;representations-core
io.cloudsoft.jclouds.driver:jclouds-jsch;io.cloudsoft.jclouds.driver;jclouds-jsch
io.cloudsoft.jclouds.labs:jclouds-representations;io.cloudsoft.jclouds.labs;jclouds-representations
io.cloudsoft.jclouds.provider:jclouds-providers-project;io.cloudsoft.jclouds.provider;jclouds-providers-project
io.cloudsoft.jclouds.provider:dynect;io.cloudsoft.jclouds.provider;dynect
io.cloudsoft.jclouds.labs:abiquo;io.cloudsoft.jclouds.labs;abiquo
io.cloudsoft.jclouds.provider:ultradns-ws;io.cloudsoft.jclouds.provider;ultradns-ws
io.cloudsoft.jclouds.labs:fgcp-de;io.cloudsoft.jclouds.labs;fgcp-de
io.cloudsoft.jclouds.provider:aws-route53;io.cloudsoft.jclouds.provider;aws-route53
io.cloudsoft.jclouds.labs:fgcp-au;io.cloudsoft.jclouds.labs;fgcp-au
io.cloudsoft.jclouds.provider:aws-sts;io.cloudsoft.jclouds.provider;aws-sts
io.cloudsoft.jclouds.labs:fgcp;io.cloudsoft.jclouds.labs;fgcp
io.cloudsoft.jclouds.provider:glesys;io.cloudsoft.jclouds.provider;glesys
io.cloudsoft.jclouds.labs:joyentcloud;io.cloudsoft.jclouds.labs;joyentcloud
io.cloudsoft.jclouds.provider:rackspace-cloudblockstorage-uk;io.cloudsoft.jclouds.provider;rackspace-cloudblockstorage-uk
io.cloudsoft.jclouds.labs:joyent-cloudapi;io.cloudsoft.jclouds.labs;joyent-cloudapi
io.cloudsoft.jclouds.provider:rackspace-cloudblockstorage-us;io.cloudsoft.jclouds.provider;rackspace-cloudblockstorage-us
io.cloudsoft.jclouds.provider:rackspace-cloudservers-uk;io.cloudsoft.jclouds.provider;rackspace-cloudservers-uk
io.cloudsoft.jclouds.labs:digitalocean;io.cloudsoft.jclouds.labs;digitalocean
io.cloudsoft.jclouds.provider:rackspace-cloudloadbalancers-uk;io.cloudsoft.jclouds.provider;rackspace-cloudloadbalancers-uk
io.cloudsoft.jclouds.labs:cloudsigma2-zrh;io.cloudsoft.jclouds.labs;cloudsigma2-zrh
io.cloudsoft.jclouds.provider:rackspace-cloudloadbalancers-us;io.cloudsoft.jclouds.provider;rackspace-cloudloadbalancers-us
io.cloudsoft.jclouds.provider:rackspace-clouddatabases-uk;io.cloudsoft.jclouds.provider;rackspace-clouddatabases-uk
io.cloudsoft.jclouds.labs:cloudsigma2-wdc;io.cloudsoft.jclouds.labs;cloudsigma2-wdc
io.cloudsoft.jclouds.provider:rackspace-clouddatabases-us;io.cloudsoft.jclouds.provider;rackspace-clouddatabases-us
io.cloudsoft.jclouds.labs:cloudsigma2-lvs;io.cloudsoft.jclouds.labs;cloudsigma2-lvs
io.cloudsoft.jclouds.provider:rackspace-clouddns-uk;io.cloudsoft.jclouds.provider;rackspace-clouddns-uk
io.cloudsoft.jclouds.labs:cloudsigma2;io.cloudsoft.jclouds.labs;cloudsigma2
io.cloudsoft.jclouds.provider:rackspace-clouddns-us;io.cloudsoft.jclouds.provider;rackspace-clouddns-us
io.cloudsoft.jclouds.provider:cloudfiles-uk;io.cloudsoft.jclouds.provider;cloudfiles-uk
io.cloudsoft.jclouds.provider:cloudfiles-us;io.cloudsoft.jclouds.provider;cloudfiles-us
io.cloudsoft.jclouds.labs:cdmi;io.cloudsoft.jclouds.labs;cdmi
io.cloudsoft.jclouds.provider:cloudservers-uk;io.cloudsoft.jclouds.provider;cloudservers-uk
io.cloudsoft.jclouds.provider:cloudservers-us;io.cloudsoft.jclouds.provider;cloudservers-us
io.cloudsoft.jclouds.labs:vcloud-director;io.cloudsoft.jclouds.labs;vcloud-director
io.cloudsoft.jclouds.provider:hpcloud-objectstorage;io.cloudsoft.jclouds.provider;hpcloud-objectstorage
io.cloudsoft.jclouds.provider:hpcloud-compute;io.cloudsoft.jclouds.provider;hpcloud-compute
io.cloudsoft.jclouds.labs:dmtf;io.cloudsoft.jclouds.labs;dmtf
io.cloudsoft.jclouds.provider:ninefold-compute;io.cloudsoft.jclouds.provider;ninefold-compute
io.cloudsoft.jclouds.provider:softlayer;io.cloudsoft.jclouds.provider;softlayer
io.cloudsoft.jclouds.labs:virtualbox;io.cloudsoft.jclouds.labs;virtualbox
io.cloudsoft.jclouds.provider:go2cloud-jhb1;io.cloudsoft.jclouds.provider;go2cloud-jhb1
io.cloudsoft.jclouds.labs:docker;io.cloudsoft.jclouds.labs;docker
io.cloudsoft.jclouds.provider:greenhousedata-element-vcloud;io.cloudsoft.jclouds.provider;greenhousedata-element-vcloud
io.cloudsoft.jclouds.provider:skalicloud-sdg-my;io.cloudsoft.jclouds.provider;skalicloud-sdg-my
io.cloudsoft.jclouds.labs:jclouds-labs;io.cloudsoft.jclouds.labs;jclouds-labs
