com.w2v4:vertx-lang-clojure-parent;com.w2v4;vertx-lang-clojure-parent
com.gitee.haison:jWAF;com.gitee.haison;jWAF
com.chatwork:gatling-akka_2.11;com.chatwork;gatling-akka_2.11
org.llorllale:gitlog-maven-plugin;org.llorllale;gitlog-maven-plugin
com.chatwork:gatling-akka_2.12;com.chatwork;gatling-akka_2.12
com.chatwork:gatling-akka-root_2.11;com.chatwork;gatling-akka-root_2.11
com.chatwork:gatling-akka-root_2.12;com.chatwork;gatling-akka-root_2.12
org.webjars.npm:good-listener;org.webjars.npm;good-listener
org.webjars.npm:delegate;org.webjars.npm;delegate
com.github.scalaprops:scalaprops-shapeless_sjs0.6_2.13.0-M3;com.github.scalaprops;scalaprops-shapeless_sjs0.6_2.13.0-M3
com.github.scalaprops:scalaprops-shapeless_2.13.0-M3;com.github.scalaprops;scalaprops-shapeless_2.13.0-M3
edu.eckerd:google-api-scala_2.11;edu.eckerd;google-api-scala_2.11
edu.eckerd:google-api-scala_2.12;edu.eckerd;google-api-scala_2.12
com.google.apis:google-api-services-firebaseremoteconfig;com.google.apis;google-api-services-firebaseremoteconfig
io.magics.viewmagics:circularviewmagics;io.magics.viewmagics;circularviewmagics
org.webjars.npm:nth;org.webjars.npm;nth
org.webjars.bower:github-com-IftachSadeh-Paper-range-slider;org.webjars.bower;github-com-IftachSadeh-Paper-range-slider
io.github.cquiroz:scala-java-locales_sjs1.0.0-M3_2.13.0-M2;io.github.cquiroz;scala-java-locales_sjs1.0.0-M3_2.13.0-M2
io.github.cquiroz:scala-java-locales_2.13.0-M2;io.github.cquiroz;scala-java-locales_2.13.0-M2
org.biojava:biojava-sequencing;org.biojava;biojava-sequencing
org.webjars.bower:social-feed;org.webjars.bower;social-feed
org.javadelight:delight-simple-log;org.javadelight;delight-simple-log
org.javadelight:delight-factories;org.javadelight;delight-factories
com.github.dwickern:swagger-scala-module_2.10;com.github.dwickern;swagger-scala-module_2.10
com.github.dwickern:swagger-scala-module_2.11;com.github.dwickern;swagger-scala-module_2.11
com.github.dwickern:swagger-scala-module_2.12;com.github.dwickern;swagger-scala-module_2.12
net.yetamine:artifact-osgi;net.yetamine;artifact-osgi
net.yetamine:project;net.yetamine;project
io.github.cquiroz:scala-java-locales_sjs0.6_2.13.0-M2;io.github.cquiroz;scala-java-locales_sjs0.6_2.13.0-M2
io.countmatic.api:cm-java7client-v2;io.countmatic.api;cm-java7client-v2
com.mantledillusion.essentials:concurrency-essentials;com.mantledillusion.essentials;concurrency-essentials
org.bitbucket.fishbowlindiadeveloper:Jcenter_ProjectLibrary;org.bitbucket.fishbowlindiadeveloper;Jcenter_ProjectLibrary
com.hubspot.maven.plugins:protoc-bundled-plugin;com.hubspot.maven.plugins;protoc-bundled-plugin
com.hubspot:comoyo-commons-parent;com.hubspot;comoyo-commons-parent
org.proyecto-adalid:adalid-jaas;org.proyecto-adalid;adalid-jaas
com.propensive:kaleidoscope_2.11;com.propensive;kaleidoscope_2.11
com.propensive:kaleidoscope_2.12;com.propensive;kaleidoscope_2.12
org.webjars.npm:ngx-pagination;org.webjars.npm;ngx-pagination
org.webjars.bower:github-com-PolymerElements-iron-flex-layout;org.webjars.bower;github-com-PolymerElements-iron-flex-layout
org.webjars.npm:cli-table2;org.webjars.npm;cli-table2
org.apache.oozie:oozie-hadoop-auth;org.apache.oozie;oozie-hadoop-auth
org.webjars.npm:find-npm-prefix;org.webjars.npm;find-npm-prefix
com.eimapi:file-service-base;com.eimapi;file-service-base
org.webjars.bowergithub.limonte:sweetalert2-polymer;org.webjars.bowergithub.limonte;sweetalert2-polymer
org.webjars.bower:angular-qrcode;org.webjars.bower;angular-qrcode
org.webjars.bower:github-com-monospaced-angular-qrcode;org.webjars.bower;github-com-monospaced-angular-qrcode
org.webjars.npm:npm-cache-filename;org.webjars.npm;npm-cache-filename
org.webjars.npm:es6-promisify;org.webjars.npm;es6-promisify
org.webjars.npm:copy-concurrently;org.webjars.npm;copy-concurrently
org.webjars.npm:byline;org.webjars.npm;byline
org.webjars.npm:lodash._createset;org.webjars.npm;lodash._createset
io.cafienne.bounded:boundedcore_2.12;io.cafienne.bounded;boundedcore_2.12
io.cafienne.bounded:boundedtest_2.12;io.cafienne.bounded;boundedtest_2.12
org.webjars.npm:stream-iterate;org.webjars.npm;stream-iterate
org.webjars.npm:humanize-ms;org.webjars.npm;humanize-ms
org.webjars.npm:lazy-property;org.webjars.npm;lazy-property
org.webjars.npm:promise-inflight;org.webjars.npm;promise-inflight
org.webjars.npm:qw;org.webjars.npm;qw
org.webjars.npm:sorted-union-stream;org.webjars.npm;sorted-union-stream
org.webjars.npm:fs-vacuum;org.webjars.npm;fs-vacuum
com.landoop:lenses-ldap-plugin;com.landoop;lenses-ldap-plugin
com.antonpotapov:poliwhirl;com.antonpotapov;poliwhirl
org.webjars.npm:openurl;org.webjars.npm;openurl
org.webjars.npm:arr-flatten;org.webjars.npm;arr-flatten
org.webjars.npm:server-destroy;org.webjars.npm;server-destroy
se.skltp.aggregatingservices.riv.clinicalprocess.logistics.logistics:GetAggregatedCarePlans-teststub;se.skltp.aggregatingservices.riv.clinicalprocess.logistics.logistics;GetAggregatedCarePlans-teststub
se.skltp.aggregatingservices.riv.clinicalprocess.logistics.logistics:GetAggregatedCarePlans;se.skltp.aggregatingservices.riv.clinicalprocess.logistics.logistics;GetAggregatedCarePlans
se.skltp.aggregatingservices.riv.clinicalprocess.logistics.logistics:GetAggregatedCarePlans-schemas;se.skltp.aggregatingservices.riv.clinicalprocess.logistics.logistics;GetAggregatedCarePlans-schemas
se.skltp.aggregatingservices.riv.clinicalprocess.logistics.logistics:GetAggregatedCarePlans-parent;se.skltp.aggregatingservices.riv.clinicalprocess.logistics.logistics;GetAggregatedCarePlans-parent
io.toolebox:kotmosphere;io.toolebox;kotmosphere
org.webjars.npm:resp-modifier;org.webjars.npm;resp-modifier
org.webjars.npm:util-extend;org.webjars.npm;util-extend
org.webjars.npm:is-number-like;org.webjars.npm;is-number-like
org.webjars.npm:lodash.isfinite;org.webjars.npm;lodash.isfinite
tw.com.mitake:qmi-openapi;tw.com.mitake;qmi-openapi
com.ing.baker:baker-baas_2.11;com.ing.baker;baker-baas_2.11
org.webjars.npm:emitter-steward;org.webjars.npm;emitter-steward
ch.epfl.scala:sbt-scalac-profiling724599971;ch.epfl.scala;sbt-scalac-profiling
ch.epfl.scala:sbt-scalac-profiling-1555225206;ch.epfl.scala;sbt-scalac-profiling
ch.epfl.scala:scalac-profiling_2.12;ch.epfl.scala;scalac-profiling_2.12
ch.epfl.scala:profiledb_2.11;ch.epfl.scala;profiledb_2.11
ch.epfl.scala:profiledb_2.12;ch.epfl.scala;profiledb_2.12
com.github.applikey:socialmanager;com.github.applikey;socialmanager
org.webjars.npm:bs-recipes;org.webjars.npm;bs-recipes
com.github.savveex:potential-winner;com.github.savveex;potential-winner
org.webjars.npm:etag;org.webjars.npm;etag
cn.imaq:yposed-rpc-api;cn.imaq;yposed-rpc-api
com.waspring.framework:antenna-core;com.waspring.framework;antenna-core
com.waspring.framework:antenna-preservation;com.waspring.framework;antenna-preservation
com.waspring.framework:antenna-service;com.waspring.framework;antenna-service
com.waspring.framework:antenna;com.waspring.framework;antenna
com.waspring.framework:antenna-client;com.waspring.framework;antenna-client
com.waspring.framework:antenna-access;com.waspring.framework;antenna-access
com.waspring.framework:antenna-config;com.waspring.framework;antenna-config
com.waspring.framework:antenna-monitor;com.waspring.framework;antenna-monitor
com.ktanx:ktanx-autocoder;com.ktanx;ktanx-autocoder
io.opentracing.contrib:grpc-opentracing;io.opentracing.contrib;grpc-opentracing
com.github.mynlp:jigg;com.github.mynlp;jigg
com.kloudtek.mule.elogging:mule-elogging-connector;com.kloudtek.mule.elogging;mule-elogging-connector
com.github.fishbowlindiadeveloper:Jcenter_ProjectLibrary;com.github.fishbowlindiadeveloper;Jcenter_ProjectLibrary
org.webjars.npm:github-com-emberjs-ember-js-;org.webjars.npm;github-com-emberjs-ember-js-
org.webjars.npm:silent-error;org.webjars.npm;silent-error
org.scalatest:scalatest_sjs0.6_2.13.0-M3;org.scalatest;scalatest_sjs0.6_2.13.0-M3
org.scalatest:scalatest-app_sjs0.6_2.13.0-M3;org.scalatest;scalatest-app_sjs0.6_2.13.0-M3
org.scalactic:scalactic_sjs0.6_2.13.0-M3;org.scalactic;scalactic_sjs0.6_2.13.0-M3
org.webjars.npm:os-tmpdir;org.webjars.npm;os-tmpdir
org.scalatest:scalatest_2.13.0-M3;org.scalatest;scalatest_2.13.0-M3
org.webjars.npm:mktemp;org.webjars.npm;mktemp
org.scalatest:scalatest-app_2.13.0-M3;org.scalatest;scalatest-app_2.13.0-M3
org.scalactic:scalactic_2.13.0-M3;org.scalactic;scalactic_2.13.0-M3
org.webjars.npm:promise-map-series;org.webjars.npm;promise-map-series
org.webjars.npm:ember-cli-string-utils;org.webjars.npm;ember-cli-string-utils
org.webjars.npm:ember-cli-test-info;org.webjars.npm;ember-cli-test-info
org.webjars.npm:ember-cli-get-component-path-option;org.webjars.npm;ember-cli-get-component-path-option
org.webjars.npm:ember-cli-is-package-missing;org.webjars.npm;ember-cli-is-package-missing
org.webjars.npm:ember-cli-path-utils;org.webjars.npm;ember-cli-path-utils
org.webjars.npm:ember-cli-normalize-entity-name;org.webjars.npm;ember-cli-normalize-entity-name
org.hyrts:hyrts-maven-plugin;org.hyrts;hyrts-maven-plugin
org.hyrts:hyrts-core;org.hyrts;hyrts-core
org.hyrts:hyrts;org.hyrts;hyrts
org.webjars.npm:blank-object;org.webjars.npm;blank-object
org.webjars.npm:quick-temp;org.webjars.npm;quick-temp
org.webjars.npm:ember-cli-valid-component-name;org.webjars.npm;ember-cli-valid-component-name
org.webjars.npm:private;org.webjars.npm;private
io.github.chenxucd:aws-maven;io.github.chenxucd;aws-maven
org.webjars.npm:heimdalljs;org.webjars.npm;heimdalljs
org.fcrepo:fcrepo-webapp-plus;org.fcrepo;fcrepo-webapp-plus
org.fcrepo:fcrepo-audit;org.fcrepo;fcrepo-audit
org.fcrepo:fcrepo-mint;org.fcrepo;fcrepo-mint
org.fcrepo:fcrepo-module-auth-webac;org.fcrepo;fcrepo-module-auth-webac
org.fcrepo:fcrepo-auth-roles-basic;org.fcrepo;fcrepo-auth-roles-basic
org.fcrepo:fcrepo-auth-roles-common;org.fcrepo;fcrepo-auth-roles-common
org.fcrepo:fcrepo-module-auth-rbacl;org.fcrepo;fcrepo-module-auth-rbacl
info.novatec.testit:testutils-logrecorder-logback;info.novatec.testit;testutils-logrecorder-logback
info.novatec.testit:testutils-logsuppressor-logback;info.novatec.testit;testutils-logsuppressor-logback
info.novatec.testit:testutils-logrecorder;info.novatec.testit;testutils-logrecorder
info.novatec.testit:testutils-mockito;info.novatec.testit;testutils-mockito
com.googlecode.redbox-mint:mint;com.googlecode.redbox-mint;mint
com.googlecode.redbox-mint:mint-config;com.googlecode.redbox-mint;mint-config
com.googlecode.redbox-mint:mint-project;com.googlecode.redbox-mint;mint-project
com.github.ddemin:tests-router;com.github.ddemin;tests-router
com.techshroom:Aversion;com.techshroom;Aversion
org.cubeengine:butler;org.cubeengine;butler
org.webjars.npm:github-com-goldfire-howler-js;org.webjars.npm;github-com-goldfire-howler-js
net.dankito.richtexteditor:rrichtexteditor-android;net.dankito.richtexteditor;rrichtexteditor-android
com.frogermcs.androiddevmetrics:androiddevmetrics-runtime;com.frogermcs.androiddevmetrics;androiddevmetrics-runtime
com.frogermcs.androiddevmetrics:androiddevmetrics-runtime-noop;com.frogermcs.androiddevmetrics;androiddevmetrics-runtime-noop
com.zandero:utils.crypt;com.zandero;utils.crypt
io.sweers.inspector:inspector-rave-compiler-extension;io.sweers.inspector;inspector-rave-compiler-extension
io.sweers.inspector:inspector-nullability-compiler-extension;io.sweers.inspector;inspector-nullability-compiler-extension
io.sweers.inspector:inspector-autovalue-compiler-extension;io.sweers.inspector;inspector-autovalue-compiler-extension
io.sweers.inspector:inspector-android-compiler-extension;io.sweers.inspector;inspector-android-compiler-extension
io.sweers.inspector:inspector-factory-compiler-annotations;io.sweers.inspector;inspector-factory-compiler-annotations
io.sweers.inspector:inspector-factory-compiler;io.sweers.inspector;inspector-factory-compiler
io.sweers.inspector:inspector-compiler-extensions-api;io.sweers.inspector;inspector-compiler-extensions-api
io.sweers.inspector:inspector-compiler-annotations;io.sweers.inspector;inspector-compiler-annotations
io.sweers.inspector:inspector-compiler;io.sweers.inspector;inspector-compiler
io.sweers.inspector:inspector;io.sweers.inspector;inspector
com.github.carueda:cfg_2.12;com.github.carueda;cfg_2.12
se.litsec.opensaml:opensaml2-ext;se.litsec.opensaml;opensaml2-ext
org.webjars.bower:github-com-PolymerElements-iron-collapse;org.webjars.bower;github-com-PolymerElements-iron-collapse
org.webjars.bower:dojox;org.webjars.bower;dojox
net.cakesolutions:sbt-cake-1555225206;net.cakesolutions;sbt-cake
com.github.rmannibucau:common-maven-plugin;com.github.rmannibucau;common-maven-plugin
org.webjars.npm:github-com-benhowell-react-grid-gallery;org.webjars.npm;github-com-benhowell-react-grid-gallery
org.webjars.npm:aphrodite;org.webjars.npm;aphrodite
org.webjars.npm:exenv;org.webjars.npm;exenv
org.wallride:wallride-tools;org.wallride;wallride-tools
org.wallride:wallride-bootstrap;org.wallride;wallride-bootstrap
org.wallride:wallride-parent;org.wallride;wallride-parent
org.wallride:wallride-core;org.wallride;wallride-core
org.wallride:wallride;org.wallride;wallride
org.webjars.bower:github-com-dmhendricks-file-icon-vectors;org.webjars.bower;github-com-dmhendricks-file-icon-vectors
com.opsgenie.sirocco:sirocco-oss-parent;com.opsgenie.sirocco;sirocco-oss-parent
com.opsgenie.sirocco:sirocco-warmup;com.opsgenie.sirocco;sirocco-warmup
com.opsgenie.sirocco:sirocco-api;com.opsgenie.sirocco;sirocco-api
com.opsgenie:opsgenie-aws-core;com.opsgenie;opsgenie-aws-core
com.opsgenie:opsgenie-core;com.opsgenie;opsgenie-core
com.opsgenie:opsgenie-aws-s3;com.opsgenie;opsgenie-aws-s3
com.opsgenie:opsgenie-oss;com.opsgenie;opsgenie-oss
org.webjars.npm:angular-numeraljs;org.webjars.npm;angular-numeraljs
org.webjars.npm:process;org.webjars.npm;process
org.webjars.npm:has-color;org.webjars.npm;has-color
org.webjars.npm:nginflection;org.webjars.npm;nginflection
com.chuusai:shapeless_sjs0.6_2.13.0-M3;com.chuusai;shapeless_sjs0.6_2.13.0-M3
com.chuusai:shapeless_2.13.0-M3;com.chuusai;shapeless_2.13.0-M3
com.gitee.sohnny:jfinalnat;com.gitee.sohnny;jfinalnat
com.sarbacane:sarbacane-sdk;com.sarbacane;sarbacane-sdk
xyz.jetdrone:hot-reload;xyz.jetdrone;hot-reload
de.csgis.commons:lib-json;de.csgis.commons;lib-json
se.sawano.java.security:otp-google-key-uri;se.sawano.java.security;otp-google-key-uri
org.research-software.citation:cff-reader-java;org.research-software.citation;cff-reader-java
org.eobjects.datacleaner:pdi-datacleaner;org.eobjects.datacleaner;pdi-datacleaner
com.googlecode.redbox-mint:redbox-web-service;com.googlecode.redbox-mint;redbox-web-service
com.github.dfqin:grantor;com.github.dfqin;grantor
org.j8ql:j8ql;org.j8ql;j8ql
com.liferay:com.liferay.portal.upgrade;com.liferay;com.liferay.portal.upgrade
com.sigpwned:jacoco-badge-maven-plugin;com.sigpwned;jacoco-badge-maven-plugin
com.github.carueda:cfg_2.11;com.github.carueda;cfg_2.11
com.googlecode.redbox-mint:redbox-meta;com.googlecode.redbox-mint;redbox-meta
io.ultreia.java4all.config:nuiton-config-example;io.ultreia.java4all.config;nuiton-config-example
io.ultreia.java4all.config:nuiton-config-maven-plugin;io.ultreia.java4all.config;nuiton-config-maven-plugin
io.ultreia.java4all.config:nuiton-config-io-ini;io.ultreia.java4all.config;nuiton-config-io-ini
io.ultreia.java4all.config:nuiton-config;io.ultreia.java4all.config;nuiton-config
io.ultreia.java4all.config:nuiton-config-project;io.ultreia.java4all.config;nuiton-config-project
org.webjars.npm:github-com-BoxFactura-pulltorefresh-js;org.webjars.npm;github-com-BoxFactura-pulltorefresh-js
com.github.tomcat-slf4j-logback:tomcat6-slf4j-logback;com.github.tomcat-slf4j-logback;tomcat6-slf4j-logback
com.github.vatbub:safeAPIKeyStore;com.github.vatbub;safeAPIKeyStore
com.github.vatbub:safeAPIKeyStore.client;com.github.vatbub;safeAPIKeyStore.client
io.ikrelln:ikrelln-opentracing-api;io.ikrelln;ikrelln-opentracing-api
com.github.vatbub:safeAPIKeyStore.common;com.github.vatbub;safeAPIKeyStore.common
com.github.vatbub:safeAPIKeyStore.server;com.github.vatbub;safeAPIKeyStore.server
com.crswty.kind:kind;com.crswty.kind;kind
ch.qos.logback:logback-examples;ch.qos.logback;logback-examples
ch.qos.logback:logback-site;ch.qos.logback;logback-site
ir.siaray:volleyplus;ir.siaray;volleyplus
com.github.naoghuman:lib-validation;com.github.naoghuman;lib-validation
org.webjars.bower:better-time-element;org.webjars.bower;better-time-element
org.webjars.bower:better-i18n-plugin;org.webjars.bower;better-i18n-plugin
org.webjars.bower:better-dom;org.webjars.bower;better-dom
org.webjars.bower:jquery-textcomplete;org.webjars.bower;jquery-textcomplete
org.webjars.npm:date-input-polyfill;org.webjars.npm;date-input-polyfill
org.webjars.bowergithub.prtksxna:leaflet-map-component;org.webjars.bowergithub.prtksxna;leaflet-map-component
org.webjars.bowergithub.googlearchive:platform;org.webjars.bowergithub.googlearchive;platform
com.fulcrumgenomics:dagr_2.12;com.fulcrumgenomics;dagr_2.12
com.fulcrumgenomics:dagr_2.11;com.fulcrumgenomics;dagr_2.11
com.ethlo.kfka:kfka-test;com.ethlo.kfka;kfka-test
com.ethlo.kfka:kfka-http;com.ethlo.kfka;kfka-http
com.ethlo.kfka:kfka-model;com.ethlo.kfka;kfka-model
org.github.evenjn:lang;org.github.evenjn;lang
com.canelmas.let:let-runtime;com.canelmas.let;let-runtime
com.canelmas.let:let-plugin;com.canelmas.let;let-plugin
com.canelmas.let:let-annotations;com.canelmas.let;let-annotations
com.yxt.opensdk:library_toolkits;com.yxt.opensdk;library_toolkits
com.yxt.opensdk.library_http:library_networkstate;com.yxt.opensdk.library_http;library_networkstate
com.sinsz.c:bxfs-mvc;com.sinsz.c;bxfs-mvc
com.sinsz.c:bxfs-redis;com.sinsz.c;bxfs-redis
com.sinsz.c:bxfs-mybatis;com.sinsz.c;bxfs-mybatis
com.sinsz.c:bxfs-mongodb;com.sinsz.c;bxfs-mongodb
com.github.obase:obase-webc-yyudb;com.github.obase;obase-webc-yyudb
com.github.obase:obase-webc;com.github.obase;obase-webc
com.github.obase:obase-test;com.github.obase;obase-test
com.github.obase:obase-risedsn;com.github.obase;obase-risedsn
com.github.obase:obase-mysql;com.github.obase;obase-mysql
com.github.obase:obase-mysql-annotation;com.github.obase;obase-mysql-annotation
com.github.obase:obase-jedis;com.github.obase;obase-jedis
com.github.obase:obase-data;com.github.obase;obase-data
com.github.obase:obase-config;com.github.obase;obase-config
com.github.obase:obase-util;com.github.obase;obase-util
com.github.obase:obase-parent;com.github.obase;obase-parent
com.github.mswolfe:spring-query-filter;com.github.mswolfe;spring-query-filter
org.orienteer:org.orienteer.birt.orientdb;org.orienteer;org.orienteer.birt.orientdb
io.github.cobayo:yunas-framework;io.github.cobayo;yunas-framework
net.katsstuff:scammander-sponge7_2.12;net.katsstuff;scammander-sponge7_2.12
