com.w2v4:vertx-lang-clojure-parent;com.w2v4;vertx-lang-clojure-parent
org.webjars.npm:github-com-hubspot-offline;org.webjars.npm;github-com-hubspot-offline
org.webjars.bower:offline;org.webjars.bower;offline
cn.hikyson.godeye:godeye-monitor;cn.hikyson.godeye;godeye-monitor
cn.hikyson.godeye:godeye-toolbox;cn.hikyson.godeye;godeye-toolbox
cn.hikyson.godeye:godeye-monitor-no-op;cn.hikyson.godeye;godeye-monitor-no-op
cn.hikyson.godeye:godeye-core;cn.hikyson.godeye;godeye-core
io.smartup.handyman:handyman-aggregator;io.smartup.handyman;handyman-aggregator
io.smartup.handyman:handyman-s3;io.smartup.handyman;handyman-s3
io.smartup.handyman:handyman-zuul;io.smartup.handyman;handyman-zuul
io.smartup.handyman:handyman-parent;io.smartup.handyman;handyman-parent
io.smartup.handyman:handyman-sample;io.smartup.handyman;handyman-sample
io.smartup.handyman:handyman-core;io.smartup.handyman;handyman-core
org.webjars.npm:asap;org.webjars.npm;asap
com.devops4j.skeleton4j:skeleton4j-invoker-springbean;com.devops4j.skeleton4j;skeleton4j-invoker-springbean
com.devops4j.skeleton4j:skeleton4j-invoker-dubbo;com.devops4j.skeleton4j;skeleton4j-invoker-dubbo
com.github.akarnokd:reactive4javaflow;com.github.akarnokd;reactive4javaflow
com.devops4j.skeleton4j:skeleton4j-invoker-local;com.devops4j.skeleton4j;skeleton4j-invoker-local
com.baulsupp:workplace-api;com.baulsupp;workplace-api
org.webjars.bower:github-com-clarketm-TableExport-;org.webjars.bower;github-com-clarketm-TableExport-
org.webjars.bower:blobjs;org.webjars.bower;blobjs
org.webjars.bower:file-saverjs;org.webjars.bower;file-saverjs
org.webjars.bower:github-com-picturepan2-fileicon-css;org.webjars.bower;github-com-picturepan2-fileicon-css
org.webjars.npm:github-com-picturepan2-fileicon-css;org.webjars.npm;github-com-picturepan2-fileicon-css
com.github.katjahahn:portex_2.10;com.github.katjahahn;portex_2.10
org.webjars.npm:vis;org.webjars.npm;vis
org.webjars.npm:keycharm;org.webjars.npm;keycharm
org.devocative:deploy-archetype;org.devocative;deploy-archetype
com.sabre.oss.conf4j:conf4j-jmh;com.sabre.oss.conf4j;conf4j-jmh
com.despegar:http-java-native-client;com.despegar;http-java-native-client
com.github.ljun20160606:okcurl;com.github.ljun20160606;okcurl
com.github.ljun20160606:simple-client;com.github.ljun20160606;simple-client
com.github.ljun20160606:crawler;com.github.ljun20160606;crawler
com.github.ljun20160606:okhttp-testing-support;com.github.ljun20160606;okhttp-testing-support
com.github.ljun20160606:parent;com.github.ljun20160606;parent
com.github.ljun20160606:slack;com.github.ljun20160606;slack
com.github.ljun20160606:guide;com.github.ljun20160606;guide
com.github.ljun20160606:okhttp-apache;com.github.ljun20160606;okhttp-apache
com.github.ljun20160606:benchmarks;com.github.ljun20160606;benchmarks
com.github.ljun20160606:okhttp-tests;com.github.ljun20160606;okhttp-tests
com.github.ljun20160606:logging-interceptor;com.github.ljun20160606;logging-interceptor
com.github.ljun20160606:mockwebserver;com.github.ljun20160606;mockwebserver
com.github.ljun20160606:static-server;com.github.ljun20160606;static-server
com.github.ljun20160606:okhttp;com.github.ljun20160606;okhttp
com.github.ljun20160606:sample-parent;com.github.ljun20160606;sample-parent
com.github.ljun20160606:okhttp-urlconnection;com.github.ljun20160606;okhttp-urlconnection
com.github.ljun20160606:okhttp-android-support;com.github.ljun20160606;okhttp-android-support
be.dataminded:lighthouse-core_2.11;be.dataminded;lighthouse-core_2.11
be.dataminded:lighthouse-demo_2.11;be.dataminded;lighthouse-demo_2.11
be.dataminded:lighthouse-platform_2.11;be.dataminded;lighthouse-platform_2.11
org.webjars.npm:rw;org.webjars.npm;rw
org.camunda.bpm.extension.swagger:camunda-bpm-swagger-core;org.camunda.bpm.extension.swagger;camunda-bpm-swagger-core
org.camunda.bpm.extension.swagger.maven:camunda-bpm-swagger-maven-plugin;org.camunda.bpm.extension.swagger.maven;camunda-bpm-swagger-maven-plugin
org.camunda.bpm.extension.swagger:camunda-bpm-swagger-rest-docs;org.camunda.bpm.extension.swagger;camunda-bpm-swagger-rest-docs
org.camunda.bpm.extension.swagger.project:camunda-bpm-swagger-root;org.camunda.bpm.extension.swagger.project;camunda-bpm-swagger-root
org.camunda.bpm.extension.swagger.maven:camunda-bpm-swagger-plugin-rest-docs;org.camunda.bpm.extension.swagger.maven;camunda-bpm-swagger-plugin-rest-docs
org.camunda.bpm.extension.swagger:camunda-bpm-swagger-json;org.camunda.bpm.extension.swagger;camunda-bpm-swagger-json
org.camunda.bpm.extension.swagger.example:camunda-bpm-swagger-example-spring-boot;org.camunda.bpm.extension.swagger.example;camunda-bpm-swagger-example-spring-boot
org.camunda.bpm.extension.swagger.project:camunda-bpm-swagger-maven-plugin-root;org.camunda.bpm.extension.swagger.project;camunda-bpm-swagger-maven-plugin-root
org.camunda.bpm.extension.swagger.maven:camunda-bpm-swagger-plugin-spoon;org.camunda.bpm.extension.swagger.maven;camunda-bpm-swagger-plugin-spoon
org.camunda.bpm.extension.swagger:swagger-ui;org.camunda.bpm.extension.swagger;swagger-ui
io.leonard:amqp-scala_2.12;io.leonard;amqp-scala_2.12
io.leonard:amqp-scala-client_2.12;io.leonard;amqp-scala-client_2.12
org.webjars.npm:angular-ui-scroll;org.webjars.npm;angular-ui-scroll
org.webjars.bower:nya-bootstrap-select;org.webjars.bower;nya-bootstrap-select
io.vertx:vertx-consul;io.vertx;vertx-consul
io.vertx:vertx-mail;io.vertx;vertx-mail
io.vertx:vertx-mongo;io.vertx;vertx-mongo
io.vertx:vertx-docgen;io.vertx;vertx-docgen
pw.ian:sangria-scalapb_2.12;pw.ian;sangria-scalapb_2.12
org.webjars.npm:github-com-AdeleD-react-paginate;org.webjars.npm;github-com-AdeleD-react-paginate
org.coodex:concrete-accounts-bom;org.coodex;concrete-accounts-bom
org.coodex:test.web;org.coodex;test.web
org.coodex:test-json;org.coodex;test-json
org.coodex:test.reverse.proxy;org.coodex;test.reverse.proxy
org.bitbucket.cowwoc:requirements-native;org.bitbucket.cowwoc;requirements-native
org.bitbucket.cowwoc:requirements;org.bitbucket.cowwoc;requirements
org.bitbucket.cowwoc:requirements-guava;org.bitbucket.cowwoc;requirements-guava
org.bitbucket.cowwoc:requirements-core;org.bitbucket.cowwoc;requirements-core
org.bitbucket.cowwoc:requirements-maven-plugin;org.bitbucket.cowwoc;requirements-maven-plugin
org.scalaz:scalaz-effect_sjs0.6_2.13.0-M2;org.scalaz;scalaz-effect_sjs0.6_2.13.0-M2
org.scalaz:scalaz-scalacheck-binding_sjs0.6_2.13.0-M2;org.scalaz;scalaz-scalacheck-binding_sjs0.6_2.13.0-M2
org.scalaz:scalaz-core_2.13.0-M2;org.scalaz;scalaz-core_2.13.0-M2
org.scalaz:scalaz-core_sjs0.6_2.13.0-M2;org.scalaz;scalaz-core_sjs0.6_2.13.0-M2
org.scalaz:scalaz_2.13.0-M2;org.scalaz;scalaz_2.13.0-M2
org.scalaz:scalaz-effect_2.13.0-M2;org.scalaz;scalaz-effect_2.13.0-M2
org.scalaz:scalaz-iteratee_sjs0.6_2.13.0-M2;org.scalaz;scalaz-iteratee_sjs0.6_2.13.0-M2
org.scalaz:scalaz-scalacheck-binding_2.13.0-M2;org.scalaz;scalaz-scalacheck-binding_2.13.0-M2
org.scalaz:scalaz-iteratee_2.13.0-M2;org.scalaz;scalaz-iteratee_2.13.0-M2
org.scalaz:scalaz-concurrent_2.13.0-M2;org.scalaz;scalaz-concurrent_2.13.0-M2
me.kolek.gradle:gradle-coveralls-plugin;me.kolek.gradle;gradle-coveralls-plugin
org.webjars.npm:angulartics-piwik;org.webjars.npm;angulartics-piwik
fr.pilato.elasticsearch.testcontainers:testcontainers-elasticsearch;fr.pilato.elasticsearch.testcontainers;testcontainers-elasticsearch
com.github.finagle:finch-jackson_2.11;com.github.finagle;finch-jackson_2.11
com.github.finagle:finch-jackson_2.12;com.github.finagle;finch-jackson_2.12
io.github.cjkent.osiris:osiris;io.github.cjkent.osiris;osiris
io.github.cjkent.osiris:osiris-local-server;io.github.cjkent.osiris;osiris-local-server
io.github.cjkent.osiris:osiris-aws-deploy;io.github.cjkent.osiris;osiris-aws-deploy
io.github.cjkent.osiris:osiris-aws;io.github.cjkent.osiris;osiris-aws
io.github.cjkent.osiris:osiris-maven-plugin;io.github.cjkent.osiris;osiris-maven-plugin
io.github.cjkent.osiris:osiris-archetype;io.github.cjkent.osiris;osiris-archetype
io.github.cjkent.osiris:osiris-server;io.github.cjkent.osiris;osiris-server
io.github.cjkent.osiris:osiris-core;io.github.cjkent.osiris;osiris-core
io.github.cjkent.osiris:osiris-integration;io.github.cjkent.osiris;osiris-integration
cd.connect.common:connect-env-property-headers;cd.connect.common;connect-env-property-headers
com.mercadopago:java-sdk;com.mercadopago;java-sdk
org.wso2.is:wso2is-cxf-filters;org.wso2.is;wso2is-cxf-filters
org.sakaiproject:oss-parent;org.sakaiproject;oss-parent
org.apache.storm:storm-jms-parent;org.apache.storm;storm-jms-parent
org.apache.storm:storm-mqtt-parent;org.apache.storm;storm-mqtt-parent
org.spire-math:kind-projector_2.13.0-M3;org.spire-math;kind-projector_2.13.0-M3
com.stackify:stackify-deployment-common;com.stackify;stackify-deployment-common
com.teamtter.mavennatives:nativedependencies-maven-plugin;com.teamtter.mavennatives;nativedependencies-maven-plugin
com.formulasearchengine:mathosphere-parent;com.formulasearchengine;mathosphere-parent
com.formulasearchengine:basex-backend;com.formulasearchengine;basex-backend
org.jboss.spec.javax.json:jboss-json-api_1.1_spec;org.jboss.spec.javax.json;jboss-json-api_1.1_spec
fish.payara.blue.distributions:payara-web-ml;fish.payara.blue.distributions;payara-web-ml
fish.payara.blue.distributions:payara-web;fish.payara.blue.distributions;payara-web
fish.payara.blue.distributions:payara-ml;fish.payara.blue.distributions;payara-ml
fish.payara.blue.extras:payara-embedded-web;fish.payara.blue.extras;payara-embedded-web
fish.payara.blue.extras:payara-micro;fish.payara.blue.extras;payara-micro
org.webjars.npm:reactor-core-js;org.webjars.npm;reactor-core-js
com.kenticocloud:delivery-sdk-java;com.kenticocloud;delivery-sdk-java
com.kenticocloud:delivery-sdk-android;com.kenticocloud;delivery-sdk-android
org.devocative:dmodule-archetype;org.devocative;dmodule-archetype
io.syndesis.integration-runtime:runtime;io.syndesis.integration-runtime;runtime
io.syndesis:project-generator;io.syndesis;project-generator
io.syndesis:aws-s3-polling-bucket-connector;io.syndesis;aws-s3-polling-bucket-connector
io.syndesis:syndesis-archetype-flow-extension-xml;io.syndesis;syndesis-archetype-flow-extension-xml
io.syndesis:syndesis-annotation-processor;io.syndesis;syndesis-annotation-processor
fish.payara.blue.distributions:payara;fish.payara.blue.distributions;payara
io.syndesis:syndesis-maven-plugin;io.syndesis;syndesis-maven-plugin
io.syndesis:camel-component-proxy;io.syndesis;camel-component-proxy
fish.payara.blue.extras:payara-embedded-all;fish.payara.blue.extras;payara-embedded-all
io.syndesis:syndesis-archetype-flow-extension-java;io.syndesis;syndesis-archetype-flow-extension-java
io.syndesis:syndesis-archetype-flow-extension-boot;io.syndesis;syndesis-archetype-flow-extension-boot
io.syndesis:aws-connectors;io.syndesis;aws-connectors
io.syndesis:aws-s3-get-object-connector;io.syndesis;aws-s3-get-object-connector
io.syndesis.integration-runtime:runtime-api;io.syndesis.integration-runtime;runtime-api
io.syndesis.integration-runtime:model;io.syndesis.integration-runtime;model
io.syndesis:aws-s3-copy-object-connector;io.syndesis;aws-s3-copy-object-connector
io.syndesis:archetypes;io.syndesis;archetypes
com.davegurnell:anchorman-core_2.11;com.davegurnell;anchorman-core_2.11
com.davegurnell:anchorman-play_2.11;com.davegurnell;anchorman-play_2.11
com.sclasen:akka-zk-cluster-seed_2.11;com.sclasen;akka-zk-cluster-seed_2.11
com.sclasen:akka-zk-cluster-seed_2.12;com.sclasen;akka-zk-cluster-seed_2.12
com.wuyushuo:wuyu-module-policy;com.wuyushuo;wuyu-module-policy
one.valuelogic:vertx-web-problem;one.valuelogic;vertx-web-problem
cc.drx:core_2.13.0-M2;cc.drx;core_2.13.0-M2
cc.drx:p5_2.13.0-M2;cc.drx;p5_2.13.0-M2
cc.drx:ng_2.13.0-M2;cc.drx;ng_2.13.0-M2
cc.drx:math_2.13.0-M2;cc.drx;math_2.13.0-M2
cc.drx:archive_2.13.0-M2;cc.drx;archive_2.13.0-M2
cc.drx:boot_2.13.0-M2;cc.drx;boot_2.13.0-M2
cc.drx:gen_2.13.0-M2;cc.drx;gen_2.13.0-M2
com.github.awesome-it-ternopil:scalty_2.11;com.github.awesome-it-ternopil;scalty_2.11
com.github.awesome-it-ternopil:scalty_2.12;com.github.awesome-it-ternopil;scalty_2.12
org.webjars.bower:angular-perfect-scrollbar;org.webjars.bower;angular-perfect-scrollbar
org.webjars.npm:blueprintjs__core;org.webjars.npm;blueprintjs__core
org.webjars.npm:blueprintjs__icons;org.webjars.npm;blueprintjs__icons
org.devocative:demeter-maven-plugin;org.devocative;demeter-maven-plugin
org.devocative:demeter-parent;org.devocative;demeter-parent
org.xbib:asn1;org.xbib;asn1
de.cyclon-softworx:jformchecker-integration;de.cyclon-softworx;jformchecker-integration
de.cyclon-softworx:jformchecker;de.cyclon-softworx;jformchecker
com.yahoo.vespa:filedistribution_test;com.yahoo.vespa;filedistribution_test
com.yahoo.vespa:filedistributionmanager;com.yahoo.vespa;filedistributionmanager
com.github.roundrop:scalikejdbc-sqlsyntax-ext_2.11;com.github.roundrop;scalikejdbc-sqlsyntax-ext_2.11
com.github.roundrop:scalikejdbc-sqlsyntax-ext_2.12;com.github.roundrop;scalikejdbc-sqlsyntax-ext_2.12
org.webjars.bower:angular-bootstrap-simple-chat;org.webjars.bower;angular-bootstrap-simple-chat
org.webjars.bower:github-com-irontec-angular-bootstrap-simple-chat;org.webjars.bower;github-com-irontec-angular-bootstrap-simple-chat
io.knotx.archetypes:knotx-knot-archetype;io.knotx.archetypes;knotx-knot-archetype
io.knotx.archetypes:knotx-extension-archetype;io.knotx.archetypes;knotx-extension-archetype
io.knotx.archetypes:knotx-adapter-archetype;io.knotx.archetypes;knotx-adapter-archetype
org.xbib.helianthus:helianthus-server;org.xbib.helianthus;helianthus-server
org.xbib.helianthus:helianthus-common;org.xbib.helianthus;helianthus-common
org.xbib.helianthus:helianthus-client;org.xbib.helianthus;helianthus-client
org.webjars.bower:milsymbol;org.webjars.bower;milsymbol
org.xbib.helianthus:helianthus;org.xbib.helianthus;helianthus
com.formulasearchengine:mathmlconverters;com.formulasearchengine;mathmlconverters
net.openhft:chronicle-logger-parent;net.openhft;chronicle-logger-parent
se.sawano.eureka:legacy-registrar;se.sawano.eureka;legacy-registrar
dk.alexandra.fresco:scapiNetwork;dk.alexandra.fresco;scapiNetwork
com.formulasearchengine:mathmltools;com.formulasearchengine;mathmltools
org.webjars.bower:TweenJS;org.webjars.bower;TweenJS
com.github.1991wangliang:weixin-api;com.github.1991wangliang;weixin-api
com.wilddog.client:wilddog-video-room-android;com.wilddog.client;wilddog-video-room-android
com.wilddog.client:wilddog-video-call-android;com.wilddog.client;wilddog-video-call-android
com.wilddog.client:wilddog-video-base-android;com.wilddog.client;wilddog-video-base-android
io.opentracing.contrib:opentracing-scala-concurrent;io.opentracing.contrib;opentracing-scala-concurrent
de.adorsys.sts:sts-persistence-jpa-flyway;de.adorsys.sts;sts-persistence-jpa-flyway
de.adorsys.sts:sts-persistence-jpa-liquibase;de.adorsys.sts;sts-persistence-jpa-liquibase
com.qantium:uisteps-allure;com.qantium;uisteps-allure
com.qantium:uisteps-core;com.qantium;uisteps-core
com.hazelcast:hazelcast-tomcat6-sessionmanager;com.hazelcast;hazelcast-tomcat6-sessionmanager
com.loyagram.android:campaign-sdk;com.loyagram.android;campaign-sdk
com.ibm.event:ibm-db2-eventstore-desktop-client;com.ibm.event;ibm-db2-eventstore-desktop-client
org.scala-sbt:io_2.13.0-M2;org.scala-sbt;io_2.13.0-M2
org.logback-extensions:logback-ext-spring;org.logback-extensions;logback-ext-spring
org.logback-extensions:logback-ext-loggly;org.logback-extensions;logback-ext-loggly
com.someok:someok-restdocs-extend;com.someok;someok-restdocs-extend
io.verizon.knobs:zookeeper_2.11;io.verizon.knobs;zookeeper_2.11
io.verizon.knobs:core_2.11;io.verizon.knobs;core_2.11
io.verizon.knobs:typesafe_2.11;io.verizon.knobs;typesafe_2.11
io.verizon.knobs:zookeeper_2.12;io.verizon.knobs;zookeeper_2.12
io.verizon.knobs:core_2.12;io.verizon.knobs;core_2.12
io.verizon.knobs:typesafe_2.12;io.verizon.knobs;typesafe_2.12
com.apyhs:artoria;com.apyhs;artoria
com.englishtown.vertx:vertx-mail-service;com.englishtown.vertx;vertx-mail-service
com.hyp3r:kinesis-logback-appender;com.hyp3r;kinesis-logback-appender
org.jgrapes:org.jgrapes.portal.themes.vader;org.jgrapes;org.jgrapes.portal.themes.vader
org.jgrapes:org.jgrapes.portal.themes.uilightness;org.jgrapes;org.jgrapes.portal.themes.uilightness
org.jgrapes:org.jgrapes.portal.themes.uidarkness;org.jgrapes;org.jgrapes.portal.themes.uidarkness
org.jgrapes:org.jgrapes.portal.themes.trontastic;org.jgrapes;org.jgrapes.portal.themes.trontastic
org.jgrapes:org.jgrapes.portal.themes.swankypurse;org.jgrapes;org.jgrapes.portal.themes.swankypurse
org.jgrapes:org.jgrapes.portal.themes.sunny;org.jgrapes;org.jgrapes.portal.themes.sunny
org.jgrapes:org.jgrapes.portal.themes.start;org.jgrapes;org.jgrapes.portal.themes.start
org.jgrapes:org.jgrapes.portal.themes.southstreet;org.jgrapes;org.jgrapes.portal.themes.southstreet
org.jgrapes:org.jgrapes.portal.themes.smoothness;org.jgrapes;org.jgrapes.portal.themes.smoothness
org.jgrapes:org.jgrapes.portal.themes.redmond;org.jgrapes;org.jgrapes.portal.themes.redmond
org.jgrapes:org.jgrapes.portal.themes.peppergrinder;org.jgrapes;org.jgrapes.portal.themes.peppergrinder
org.jgrapes:org.jgrapes.portal.themes.overcast;org.jgrapes;org.jgrapes.portal.themes.overcast
org.jgrapes:org.jgrapes.portal.themes.mintchoc;org.jgrapes;org.jgrapes.portal.themes.mintchoc
org.jgrapes:org.jgrapes.portal.themes.lefrog;org.jgrapes;org.jgrapes.portal.themes.lefrog
org.jgrapes:org.jgrapes.portal.themes.humanity;org.jgrapes;org.jgrapes.portal.themes.humanity
org.jgrapes:org.jgrapes.portal.themes.hotsneaks;org.jgrapes;org.jgrapes.portal.themes.hotsneaks
org.jgrapes:org.jgrapes.portal.themes.flick;org.jgrapes;org.jgrapes.portal.themes.flick
org.jgrapes:org.jgrapes.portal.themes.excitebike;org.jgrapes;org.jgrapes.portal.themes.excitebike
org.jgrapes:org.jgrapes.portal.themes.eggplant;org.jgrapes;org.jgrapes.portal.themes.eggplant
org.jgrapes:org.jgrapes.portal.themes.dotluv;org.jgrapes;org.jgrapes.portal.themes.dotluv
org.jgrapes:org.jgrapes.portal.themes.darkhive;org.jgrapes;org.jgrapes.portal.themes.darkhive
org.jgrapes:org.jgrapes.portal.themes.cupertino;org.jgrapes;org.jgrapes.portal.themes.cupertino
org.jgrapes:org.jgrapes.portal.themes.blitzer;org.jgrapes;org.jgrapes.portal.themes.blitzer
org.jgrapes:org.jgrapes.portal.themes.blacktie;org.jgrapes;org.jgrapes.portal.themes.blacktie
org.webjars.bower:DateJS;org.webjars.bower;DateJS
com.walmartlabs.appserver:appserver;com.walmartlabs.appserver;appserver
com.walmartlabs.appserver:appserver-targetplatform;com.walmartlabs.appserver;appserver-targetplatform
com.walmartlabs.appserver:appserver-parent;com.walmartlabs.appserver;appserver-parent
org.hspconsortium.reference:hspc-reference-api-fhir;org.hspconsortium.reference;hspc-reference-api-fhir
org.hspconsortium.reference:hspc-reference-api-mysql;org.hspconsortium.reference;hspc-reference-api-mysql
org.hspconsortium.reference:hspc-reference-api-webapp-multitenant;org.hspconsortium.reference;hspc-reference-api-webapp-multitenant
org.hspconsortium.reference:hspc-reference-api-mysql-multitenant;org.hspconsortium.reference;hspc-reference-api-mysql-multitenant
org.hspconsortium.reference:hspc-reference-api-oauth2;org.hspconsortium.reference;hspc-reference-api-oauth2
org.hspconsortium.reference:hspc-reference-api-webapp;org.hspconsortium.reference;hspc-reference-api-webapp
org.hspconsortium.reference:hspc-reference-api-webapp-base;org.hspconsortium.reference;hspc-reference-api-webapp-base
org.hspconsortium.reference:hspc-reference-api-parent;org.hspconsortium.reference;hspc-reference-api-parent
org.hspconsortium.reference:hspc-reference-api-smart-support;org.hspconsortium.reference;hspc-reference-api-smart-support
net.leadware:jpersistence-tools-core;net.leadware;jpersistence-tools-core
net.leadware:jpersistence-tools-api;net.leadware;jpersistence-tools-api
net.leadware:jpersistence-tools;net.leadware;jpersistence-tools
com.github.bpark.cdi:cdi-bean-utils;com.github.bpark.cdi;cdi-bean-utils
net.fnothaft:jsr203-s3a;net.fnothaft;jsr203-s3a
org.webjars.bower:github-com-arnab-jQuery-PrettyTextDiff;org.webjars.bower;github-com-arnab-jQuery-PrettyTextDiff
org.webjars.bower:github-com-mar10-fancytree;org.webjars.bower;github-com-mar10-fancytree
codes.rafael.gradlemavenplugin:gradle-maven-plugin;codes.rafael.gradlemavenplugin;gradle-maven-plugin
com.softos.maven:maven-softos-poms;com.softos.maven;maven-softos-poms
com.softos.maven:maven-softos-super-pom;com.softos.maven;maven-softos-super-pom
com.cooldatasoft:cds-parent;com.cooldatasoft;cds-parent
com.cooldatasoft:cds-build-tools;com.cooldatasoft;cds-build-tools
com.abiquo:api-java-client-project;com.abiquo;api-java-client-project
io.leonis:subra-protocol;io.leonis;subra-protocol
com.github.helgeho:hadoop-concat-gz;com.github.helgeho;hadoop-concat-gz
com.github.m0uj:spring-security-jwt;com.github.m0uj;spring-security-jwt
com.github.m0uj:spring-restexceptionhandler;com.github.m0uj;spring-restexceptionhandler
org.eclipse.ditto:ditto-signals-commands-amqp-bridge;org.eclipse.ditto;ditto-signals-commands-amqp-bridge
org.eclipse.ditto:ditto-services-models-amqp-bridge;org.eclipse.ditto;ditto-services-models-amqp-bridge
org.eclipse.ditto:ditto-services-amqpbridge-starter;org.eclipse.ditto;ditto-services-amqpbridge-starter
org.eclipse.ditto:ditto-model-amqp-bridge;org.eclipse.ditto;ditto-model-amqp-bridge
org.eclipse.ditto:ditto-services-amqpbridge-messaging;org.eclipse.ditto;ditto-services-amqpbridge-messaging
org.eclipse.ditto:ditto-services-amqpbridge-util;org.eclipse.ditto;ditto-services-amqpbridge-util
org.eclipse.ditto:ditto-services-amqpbridge;org.eclipse.ditto;ditto-services-amqpbridge
org.eclipse.ditto:ditto-signals-events-amqp-bridge;org.eclipse.ditto;ditto-signals-events-amqp-bridge
com.worldline.sips:sdk-parent;com.worldline.sips;sdk-parent
com.graphaware.integration.neo4j:neo4j-tests-integration;com.graphaware.integration.neo4j;neo4j-tests-integration
org.webjars.bower:view-file-ng;org.webjars.bower;view-file-ng
com.github.iamnotgay:log-common;com.github.iamnotgay;log-common
com.arronlong.httpclientutil:httpclientutil;com.arronlong.httpclientutil;httpclientutil
com.github.wkp111:SocketSimple;com.github.wkp111;SocketSimple
org.umlg:test-model-import;org.umlg;test-model-import
org.umlg:test-restlet;org.umlg;test-restlet
org.umlg:umlg-test-tinkergraph;org.umlg;umlg-test-tinkergraph
org.umlg:umlg-test-ocl;org.umlg;umlg-test-ocl
com.aitusoftware:transport;com.aitusoftware;transport
com.aitusoftware:proxygen;com.aitusoftware;proxygen
org.umlg:umlg-test-basic;org.umlg;umlg-test-basic
org.webjars.bowergithub.next-ui:next-bower;org.webjars.bowergithub.next-ui;next-bower
com.github.limiaogithub:yt_excel;com.github.limiaogithub;yt_excel
org.devefx:validator-web;org.devefx;validator-web
org.webjars.bowergithub.afonsopacifer:github-corner;org.webjars.bowergithub.afonsopacifer;github-corner
com.github.limiaogithub:yt_base;com.github.limiaogithub;yt_base
cn.songxinqiang:oss-parent;cn.songxinqiang;oss-parent
net.liftmodules:json-extractor-ng_3.1_2.12;net.liftmodules;json-extractor-ng_3.1_2.12
net.liftmodules:json-extractor-ng_3.2_2.12;net.liftmodules;json-extractor-ng_3.2_2.12
org.zanata:build-tools;org.zanata;build-tools
org.webjars.npm:github-com-eligrey-classList-js;org.webjars.npm;github-com-eligrey-classList-js
org.webjars.bower:angular-carousel;org.webjars.bower;angular-carousel
io.packagecloud:client;io.packagecloud;client
com.steinf:spring-boot-correlation-id;com.steinf;spring-boot-correlation-id
org.scala-lang.modules:scala-async_2.13.0-M3;org.scala-lang.modules;scala-async_2.13.0-M3
org.webjars.npm:react-leaflet-markercluster;org.webjars.npm;react-leaflet-markercluster
com.spotify:ratatool_2.12;com.spotify;ratatool_2.12
com.spotify:ratatool_2.11;com.spotify;ratatool_2.11
org.webjars.npm:github-com-Polymer-polymer-analyzer;org.webjars.npm;github-com-Polymer-polymer-analyzer
io.github.lbellonda:checklocale;io.github.lbellonda;checklocale
org.wso2.carbon.polling.core:org.wso2.carbon.connector.framework.feature;org.wso2.carbon.polling.core;org.wso2.carbon.connector.framework.feature
org.wso2.carbon.polling.core:org.wso2.carbon.connector.framework;org.wso2.carbon.polling.core;org.wso2.carbon.connector.framework
org.wso2.carbon.polling.core:org.wso2.carbon.polling.core.parent;org.wso2.carbon.polling.core;org.wso2.carbon.polling.core.parent
com.datamountaineer:kafka-connect-transformers;com.datamountaineer;kafka-connect-transformers
com.hubspot.maven.plugins:copy-protos-maven-plugin;com.hubspot.maven.plugins;copy-protos-maven-plugin
uk.co.caeldev:spring-morphia;uk.co.caeldev;spring-morphia
org.webjars.npm:angular-emojione;org.webjars.npm;angular-emojione
org.smartregister:opensrp-client-enketo;org.smartregister;opensrp-client-enketo
ch.epfl.scala:sbt;ch.epfl.scala;sbt
ch.epfl.scala:scripted-plugin_2.12;ch.epfl.scala;scripted-plugin_2.12
ch.epfl.scala:actions_2.12;ch.epfl.scala;actions_2.12
ch.epfl.scala:main-settings_2.12;ch.epfl.scala;main-settings_2.12
ch.epfl.scala:main_2.12;ch.epfl.scala;main_2.12
ch.epfl.scala:command_2.12;ch.epfl.scala;command_2.12
ch.epfl.scala:task-system_2.12;ch.epfl.scala;task-system_2.12
ch.epfl.scala:scripted-sbt_2.12;ch.epfl.scala;scripted-sbt_2.12
ch.epfl.scala:run_2.12;ch.epfl.scala;run_2.12
ch.epfl.scala:logic_2.12;ch.epfl.scala;logic_2.12
ch.epfl.scala:testing_2.12;ch.epfl.scala;testing_2.12
ch.epfl.scala:completion_2.12;ch.epfl.scala;completion_2.12
ch.epfl.scala:core-macros_2.12;ch.epfl.scala;core-macros_2.12
ch.epfl.scala:tasks_2.12;ch.epfl.scala;tasks_2.12
ch.epfl.scala:sbt-launch;ch.epfl.scala;sbt-launch
ch.epfl.scala:collections_2.12;ch.epfl.scala;collections_2.12
ch.epfl.scala:protocol_2.12;ch.epfl.scala;protocol_2.12
org.xbib:cql;org.xbib;cql
org.webjars.bowergithub.polymerlabs:promise-polyfill;org.webjars.bowergithub.polymerlabs;promise-polyfill
com.bowlingx:play-webpack-lib_2.10;com.bowlingx;play-webpack-lib_2.10
org.webjars.npm:angular-iscroll;org.webjars.npm;angular-iscroll
com.aliyun.odps:cupid-fs-oss;com.aliyun.odps;cupid-fs-oss
org.webjars.bowergithub.googlewebcomponents:google-signin;org.webjars.bowergithub.googlewebcomponents;google-signin
org.zalando:tracing-lightstep-spring-boot-starter;org.zalando;tracing-lightstep-spring-boot-starter
org.zalando:tracing-lightstep-guice-starter;org.zalando;tracing-lightstep-guice-starter
org.zalando:opentracing-java;org.zalando;opentracing-java
io.gupshup.maven:samplebot-archetype;io.gupshup.maven;samplebot-archetype
