com.alibaba.fastjson2:fastjson2-incubator-vector;com.alibaba.fastjson2;fastjson2-incubator-vector
com.didiglobal.booster:booster-graph;com.didiglobal.booster;booster-graph
com.didiglobal.booster:booster-command;com.didiglobal.booster;booster-command
com.didiglobal.booster:booster-build;com.didiglobal.booster;booster-build
com.didiglobal.booster:booster-api;com.didiglobal.booster;booster-api
com.didiglobal.booster:booster-annotations;com.didiglobal.booster;booster-annotations
com.didiglobal.booster:booster-android-instrument-toast;com.didiglobal.booster;booster-android-instrument-toast
com.didiglobal.booster:booster-android-instrument-thread;com.didiglobal.booster;booster-android-instrument-thread
com.didiglobal.booster:booster-android-instrument-res-check;com.didiglobal.booster;booster-android-instrument-res-check
com.didiglobal.booster:booster-android-instrument-media-player;com.didiglobal.booster;booster-android-instrument-media-player
com.didiglobal.booster:booster-android-instrument-logcat;com.didiglobal.booster;booster-android-instrument-logcat
com.didiglobal.booster:booster-android-instrument-activity-thread;com.didiglobal.booster;booster-android-instrument-activity-thread
com.didiglobal.booster:booster-aapt2;com.didiglobal.booster;booster-aapt2
com.didiglobal.booster:booster-android-instrument-finalizer-watchdog-daemon;com.didiglobal.booster;booster-android-instrument-finalizer-watchdog-daemon
com.didiglobal.booster:booster-android-instrument;com.didiglobal.booster;booster-android-instrument
com.didiglobal.booster:booster-android-gradle-v8_1;com.didiglobal.booster;booster-android-gradle-v8_1
com.didiglobal.booster:booster-android-gradle-v8_2;com.didiglobal.booster;booster-android-gradle-v8_2
com.didiglobal.booster:booster;com.didiglobal.booster;booster
com.didiglobal.booster:booster-android-gradle-api;com.didiglobal.booster;booster-android-gradle-api
com.didiglobal.booster:booster-android-gradle-v8_0;com.didiglobal.booster;booster-android-gradle-v8_0
com.didiglobal.booster:booster-android-gradle-compat;com.didiglobal.booster;booster-android-gradle-compat
com.didiglobal.booster:booster-android-api;com.didiglobal.booster;booster-android-api
com.tencent.tinker:tinker-android-lib;com.tencent.tinker;tinker-android-lib
com.tencent.tinker:tinker-android-lib-no-op;com.tencent.tinker;tinker-android-lib-no-op
com.tencent.tinker:tinker-patch-lib;com.tencent.tinker;tinker-patch-lib
com.tencent.tinker:tinker-patch-gradle-plugin;com.tencent.tinker;tinker-patch-gradle-plugin
com.tencent.tinker:tinker-android-loader-no-op;com.tencent.tinker;tinker-android-loader-no-op
com.tencent.tinker:tinker-android-loader;com.tencent.tinker;tinker-android-loader
com.tencent.tinker:tinker-android-anno-support;com.tencent.tinker;tinker-android-anno-support
org.verapdf:validation-model-arlington;org.verapdf;validation-model-arlington
com.tencent.tinker:tinker-android-anno;com.tencent.tinker;tinker-android-anno
org.verapdf:metadata-fixer-arlington;org.verapdf;metadata-fixer-arlington
com.tencent.tinker:tinker-ziputils;com.tencent.tinker;tinker-ziputils
org.verapdf:wcag-validation-arlington;org.verapdf;wcag-validation-arlington
com.tencent.tinker:bsdiff-util;com.tencent.tinker;bsdiff-util
org.verapdf:feature-reporting-arlington;org.verapdf;feature-reporting-arlington
org.verapdf:validation-arlington;org.verapdf;validation-arlington
com.tencent.tinker:aosp-dexutils;com.tencent.tinker;aosp-dexutils
com.tencent.tinker:tinker-commons;com.tencent.tinker;tinker-commons
com.caesarealabs:searchit-wasmJs;com.caesarealabs;searchit-wasmJs
com.caesarealabs:searchit;com.caesarealabs;searchit
com.caesarealabs:searchit-jvm;com.caesarealabs;searchit-jvm
org.apache.ozhera:ozhera-demo-server-server;org.apache.ozhera;ozhera-demo-server-server
org.apache.ozhera:ozhera-demo-client-server;org.apache.ozhera;ozhera-demo-client-server
com.github.javaclub:toolbox;com.github.javaclub;toolbox
org.apache.ozhera:ozhera-demo-client-service;org.apache.ozhera;ozhera-demo-client-service
org.apache.ozhera:ozhera-demo-server-api;org.apache.ozhera;ozhera-demo-server-api
org.apache.ozhera:ozhera-demo-server;org.apache.ozhera;ozhera-demo-server
org.apache.ozhera:ozhera-demo-client-common;org.apache.ozhera;ozhera-demo-client-common
org.apache.ozhera:ozhera-demo-client-api;org.apache.ozhera;ozhera-demo-client-api
org.apache.ozhera:ozhera-demo-client;org.apache.ozhera;ozhera-demo-client
org.apache.ozhera:ozhera-parent;org.apache.ozhera;ozhera-parent
com.testmonitor:testng-listener;com.testmonitor;testng-listener
com.azure.resourcemanager:azure-resourcemanager-changeanalysis;com.azure.resourcemanager;azure-resourcemanager-changeanalysis
io.github.mayzs:paho.mqtt.android;io.github.mayzs;paho.mqtt.android
com.azure.resourcemanager:azure-resourcemanager-digitaltwins;com.azure.resourcemanager;azure-resourcemanager-digitaltwins
io.github.bes2008.solution.sqlhelper:sqlhelper-mybatisplus-commons;io.github.bes2008.solution.sqlhelper;sqlhelper-mybatisplus-commons
com.azure.resourcemanager:azure-resourcemanager-graphservices;com.azure.resourcemanager;azure-resourcemanager-graphservices
com.tencent.bk.sdk:iam-java-sdk;com.tencent.bk.sdk;iam-java-sdk
com.azure.resourcemanager:azure-resourcemanager-providerhub;com.azure.resourcemanager;azure-resourcemanager-providerhub
com.azure.resourcemanager:azure-resourcemanager-workloads;com.azure.resourcemanager;azure-resourcemanager-workloads
com.azure.resourcemanager:azure-resourcemanager-resourcegraph;com.azure.resourcemanager;azure-resourcemanager-resourcegraph
org.webjars.npm:rwh__keystrokes;org.webjars.npm;rwh__keystrokes
com.testmonitor:api-java-client;com.testmonitor;api-java-client
com.liferay:org.springframework.context;com.liferay;org.springframework.context
de.codecentric:spring-boot-admin-starter-server;de.codecentric;spring-boot-admin-starter-server
de.codecentric:spring-boot-admin-docs;de.codecentric;spring-boot-admin-docs
de.codecentric:spring-boot-admin-build;de.codecentric;spring-boot-admin-build
de.codecentric:spring-boot-admin-sample-war;de.codecentric;spring-boot-admin-sample-war
de.codecentric:spring-boot-admin-server-ui;de.codecentric;spring-boot-admin-server-ui
de.codecentric:spring-boot-admin-dependencies;de.codecentric;spring-boot-admin-dependencies
de.codecentric:spring-boot-admin-sample-hazelcast;de.codecentric;spring-boot-admin-sample-hazelcast
de.codecentric:spring-boot-admin-server-cloud;de.codecentric;spring-boot-admin-server-cloud
de.codecentric:spring-boot-admin-sample-zookeeper;de.codecentric;spring-boot-admin-sample-zookeeper
de.codecentric:spring-boot-admin-client;de.codecentric;spring-boot-admin-client
de.codecentric:spring-boot-admin-sample-custom-ui;de.codecentric;spring-boot-admin-sample-custom-ui
de.codecentric:spring-boot-admin-sample-reactive;de.codecentric;spring-boot-admin-sample-reactive
de.codecentric:spring-boot-admin-server;de.codecentric;spring-boot-admin-server
de.codecentric:spring-boot-admin-starter-client;de.codecentric;spring-boot-admin-starter-client
de.codecentric:spring-boot-admin-sample-servlet;de.codecentric;spring-boot-admin-sample-servlet
de.codecentric:spring-boot-admin-samples;de.codecentric;spring-boot-admin-samples
de.codecentric:spring-boot-admin-sample-eureka;de.codecentric;spring-boot-admin-sample-eureka
de.codecentric:spring-boot-admin;de.codecentric;spring-boot-admin
de.codecentric:spring-boot-admin-sample-consul;de.codecentric;spring-boot-admin-sample-consul
org.apache.custos:custos-application;org.apache.custos;custos-application
org.apache.custos:custos-api;org.apache.custos;custos-api
org.apache.custos:custos-services;org.apache.custos;custos-services
org.apache.custos:custos-core;org.apache.custos;custos-core
org.apache.custos:custos;org.apache.custos;custos
com.azure.resourcemanager:azure-resourcemanager-voiceservices;com.azure.resourcemanager;azure-resourcemanager-voiceservices
com.aliyun.schedulerx:schedulerx2-plugin-elasticjob;com.aliyun.schedulerx;schedulerx2-plugin-elasticjob
io.github.over-run:marshal;io.github.over-run;marshal
org.mvnpm:envify;org.mvnpm;envify
org.mvnpm:muicss;org.mvnpm;muicss
com.azure.resourcemanager:azure-resourcemanager-resourcehealth;com.azure.resourcemanager;azure-resourcemanager-resourcehealth
com.immomo.cosmos.photon:push_pb_java_lite;com.immomo.cosmos.photon;push_pb_java_lite
com.azure.resourcemanager:azure-resourcemanager-migrationdiscoverysap;com.azure.resourcemanager;azure-resourcemanager-migrationdiscoverysap
com.azure.resourcemanager:azure-resourcemanager-agrifood;com.azure.resourcemanager;azure-resourcemanager-agrifood
org.webjars.npm:sortablejs;org.webjars.npm;sortablejs
com.antgroup.antchain.openapi:openapi-ak_f9cb6523d99f4d089e97d549f141e6e4;com.antgroup.antchain.openapi;openapi-ak_f9cb6523d99f4d089e97d549f141e6e4
com.slytechs.jnet.jnetpcap:jnetpcap-wrapper;com.slytechs.jnet.jnetpcap;jnetpcap-wrapper
ai.rev:revai-java-sdk;ai.rev;revai-java-sdk
io.github.fsixteen:openjdk;io.github.fsixteen;openjdk
no.nordicsemi.memfault:memfault;no.nordicsemi.memfault;memfault
org.jitsi:jicoco;org.jitsi;jicoco
com.ebay.ejmask:ejmask-spring-boot;com.ebay.ejmask;ejmask-spring-boot
com.ebay.ejmask:ejmask-spring-autoconfig;com.ebay.ejmask;ejmask-spring-autoconfig
com.irurueta:irurueta-geometry;com.irurueta;irurueta-geometry
fr.lixbox.lixbox-common:lixbox-stream;fr.lixbox.lixbox-common;lixbox-stream
fr.lixbox.lixbox-common:lixbox-mail;fr.lixbox.lixbox-common;lixbox-mail
fr.lixbox.lixbox-common:lixbox-core;fr.lixbox.lixbox-common;lixbox-core
com.xemantic.ai:xemantic-ai-money-watchosx64;com.xemantic.ai;xemantic-ai-money-watchosx64
com.xemantic.ai:xemantic-ai-money-watchossimulatorarm64;com.xemantic.ai;xemantic-ai-money-watchossimulatorarm64
com.xemantic.ai:xemantic-ai-money-watchosarm64;com.xemantic.ai;xemantic-ai-money-watchosarm64
com.xemantic.ai:xemantic-ai-money-watchosarm32;com.xemantic.ai;xemantic-ai-money-watchosarm32
com.xemantic.ai:xemantic-ai-money-wasm-wasi;com.xemantic.ai;xemantic-ai-money-wasm-wasi
com.xemantic.ai:xemantic-ai-money-wasm-js;com.xemantic.ai;xemantic-ai-money-wasm-js
com.xemantic.ai:xemantic-ai-money-tvosx64;com.xemantic.ai;xemantic-ai-money-tvosx64
com.xemantic.ai:xemantic-ai-money-tvossimulatorarm64;com.xemantic.ai;xemantic-ai-money-tvossimulatorarm64
com.xemantic.ai:xemantic-ai-money-tvosarm64;com.xemantic.ai;xemantic-ai-money-tvosarm64
com.xemantic.ai:xemantic-ai-money-mingwx64;com.xemantic.ai;xemantic-ai-money-mingwx64
com.xemantic.ai:xemantic-ai-money-macosx64;com.xemantic.ai;xemantic-ai-money-macosx64
com.xemantic.ai:xemantic-ai-money-macosarm64;com.xemantic.ai;xemantic-ai-money-macosarm64
com.xemantic.ai:xemantic-ai-money-linuxx64;com.xemantic.ai;xemantic-ai-money-linuxx64
com.xemantic.ai:xemantic-ai-money-linuxarm64;com.xemantic.ai;xemantic-ai-money-linuxarm64
com.xemantic.ai:xemantic-ai-money;com.xemantic.ai;xemantic-ai-money
com.xemantic.ai:xemantic-ai-money-jvm;com.xemantic.ai;xemantic-ai-money-jvm
com.xemantic.ai:xemantic-ai-money-js;com.xemantic.ai;xemantic-ai-money-js
com.xemantic.ai:xemantic-ai-money-iosx64;com.xemantic.ai;xemantic-ai-money-iosx64
com.xemantic.ai:xemantic-ai-money-iossimulatorarm64;com.xemantic.ai;xemantic-ai-money-iossimulatorarm64
com.xemantic.ai:xemantic-ai-money-iosarm64;com.xemantic.ai;xemantic-ai-money-iosarm64
com.xemantic.ai:xemantic-ai-money-androidnativex86;com.xemantic.ai;xemantic-ai-money-androidnativex86
com.xemantic.ai:xemantic-ai-money-androidnativex64;com.xemantic.ai;xemantic-ai-money-androidnativex64
com.xemantic.ai:xemantic-ai-money-androidnativearm64;com.xemantic.ai;xemantic-ai-money-androidnativearm64
com.xemantic.ai:xemantic-ai-money-androidnativearm32;com.xemantic.ai;xemantic-ai-money-androidnativearm32
io.github.wimdeblauwe:htmx-spring-boot-parent;io.github.wimdeblauwe;htmx-spring-boot-parent
io.github.wimdeblauwe:htmx-spring-boot;io.github.wimdeblauwe;htmx-spring-boot
io.github.wimdeblauwe:htmx-spring-boot-thymeleaf;io.github.wimdeblauwe;htmx-spring-boot-thymeleaf
org.mvnpm:react-bootstrap-icons;org.mvnpm;react-bootstrap-icons
com.nutanix.api:files-java-client;com.nutanix.api;files-java-client
me.devnatan:inventory-framework-platform-paper;me.devnatan;inventory-framework-platform-paper
me.devnatan:inventory-framework-platform-bukkit;me.devnatan;inventory-framework-platform-bukkit
me.devnatan:inventory-framework-platform;me.devnatan;inventory-framework-platform
me.devnatan:inventory-framework-core;me.devnatan;inventory-framework-core
me.devnatan:inventory-framework-api;me.devnatan;inventory-framework-api
me.devnatan:inventory-framework-anvil-input;me.devnatan;inventory-framework-anvil-input
io.split.client:redis-wrapper;io.split.client;redis-wrapper
org.eclipse.dirigible:dirigible-components-resources-theme-default;org.eclipse.dirigible;dirigible-components-resources-theme-default
com.lmco.ptolemaeus:math;com.lmco.ptolemaeus;math
com.lmco.ptolemaeus:commons;com.lmco.ptolemaeus;commons
com.randou-tech:randou_java_sdk;com.randou-tech;randou_java_sdk
io.getkyo:kyo-test_sjs1_3;io.getkyo;kyo-test_sjs1_3
org.clojure:tools.gitlibs;org.clojure;tools.gitlibs
io.getkyo:kyo-test_3;io.getkyo;kyo-test_3
com.gradleup:gr8-plugin-external;com.gradleup;gr8-plugin-external
com.gradleup:com.gradleup.gr8.external.gradle.plugin;com.gradleup;com.gradleup.gr8.external.gradle.plugin
com.gradleup:gr8-plugin-common;com.gradleup;gr8-plugin-common
com.gradleup.gr8:com.gradleup.gr8.gradle.plugin;com.gradleup.gr8;com.gradleup.gr8.gradle.plugin
com.gradleup:gr8-plugin;com.gradleup;gr8-plugin
org.projecthusky.communication:husky-xds-mhd-conversion;org.projecthusky.communication;husky-xds-mhd-conversion
org.projecthusky.fhir.emed.ch:husky-fhir-emed-ch-epr-narrative;org.projecthusky.fhir.emed.ch;husky-fhir-emed-ch-epr-narrative
org.projecthusky.communication:husky-ppq;org.projecthusky.communication;husky-ppq
org.projecthusky.communication:husky-communication-ch;org.projecthusky.communication;husky-communication-ch
org.projecthusky.fhir.emed.ch:husky-fhir-emed-ch;org.projecthusky.fhir.emed.ch;husky-fhir-emed-ch
org.projecthusky:husky-cda;org.projecthusky;husky-cda
org.projecthusky.common:husky-common-at;org.projecthusky.common;husky-common-at
org.projecthusky.validation:husky-validation;org.projecthusky.validation;husky-validation
org.projecthusky.fhir.emed.ch:husky-fhir-emed-ch-epr;org.projecthusky.fhir.emed.ch;husky-fhir-emed-ch-epr
org.projecthusky:husky-api;org.projecthusky;husky-api
org.projecthusky.communication:husky-communication-at;org.projecthusky.communication;husky-communication-at
org.projecthusky.communication:husky-service;org.projecthusky.communication;husky-service
org.projecthusky.validation.service:husky-validation-service;org.projecthusky.validation.service;husky-validation-service
org.projecthusky.fhir.emed.ch:husky-fhir-emed-ch-common;org.projecthusky.fhir.emed.ch;husky-fhir-emed-ch-common
org.projecthusky.fhir.structures:husky-fhir-structures-ch;org.projecthusky.fhir.structures;husky-fhir-structures-ch
org.projecthusky.common:husky-common-ch;org.projecthusky.common;husky-common-ch
org.projecthusky.common:husky-common-gen;org.projecthusky.common;husky-common-gen
org.projecthusky.communication:husky-xua-ch-impl;org.projecthusky.communication;husky-xua-ch-impl
org.projecthusky.fhir.structures:husky-fhir-structures;org.projecthusky.fhir.structures;husky-fhir-structures
org.projecthusky.communication:husky-communication-gen;org.projecthusky.communication;husky-communication-gen
org.projecthusky.communication:husky-communication;org.projecthusky.communication;husky-communication
org.projecthusky.communication:husky-xua;org.projecthusky.communication;husky-xua
org.projecthusky.fhir.structures:husky-fhir-structures-gen;org.projecthusky.fhir.structures;husky-fhir-structures-gen
org.projecthusky.common:husky-common;org.projecthusky.common;husky-common
org.projecthusky.communication:husky-xua-gen-impl;org.projecthusky.communication;husky-xua-gen-impl
org.projecthusky.communication:husky-valueset-gen;org.projecthusky.communication;husky-valueset-gen
org.projecthusky.fhir:husky-fhir-communication;org.projecthusky.fhir;husky-fhir-communication
org.projecthusky.fhir:husky-fhir;org.projecthusky.fhir;husky-fhir
org.projecthusky.communication:husky-xua-gen-api;org.projecthusky.communication;husky-xua-gen-api
org.projecthusky:husky-elga;org.projecthusky;husky-elga
io.github.avistotelecom:jpa-search;io.github.avistotelecom;jpa-search
com.squareup.moshi:moshi-kotlin-codegen;com.squareup.moshi;moshi-kotlin-codegen
com.squareup.moshi:moshi-kotlin;com.squareup.moshi;moshi-kotlin
com.squareup.moshi:moshi-adapters;com.squareup.moshi;moshi-adapters
com.squareup.moshi:moshi;com.squareup.moshi;moshi
org.cryptomator:siv-mode;org.cryptomator;siv-mode
com.amazon.android.amazonpay:apay-hardened-android-sdk-sso;com.amazon.android.amazonpay;apay-hardened-android-sdk-sso
com.github.jenly1314:imageviewer;com.github.jenly1314;imageviewer
io.github.sakurajimamaii:log-core;io.github.sakurajimamaii;log-core
org.geckoprojects.messaging:org.gecko.moquette.broker;org.geckoprojects.messaging;org.gecko.moquette.broker
org.geckoprojects.messaging:org.gecko.adapter.mqtt.v5.tests;org.geckoprojects.messaging;org.gecko.adapter.mqtt.v5.tests
org.geckoprojects.messaging:org.gecko.adapter.mqtt.tests;org.geckoprojects.messaging;org.gecko.adapter.mqtt.tests
org.geckoprojects.messaging:org.gecko.adapter.mqtt.common;org.geckoprojects.messaging;org.gecko.adapter.mqtt.common
org.geckoprojects.messaging:org.gecko.adapter.messaging.bnd.library.workspace;org.geckoprojects.messaging;org.gecko.adapter.messaging.bnd.library.workspace
org.geckoprojects.messaging:org.gecko.adapter.eventadmin.tests;org.geckoprojects.messaging;org.gecko.adapter.eventadmin.tests
org.geckoprojects.messaging:org.gecko.adapter.amqp.tests;org.geckoprojects.messaging;org.gecko.adapter.amqp.tests
com.walmartlabs.concord.plugins:codecoverage;com.walmartlabs.concord.plugins;codecoverage
com.walmartlabs.concord.plugins:opentelemetry;com.walmartlabs.concord.plugins;opentelemetry
com.walmartlabs.concord.plugins:zoom-task;com.walmartlabs.concord.plugins;zoom-task
com.walmartlabs.concord.plugins:xml-tasks;com.walmartlabs.concord.plugins;xml-tasks
com.walmartlabs.concord.plugins:terraform-task;com.walmartlabs.concord.plugins;terraform-task
com.walmartlabs.concord.plugins:s3-task;com.walmartlabs.concord.plugins;s3-task
com.walmartlabs.concord.plugins:puppet-task;com.walmartlabs.concord.plugins;puppet-task
com.walmartlabs.concord.plugins:msteams-task;com.walmartlabs.concord.plugins;msteams-task
com.walmartlabs.concord.plugins:ldap-task;com.walmartlabs.concord.plugins;ldap-task
com.walmartlabs.concord.plugins:jsonpath-task;com.walmartlabs.concord.plugins;jsonpath-task
com.walmartlabs.concord.plugins:jira-task;com.walmartlabs.concord.plugins;jira-task
